League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
AUSTRALIA - A-LEAGUE,2024-04-12,06:45:00,Adelaide United,Macarthur FC,1.74,1.75,4.3,4.4,5.1,5.2,4.0,4.3,1.31,1.33,1.39,1.42,3.35,3.6,42.0,48.0,36.0,42.0,46.0,55.0,20.0,95.0,21.0,23.0,13.5,14.5,18.5,19.5,36.0,40.0,17.5,19.0,11.0,11.5,14.0,14.5,30.0,34.0,21.0,23.0,13.5,15.0,17.5,19.5,29.0,40.0,4.6,4.7,16.0,17.5,30.0,190.0,33155524,571273.0,36700739.0,58805.0,1.226957478,1.226957482,1.226957557,1.226957479,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
JAPAN - J1 LEAGUE,2024-04-12,07:00:00,Kashiwa Reysol,Urawa Reds,2.94,3.15,2.64,2.82,3.25,3.35,1.73,1.85,2.18,2.38,1.94,2.08,1.93,2.06,9.4,12.0,8.8,11.5,14.5,21.0,5.1,50.0,8.4,10.5,6.6,9.0,10.5,15.5,5.7,40.0,15.5,22.0,11.5,16.0,17.5,24.0,5.0,60.0,4.9,55.0,5.5,42.0,5.0,65.0,5.2,150.0,4.8,40.0,4.7,36.0,5.4,1000.0,33172901,441080.0,441088.0,58805.0,1.227270823,1.227270868,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-04-12,11:45:00,Botev Plovdiv,Botev Vratsa,1.46,1.51,7.6,9.4,4.5,5.2,2.06,2.3,1.78,1.93,2.02,2.18,1.84,1.98,13.5,980.0,5.8,980.0,6.6,980.0,7.4,1000.0,7.2,9.0,4.7,12.0,6.0,980.0,7.0,980.0,7.4,9.4,4.7,11.5,6.0,980.0,7.0,980.0,10.0,980.0,5.2,980.0,6.4,980.0,7.2,980.0,3.75,7.6,7.0,980.0,7.4,1000.0,33176044,1255220.0,5618938.0,58805.0,1.227333417,1.227333462,0.0,0.0,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
CROATIA - HNL,2024-04-12,12:00:00,Rudes,Slaven Belupo,4.4,4.8,2.0,2.06,3.35,3.7,1.81,1.96,2.04,2.24,1.9,2.02,1.98,2.12,4.9,12.5,7.6,9.0,9.6,980.0,6.0,980.0,5.5,980.0,7.2,8.6,4.8,11.5,6.0,980.0,6.6,980.0,5.6,980.0,5.9,980.0,6.8,980.0,7.4,980.0,7.2,980.0,7.2,980.0,7.6,980.0,7.2,980.0,5.5,980.0,8.0,1000.0,33176952,4940512.0,170923.0,58805.0,1.227347883,1.227347928,0.0,0.0,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-04-12,12:00:00,Haka,Ekenas,1.65,1.72,5.3,5.9,4.2,4.5,2.14,2.24,1.8,1.88,1.83,1.93,2.08,2.22,16.0,22.0,19.0,26.0,6.0,55.0,6.4,980.0,8.8,10.0,8.8,10.0,19.0,27.0,6.2,85.0,9.4,11.0,9.0,10.5,18.0,25.0,6.2,85.0,15.0,21.0,14.5,21.0,6.2,40.0,6.2,130.0,3.85,8.6,7.6,90.0,34.0,1000.0,33176707,516339.0,502408.0,58805.0,1.227345116,1.227345161,0.0,0.0,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SLOVAKIA - NIKE LIGA,2024-04-12,12:30:00,Zilina,Ruzomberok,1.7,1.82,4.6,6.2,3.8,4.5,2.0,2.34,1.75,2.0,1.76,1.97,2.04,2.3,12.0,21.0,14.5,24.0,4.5,50.0,4.6,150.0,7.2,10.5,7.0,11.5,14.5,25.0,4.5,80.0,8.0,13.5,7.4,11.0,4.4,25.0,4.5,85.0,13.0,22.0,13.0,20.0,4.5,40.0,4.6,130.0,3.45,12.0,4.5,80.0,4.8,1000.0,33171227,189806.0,52764.0,58805.0,1.227237011,1.227237056,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-04-12,13:00:00,VPS,SJK,2.6,2.68,2.88,2.96,3.55,3.6,2.0,2.1,1.91,2.0,1.74,1.82,2.22,2.36,12.5,15.0,11.0,13.0,16.5,20.0,8.2,50.0,10.0,12.0,7.0,8.4,11.5,13.5,24.0,36.0,15.5,18.5,10.5,12.5,15.0,19.0,8.2,46.0,28.0,40.0,23.0,30.0,8.0,44.0,9.0,100.0,10.5,23.0,7.2,28.0,9.8,980.0,33171546,139511.0,5418845.0,58805.0,1.227234703,1.227234748,0.0,0.0,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-04-12,13:00:00,Warta Poznan,Korona Kielce,2.62,2.8,3.05,3.35,2.98,3.15,1.57,1.66,2.52,2.74,2.06,2.22,1.82,1.94,7.4,8.6,8.2,9.8,17.0,21.0,8.0,980.0,7.6,9.2,6.4,7.2,13.0,16.0,7.8,55.0,14.0,17.5,12.0,14.5,20.0,25.0,8.2,980.0,7.6,980.0,8.2,42.0,8.2,980.0,8.8,980.0,7.6,44.0,8.0,980.0,9.2,1000.0,33171888,3348521.0,1209555.0,58805.0,1.227246294,1.227246339,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - DIVISION 1,2024-04-12,13:00:00,Zaglebie Sosnowiec,Leczna,3.2,3.6,2.34,2.58,3.15,3.6,1.69,1.83,2.2,2.44,1.91,2.08,1.92,2.1,3.5,13.0,3.25,11.0,3.8,18.0,4.0,980.0,3.55,14.0,6.6,9.2,3.6,14.5,3.9,980.0,3.75,980.0,3.8,18.0,3.75,980.0,4.1,980.0,4.1,980.0,4.0,980.0,4.1,980.0,4.3,980.0,4.0,980.0,3.85,980.0,4.3,1000.0,33171224,2486936.0,502299.0,58805.0,1.227234793,1.227234838,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
FINLAND - YKKONEN,2024-04-12,13:00:00,Atlantis,Vaajakoski,1.21,1.79,1.04,44.0,3.2,10.0,1.27,110.0,1.03,4.6,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,8.2,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,33183569,174384.0,498141.0,58805.0,1.227445663,1.227445708,1.227445747,1.227445672,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
