League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
BULGARIA - PARVA LIGA,2024-03-16,07:45:00,CSKA 1948 Sofia,Botev Plovdiv,1.95,2.2,3.9,5.0,3.0,3.95,1.34,1.79,2.26,3.95,1.65,2.34,1.46,2.02,7.8,10.5,10.0,14.0,24.0,1000.0,1.01,1000.0,6.2,8.2,6.2,8.4,15.0,21.0,50.0,1000.0,9.4,13.0,9.2,12.5,18.5,26.0,1.01,100.0,20.0,1000.0,21.0,1000.0,42.0,1000.0,1.01,1000.0,1.01,24.0,1.01,1000.0,42.0,1000.0,33094819,1255221.0,878125.0,58805.0,1.225944907,1.225944952,1.225944991,1.225944916,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-04-21,11:45:00,CSKA 1948 Sofia,Botev Plovdiv,4.1,4.7,1.96,2.08,3.35,3.7,1.68,1.88,2.14,2.46,1.91,2.22,1.83,2.1,9.2,11.5,7.0,8.8,9.0,12.0,6.4,24.0,11.0,14.5,6.6,8.4,9.4,12.0,6.4,25.0,7.0,34.0,6.0,19.5,6.4,23.0,7.4,50.0,8.2,120.0,7.8,70.0,8.0,85.0,8.4,1000.0,8.0,90.0,5.9,18.0,8.8,1000.0,33192843,1255223.0,1255220.0,58805.0,1.227604759,1.227604804,1.227604843,1.227604768,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-05-20,14:15:00,CSKA 1948 Sofia,Botev Plovdiv,1.7,1.81,5.5,6.4,3.55,4.1,1.67,1.81,2.22,2.5,2.12,2.34,1.74,1.88,9.6,11.5,5.7,17.5,7.0,980.0,7.8,980.0,6.2,7.6,7.6,9.0,19.0,27.0,7.6,980.0,8.0,10.0,9.4,11.0,6.4,980.0,7.6,980.0,6.2,20.0,6.2,24.0,7.0,980.0,7.8,980.0,5.3,15.0,7.8,980.0,8.2,1000.0,33271108,1255221.0,1255220.0,58805.0,1.228914436,1.228914481,1.22891452,1.228914445,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-09-29,10:15:00,CSKA 1948 Sofia,Botev Plovdiv,2.62,2.66,3.15,3.25,3.15,3.25,1.7,1.78,2.28,2.44,1.86,2.1,1.91,2.16,8.8,11.5,8.8,11.5,6.0,23.0,6.6,60.0,7.8,10.5,6.2,7.8,11.0,14.5,6.4,44.0,13.0,18.0,9.8,13.0,16.0,22.0,6.6,60.0,6.4,44.0,6.2,36.0,6.6,55.0,7.0,150.0,6.2,36.0,6.4,50.0,7.4,1000.0,33595892,20732043.0,1255220.0,58805.0,1.233125253,1.233125298,1.233125337,1.233125262,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
MEXICO - LIGA MX,2024-09-29,00:05:00,Guadalajara Chivas,Monterrey,2.42,2.52,3.15,3.35,3.45,3.55,1.96,2.0,2.0,2.04,1.72,1.82,2.22,2.38,13.0,15.5,11.5,14.5,19.0,24.0,5.9,55.0,10.0,12.5,7.0,8.4,12.0,15.0,30.0,40.0,15.0,18.5,10.5,13.0,15.0,19.5,40.0,50.0,32.0,42.0,24.0,30.0,34.0,40.0,6.2,100.0,16.5,25.0,23.0,34.0,6.4,1000.0,33616178,230909.0,328949.0,58805.0,1.233368925,1.23336897,1.233369009,1.233368934,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
MEXICO - LIGA MX,2024-09-29,00:10:00,Atl. San Luis,Santos Laguna,1.58,1.62,5.8,6.4,4.6,5.0,2.46,2.68,1.6,1.68,1.68,1.84,2.2,2.48,18.5,25.0,19.5,27.0,6.8,55.0,7.4,140.0,9.4,12.5,8.8,12.0,17.0,24.0,7.0,70.0,9.4,12.5,8.8,11.0,15.5,21.0,7.0,65.0,13.5,17.5,12.5,16.5,7.2,32.0,7.2,90.0,3.8,7.2,6.8,60.0,7.6,640.0,33617716,10781957.0,328957.0,58805.0,1.233391842,1.233391887,1.233391926,1.233391851,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-29,02:00:00,Blaublitz,Tokushima,2.76,2.94,3.1,3.3,2.88,3.05,1.51,1.58,2.74,2.96,2.12,2.28,1.78,1.88,6.4,8.6,7.4,9.8,15.5,22.0,1.03,65.0,6.8,9.0,5.6,7.4,11.5,15.5,1.03,55.0,14.0,18.5,11.0,14.5,20.0,28.0,1.03,90.0,1.03,55.0,1.03,48.0,1.03,85.0,1.03,240.0,1.01,60.0,1.01,70.0,1.03,1000.0,33616987,5852914.0,5026012.0,58805.0,1.233377837,1.233377882,1.233377921,1.233377846,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-29,02:00:00,Renofa Yamaguchi,Vegalta Sendai,2.88,3.05,2.82,2.98,3.05,3.25,1.65,1.74,2.34,2.54,1.92,2.14,1.88,2.08,8.0,12.0,7.8,11.5,13.0,22.0,1.03,60.0,8.0,12.0,5.7,8.2,9.4,15.5,1.03,46.0,13.5,23.0,9.6,16.0,15.0,26.0,1.03,75.0,1.03,65.0,1.03,48.0,1.03,75.0,1.03,190.0,1.01,55.0,1.01,55.0,1.03,1000.0,33616333,4233875.0,442179.0,58805.0,1.233373087,1.233373132,1.233373171,1.233373096,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-29,02:00:00,Okayama,V-Varen Nagasaki,2.34,2.46,3.15,3.4,3.45,3.75,2.0,2.12,1.9,2.0,1.7,1.81,2.24,2.42,11.5,19.0,10.0,16.5,17.0,28.0,4.3,70.0,8.2,13.5,5.9,9.4,9.8,16.0,4.4,44.0,11.5,19.5,8.2,13.5,12.5,21.0,4.3,55.0,4.4,40.0,18.5,32.0,4.5,46.0,4.3,110.0,3.75,24.0,4.0,40.0,4.4,960.0,33616334,5561025.0,7081211.0,58805.0,1.233372997,1.233373042,1.233373081,1.233373006,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-29,03:30:00,Iwaki,Tochigi SC,1.97,2.06,4.2,4.5,3.5,3.7,1.81,1.92,2.08,2.24,1.89,2.02,1.98,2.1,9.4,15.5,10.5,17.5,4.3,40.0,4.2,130.0,6.2,10.5,6.0,9.6,12.0,21.0,4.1,75.0,8.8,14.5,7.8,12.5,15.5,26.0,4.1,85.0,17.0,29.0,16.5,28.0,4.1,55.0,4.2,170.0,3.6,21.0,4.1,90.0,4.3,1000.0,33617159,13432059.0,5945153.0,58805.0,1.233383751,1.233383796,1.233383835,1.23338376,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
