League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
EGYPT - PREMIER LEAGUE,2024-05-14,10:00:00,Al Ittihad,Smouha,2.74,3.15,2.9,3.3,2.8,3.2,1.61,1.68,2.46,2.64,1.91,2.2,1.83,2.1,7.8,10.5,8.2,11.0,13.5,23.0,4.9,60.0,8.0,10.5,5.9,7.8,10.0,17.0,5.0,48.0,12.5,21.0,10.0,16.0,15.0,25.0,5.0,75.0,4.9,55.0,5.0,46.0,5.0,75.0,5.2,170.0,4.8,46.0,4.8,50.0,5.3,1000.0,33265553,7023879.0,5170871.0,58805.0,1.228811049,1.228811094,1.228811133,1.228811058,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
EGYPT - PREMIER LEAGUE,2024-05-14,13:00:00,El Gaish,El Ismaily,2.84,2.9,3.35,3.5,2.76,2.78,1.47,1.51,2.96,3.15,2.16,2.44,1.7,1.85,6.4,12.5,7.6,9.4,18.0,1000.0,36.0,65.0,7.2,24.0,6.0,6.8,14.0,16.5,12.0,980.0,14.0,17.0,12.5,14.5,16.5,980.0,6.0,95.0,32.0,48.0,36.0,980.0,7.4,980.0,6.2,230.0,25.0,60.0,7.4,80.0,8.2,1000.0,33262960,7024303.0,5170870.0,58805.0,1.228773015,1.22877306,1.228773099,1.228773024,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SWEDEN - SUPERETTAN,2024-05-14,14:00:00,Orebro,Degerfors,3.05,3.15,2.52,2.56,3.5,3.55,1.94,1.98,2.02,2.06,1.8,1.91,2.08,2.26,12.0,13.0,9.8,10.5,14.5,15.5,30.0,36.0,10.5,12.0,7.0,7.6,11.0,11.5,24.0,28.0,18.0,20.0,12.5,13.5,16.5,19.0,36.0,42.0,38.0,55.0,30.0,36.0,42.0,50.0,75.0,100.0,27.0,32.0,19.5,22.0,34.0,990.0,33257611,42617.0,784612.0,58805.0,1.228689803,1.228689813,1.228689802,1.228689812,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ITALY - SERIE C,2024-05-14,15:00:00,Perugia,Carrarese,2.16,2.3,3.9,4.3,3.1,3.35,1.6,1.7,2.42,2.68,2.06,2.24,1.8,1.95,8.0,980.0,10.0,980.0,21.0,980.0,7.2,1000.0,6.6,980.0,6.2,980.0,14.5,980.0,8.0,1000.0,9.8,980.0,9.6,980.0,19.5,980.0,3.05,1000.0,21.0,980.0,22.0,980.0,6.8,1000.0,8.6,1000.0,2.36,980.0,2.36,1000.0,7.8,1000.0,33269903,215828.0,5727549.0,58805.0,1.228892258,1.228892303,1.228892342,1.228892267,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SCOTLAND - PREMIERSHIP,2024-05-14,15:30:00,Rangers,Dundee FC,1.16,1.17,22.0,23.0,9.8,10.0,3.75,3.9,1.34,1.36,2.08,2.18,1.85,1.93,34.0,48.0,13.5,90.0,15.0,320.0,15.0,980.0,13.0,15.5,20.0,23.0,13.0,95.0,15.0,980.0,8.6,10.5,12.0,13.5,34.0,40.0,14.5,210.0,8.4,9.4,12.0,13.0,24.0,36.0,19.0,1000.0,2.4,2.8,15.0,980.0,260.0,990.0,33262241,52458346.0,13133.0,58805.0,1.228761338,1.228761348,1.228761337,1.228761347,5.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
SWITZERLAND - SUPER LEAGUE,2024-05-14,15:30:00,Grasshoppers,Yverdon,1.81,1.84,4.7,4.9,4.0,4.2,2.26,2.3,1.77,1.8,1.75,1.81,2.24,2.34,16.0,17.5,17.0,19.0,32.0,36.0,20.0,100.0,9.8,10.5,8.4,9.2,17.0,18.5,48.0,55.0,11.0,12.0,9.4,10.0,16.5,18.0,50.0,60.0,17.5,19.5,16.0,17.5,27.0,30.0,48.0,85.0,9.2,9.8,38.0,48.0,23.0,980.0,33266154,373489.0,15979003.0,58805.0,1.228822013,1.228822023,1.228822012,1.228822022,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SWITZERLAND - SUPER LEAGUE,2024-05-14,15:30:00,Basel,Lausanne Ouchy,1.4,1.42,8.2,8.8,5.6,6.0,3.05,3.15,1.47,1.49,1.71,1.79,2.28,2.42,29.0,36.0,34.0,42.0,15.0,85.0,15.0,980.0,13.0,14.5,12.5,14.5,28.0,32.0,15.0,95.0,10.0,11.0,10.0,11.0,19.5,22.0,50.0,75.0,12.0,13.0,12.0,13.0,23.0,25.0,55.0,85.0,3.95,4.4,15.0,75.0,15.5,980.0,33266152,2939090.0,5805890.0,58805.0,1.228822121,1.228822131,1.22882212,1.22882213,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-05-14,15:30:00,Juventus U23,Casertana,2.56,2.68,3.05,3.45,3.15,3.4,1.6,1.7,2.4,2.68,2.02,2.16,1.87,1.99,9.2,12.0,8.6,980.0,6.0,980.0,5.0,1000.0,7.2,980.0,6.2,980.0,2.58,980.0,4.4,1000.0,12.0,980.0,10.0,980.0,3.55,980.0,9.6,1000.0,1.76,1000.0,4.9,1000.0,7.8,1000.0,10.0,1000.0,1.55,1000.0,1.52,1000.0,8.2,1000.0,33270079,5470963.0,5727546.0,58805.0,1.228897683,1.228897728,1.228897823,1.228897692,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-05-14,15:30:00,Taranto,L.R. Vicenza,2.66,2.8,2.98,3.3,3.15,3.35,1.62,1.71,2.4,2.64,2.0,2.14,1.88,1.99,9.4,980.0,3.9,980.0,16.0,23.0,5.5,980.0,3.75,980.0,6.2,7.0,11.5,17.0,5.4,980.0,12.5,18.0,10.5,15.5,18.5,980.0,5.6,980.0,5.3,980.0,5.4,980.0,5.6,980.0,6.2,980.0,5.2,980.0,5.4,980.0,6.2,1000.0,33269906,10465584.0,19857199.0,58805.0,1.228892078,1.228892123,1.228892162,1.228892087,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-05-14,15:30:00,Atalanta U23,Catania,2.54,2.7,3.15,3.4,3.15,3.3,1.62,1.71,2.42,2.62,2.0,2.18,1.84,1.99,9.4,13.0,8.0,10.0,17.0,980.0,7.0,980.0,7.2,9.2,6.2,7.6,12.5,980.0,6.8,980.0,11.0,980.0,10.5,980.0,18.0,980.0,7.8,980.0,7.2,980.0,25.0,980.0,7.8,980.0,8.4,1000.0,6.6,980.0,7.0,980.0,8.0,1000.0,33269904,60238985.0,201262.0,58805.0,1.228892168,1.228892213,1.228892252,1.228892177,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
