League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
PARAGUAY - PRIMERA DIVISION,2024-04-14,18:30:00,Sp. Luqueno,Libertad Asuncion,3.4,3.65,2.36,2.52,3.15,3.5,1.72,1.83,2.2,2.4,1.89,2.06,1.95,2.14,9.6,13.5,8.0,9.6,12.5,18.0,23.0,42.0,10.0,14.0,6.6,7.8,10.5,14.5,4.4,36.0,19.0,27.0,10.5,18.0,14.5,25.0,4.7,60.0,4.8,980.0,4.6,55.0,4.8,980.0,4.9,980.0,4.7,60.0,4.3,30.0,5.1,1000.0,33181860,2844791.0,328196.0,58805.0,1.227425116,1.227425161,1.2274252,1.227425125,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SPAIN - LALIGA,2024-08-28,14:00:00,Ath Bilbao,Valencia,1.69,1.71,6.2,6.4,3.9,3.95,1.78,1.8,2.26,2.28,2.2,2.28,1.78,1.84,11.0,11.5,15.5,17.0,44.0,48.0,46.0,190.0,6.6,7.0,8.2,8.6,23.0,25.0,90.0,110.0,8.2,8.6,9.8,10.0,24.0,26.0,95.0,120.0,15.0,16.0,18.5,20.0,44.0,46.0,100.0,180.0,11.5,13.0,110.0,170.0,65.0,1000.0,33506935,9162.0,66183.0,58805.0,1.231987347,1.231987331,1.231987346,1.231987356,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SPAIN - LALIGA,2024-08-28,14:00:00,Valladolid,Leganes,2.32,2.34,4.0,4.1,3.1,3.15,1.53,1.55,2.82,2.88,2.26,2.34,1.75,1.8,7.6,8.0,9.6,10.5,23.0,25.0,75.0,90.0,6.6,7.0,6.6,6.8,16.5,17.5,55.0,70.0,11.5,12.0,11.0,12.0,24.0,25.0,65.0,100.0,28.0,32.0,30.0,34.0,60.0,70.0,130.0,210.0,30.0,36.0,75.0,100.0,1000.0,1000.0,33508139,13362.0,309109.0,58805.0,1.232009919,1.232009903,1.232009918,1.232009928,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE B,2024-08-28,15:30:00,Cosenza,Spezia,2.76,2.8,2.98,3.05,3.25,3.3,1.73,1.77,2.3,2.38,1.94,1.98,2.02,2.08,9.6,10.5,9.6,10.0,17.0,19.0,44.0,50.0,9.0,9.8,6.6,7.0,12.0,13.0,32.0,42.0,15.5,17.0,11.0,12.5,18.5,19.5,48.0,55.0,36.0,44.0,27.0,34.0,44.0,55.0,65.0,130.0,25.0,40.0,32.0,40.0,19.5,1000.0,33526976,60302.0,522041.0,58805.0,1.23228016,1.23228017,1.232280159,1.232280169,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE B,2024-08-28,15:30:00,Cesena,Catanzaro,1.78,1.8,5.7,5.8,3.75,3.85,1.88,1.91,2.1,2.14,1.99,2.04,1.97,2.02,11.5,12.5,15.5,18.0,38.0,42.0,17.0,140.0,7.4,8.2,7.8,8.4,19.5,22.0,18.5,80.0,9.2,9.8,9.4,10.0,19.5,22.0,18.5,85.0,16.5,18.0,17.5,19.5,36.0,40.0,19.5,140.0,11.0,12.5,18.0,100.0,20.0,1000.0,33528028,501219.0,522058.0,58805.0,1.232296399,1.232296444,1.232296483,1.232296408,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ITALY - SERIE B,2024-08-28,15:30:00,Juve Stabia,Mantova,3.05,3.1,2.66,2.74,3.25,3.35,1.8,1.83,2.2,2.26,1.83,1.91,2.1,2.22,10.5,11.5,9.2,10.5,15.5,17.0,26.0,40.0,10.0,11.5,6.6,7.0,11.0,12.0,28.0,32.0,16.0,18.5,12.0,13.0,17.0,18.5,34.0,48.0,16.0,50.0,32.0,36.0,44.0,55.0,19.5,110.0,26.0,36.0,13.0,29.0,21.0,1000.0,33528034,1270340.0,924269.0,58805.0,1.232296309,1.232296354,1.232296393,1.232296318,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
CHILE - PRIMERA DIVISION,2024-08-28,16:00:00,Cobresal,U. Catolica,2.54,2.58,2.9,2.98,3.6,3.75,2.16,2.2,1.83,1.85,1.67,1.73,2.38,2.5,15.5,18.0,12.0,14.0,18.0,22.0,25.0,50.0,11.0,12.5,7.4,8.2,11.0,14.0,22.0,32.0,15.0,19.5,10.0,12.5,14.0,17.0,30.0,42.0,27.0,40.0,21.0,27.0,28.0,36.0,48.0,95.0,6.6,23.0,19.0,27.0,9.2,980.0,33527381,5129865.0,7029037.0,58805.0,1.232284135,1.23228418,1.232284219,1.232284144,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
SPAIN - LALIGA,2024-08-28,16:30:00,Real Sociedad,Alaves,1.71,1.72,6.8,7.0,3.7,3.75,1.58,1.59,2.68,2.72,2.5,2.6,1.63,1.67,8.6,8.8,14.5,15.5,46.0,50.0,48.0,250.0,5.5,5.7,8.2,8.4,27.0,29.0,42.0,150.0,7.8,8.0,10.5,11.0,30.0,32.0,46.0,180.0,15.0,16.0,22.0,23.0,55.0,65.0,110.0,330.0,15.5,17.0,50.0,980.0,1000.0,1000.0,33506940,18573.0,60324.0,58805.0,1.231987226,1.231987205,1.231987225,1.231987235,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SPAIN - LALIGA,2024-08-28,16:30:00,Atl. Madrid,Espanyol,1.28,1.29,16.0,16.5,6.2,6.4,2.16,2.18,1.85,1.86,2.56,2.64,1.61,1.64,18.0,19.0,36.0,40.0,120.0,160.0,110.0,910.0,7.4,7.6,12.5,13.5,50.0,60.0,110.0,350.0,6.0,6.2,10.5,11.0,38.0,42.0,230.0,290.0,8.2,8.6,14.5,15.0,55.0,65.0,240.0,310.0,5.3,5.4,170.0,750.0,190.0,1000.0,33508145,52480965.0,59044.0,58805.0,1.232009799,1.232009783,1.232009798,1.232009808,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
VENEZUELA - LIGA FUTVE,2024-08-28,18:45:00,Puerto Cabello,Dep. Tachira,2.72,2.92,2.96,3.45,2.8,3.2,1.48,1.59,2.64,3.15,2.04,2.34,1.75,1.95,5.8,9.4,3.55,980.0,4.4,980.0,5.1,980.0,3.45,980.0,5.7,14.0,4.1,980.0,5.0,980.0,4.3,980.0,4.1,980.0,4.6,980.0,5.4,980.0,5.0,980.0,4.9,980.0,5.1,980.0,5.3,1000.0,5.0,980.0,5.1,980.0,5.4,1000.0,33519147,13442344.0,712865.0,58805.0,1.232163449,1.232163494,1.232163533,1.232163458,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
