League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
EGYPT - PREMIER LEAGUE,2024-04-04,17:00:00,Enppi,Future FC,2.04,2.28,4.2,5.0,2.84,3.25,1.42,1.58,2.74,3.4,2.24,2.7,1.59,1.81,6.0,980.0,9.2,13.5,5.5,980.0,3.25,1000.0,5.3,7.0,6.0,980.0,15.5,980.0,3.2,1000.0,9.2,13.5,9.0,980.0,21.0,980.0,5.2,1000.0,5.0,980.0,5.2,980.0,5.5,980.0,5.3,1000.0,3.05,980.0,2.28,1000.0,3.3,1000.0,33139069,5259327.0,10539864.0,58805.0,1.226680506,1.226680551,0.0,0.0,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
EGYPT - PREMIER LEAGUE,2024-05-16,13:00:00,Enppi,Future FC,3.3,3.4,2.7,2.78,2.96,3.05,1.49,1.52,2.92,3.05,2.18,2.34,1.74,1.84,6.8,8.4,7.0,8.6,13.5,17.0,7.2,48.0,8.0,9.8,6.2,7.2,12.0,15.0,7.2,44.0,16.0,21.0,13.5,16.5,19.5,980.0,7.8,80.0,7.6,65.0,7.4,60.0,7.8,90.0,8.2,230.0,7.6,70.0,7.4,50.0,8.6,1000.0,33264195,5259327.0,41860831.0,58805.0,1.228789726,1.228789771,1.22878981,1.228789735,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-16,08:35:00,Shandong Taishan,Shenzhen Xinpengcheng,1.27,1.32,11.0,14.0,6.2,7.6,2.66,3.2,1.46,1.61,1.88,2.14,1.88,2.14,4.6,38.0,4.8,55.0,5.0,140.0,5.2,460.0,9.6,14.0,13.0,18.5,4.8,50.0,5.2,190.0,7.8,11.0,9.0,13.5,21.0,36.0,5.0,150.0,9.4,13.0,11.0,16.5,5.0,40.0,5.5,160.0,2.38,4.3,5.1,200.0,5.3,1000.0,33268099,50443279.0,17714225.0,58805.0,1.228862888,1.228862898,1.228862887,1.228862897,3.0,2.0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
ARMENIA - PREMIER LEAGUE,2024-05-16,11:00:00,Urartu,Alashkert,2.6,2.76,3.05,3.3,3.15,3.25,1.71,1.81,2.24,2.42,1.92,2.08,1.93,2.1,9.0,980.0,9.4,980.0,1.66,22.0,1.74,60.0,8.2,980.0,6.6,980.0,5.0,980.0,3.35,44.0,5.5,16.5,10.5,980.0,3.7,980.0,1.74,65.0,6.8,1000.0,1.58,1000.0,14.5,1000.0,8.2,1000.0,1.55,1000.0,1.55,46.0,5.1,1000.0,33274571,25800263.0,9686394.0,58805.0,1.228960113,1.228960158,1.228960197,1.228960122,6.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,12:00:00,Mjondalen,Asane,2.16,2.28,3.4,3.65,3.7,3.9,2.3,2.44,1.7,1.76,1.6,1.72,2.38,2.66,8.4,19.0,13.5,18.0,24.0,27.0,12.0,65.0,11.5,13.0,8.0,9.0,13.5,15.0,30.0,65.0,14.0,15.5,10.0,11.0,14.0,16.0,34.0,42.0,23.0,42.0,17.5,21.0,25.0,30.0,29.0,200.0,11.0,12.5,9.6,28.0,14.5,850.0,33266057,3782270.0,152573.0,58805.0,1.228819592,1.228819637,1.228819676,1.228819601,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
EGYPT - PREMIER LEAGUE,2024-05-16,13:00:00,National Bank Egypt,Al Masry,2.66,2.72,3.0,3.1,3.3,3.4,1.83,1.87,2.16,2.2,1.87,1.99,2.02,2.16,10.0,11.5,9.4,11.0,17.0,19.5,38.0,55.0,9.6,11.0,7.0,7.6,12.0,13.5,30.0,36.0,14.5,18.5,11.0,13.0,17.0,19.0,44.0,55.0,34.0,44.0,26.0,32.0,10.0,48.0,11.5,120.0,23.0,28.0,27.0,36.0,12.5,1000.0,33265898,10492935.0,11162123.0,58805.0,1.228816896,1.228816941,1.22881698,1.228816905,5.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Raufoss,Moss,2.22,2.34,3.35,3.6,3.5,3.85,2.06,2.14,1.87,1.95,1.72,1.83,2.2,2.38,13.0,16.5,12.5,980.0,3.05,26.0,2.94,65.0,9.8,12.0,7.4,8.6,13.0,980.0,2.88,40.0,12.5,16.0,9.6,980.0,6.8,980.0,3.25,48.0,3.9,30.0,6.6,24.0,3.15,36.0,3.35,240.0,2.58,55.0,2.82,34.0,4.4,1000.0,33266058,152564.0,401947.0,58805.0,1.228819502,1.228819547,1.228819586,1.228819511,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Start,Egersund,2.6,2.78,2.52,2.7,3.95,4.2,2.64,2.82,1.55,1.61,1.53,1.6,2.66,2.88,19.5,29.0,4.1,21.0,4.3,25.0,4.6,46.0,15.5,21.0,9.4,12.5,11.0,15.5,4.4,26.0,18.0,26.0,10.0,15.5,12.0,17.5,4.5,34.0,4.7,46.0,19.0,28.0,23.0,34.0,4.7,200.0,3.85,16.0,3.75,14.5,5.1,850.0,33269689,774893.0,3876624.0,58805.0,1.228887128,1.228887173,1.228887212,1.228887137,4.0,3.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Sandnes,Bryne,4.3,4.9,1.81,1.87,4.1,4.3,2.38,2.52,1.66,1.73,1.64,1.79,2.28,2.56,17.5,24.0,10.0,12.5,11.0,14.5,5.5,22.0,17.5,24.0,8.4,11.5,8.8,11.0,5.5,19.0,6.4,42.0,15.0,20.0,14.5,19.5,5.7,29.0,6.4,100.0,6.4,55.0,6.4,55.0,6.6,200.0,6.0,44.0,4.0,9.4,7.2,850.0,33266056,778909.0,7033.0,58805.0,1.228819684,1.228819729,1.228819769,1.228819693,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Aalesund,Sogndal,2.4,2.54,2.94,3.15,3.65,3.9,2.22,2.34,1.75,1.81,1.64,1.72,2.4,2.58,15.0,18.0,14.0,980.0,20.0,23.0,42.0,60.0,11.5,13.5,7.8,8.6,12.0,13.0,27.0,32.0,15.0,17.5,10.0,11.5,14.0,15.5,32.0,65.0,28.0,50.0,20.0,24.0,28.0,34.0,32.0,70.0,13.5,19.5,18.0,25.0,16.5,850.0,33269679,3038746.0,31322.0,58805.0,1.228887529,1.228887627,1.228887666,1.228887591,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Valerenga,Kongsvinger,1.92,1.99,3.8,4.2,4.0,4.4,2.38,2.52,1.66,1.73,1.63,1.75,2.32,2.58,17.0,980.0,4.3,980.0,4.7,38.0,4.1,90.0,11.0,980.0,8.2,11.5,4.5,19.5,4.8,50.0,11.5,16.0,9.2,980.0,14.0,980.0,4.8,55.0,4.8,25.0,4.2,70.0,3.85,34.0,4.1,200.0,3.5,10.5,3.85,38.0,5.2,850.0,33269695,132563.0,774892.0,58805.0,1.228886858,1.228886903,1.228886942,1.228886867,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-16,13:00:00,Stabaek,Lyn,1.96,2.04,3.7,3.9,4.0,4.4,2.44,2.6,1.63,1.69,1.6,1.7,2.44,2.66,17.5,980.0,16.0,980.0,4.7,36.0,4.8,80.0,10.5,980.0,8.4,11.0,13.5,19.0,4.7,46.0,12.0,17.5,9.2,980.0,13.0,980.0,4.7,50.0,20.0,28.0,15.5,22.0,4.5,34.0,4.9,200.0,3.45,55.0,4.4,34.0,5.1,850.0,33269694,50045.0,31318.0,58805.0,1.228886948,1.228886993,1.228887032,1.228886957,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
