League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
JAPAN - J2 LEAGUE,2024-06-01,06:00:00,Fujieda MYFC,Ehime,1.38,1.41,9.2,10.0,5.3,6.0,2.32,2.5,1.67,1.76,1.97,2.1,1.9,2.04,17.0,23.0,7.8,36.0,9.0,95.0,9.6,340.0,7.8,9.6,11.0,13.5,7.8,38.0,9.4,160.0,7.2,8.8,9.2,10.5,7.4,30.0,9.2,130.0,10.0,12.5,12.5,16.0,7.8,40.0,9.4,160.0,3.6,5.7,9.4,190.0,9.8,1000.0,33303554,2319612.0,3455675.0,58805.0,1.229347765,1.22934781,1.229347849,1.229347774,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-07-13,07:00:00,Fujieda MYFC,Ehime,2.26,2.36,3.25,3.45,3.6,3.8,2.1,2.42,1.71,1.91,1.63,1.77,2.3,2.6,14.5,21.0,11.0,19.0,17.5,30.0,4.9,70.0,10.0,14.0,7.6,10.5,12.5,17.5,28.0,42.0,13.5,19.5,9.6,12.5,13.5,19.0,4.7,50.0,24.0,36.0,19.0,28.0,26.0,40.0,4.9,240.0,3.7,16.0,4.2,34.0,4.7,980.0,33399868,14196415.0,3455675.0,58805.0,1.23048698,1.230487025,1.230487064,1.230486989,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
MEXICO - LIGA MX,2024-07-13,00:00:00,Mazatlan FC,Atl. San Luis,2.36,2.44,3.15,3.25,3.55,3.8,2.12,2.26,1.79,1.89,1.66,1.75,2.34,2.5,13.5,16.5,13.0,15.0,20.0,23.0,10.0,60.0,10.5,12.5,7.6,8.6,12.5,14.0,28.0,36.0,13.5,16.5,10.0,11.5,14.5,16.5,9.6,46.0,27.0,32.0,20.0,25.0,9.2,38.0,10.5,85.0,7.0,16.5,8.6,29.0,12.0,980.0,33391468,30582862.0,10781957.0,58805.0,1.230380801,1.230380813,1.2303808,1.230380811,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MEXICO - LIGA MX,2024-07-13,00:00:00,Club Tijuana,Guadalajara Chivas,2.44,2.52,3.3,3.35,3.35,3.4,1.83,1.91,2.08,2.22,1.78,1.95,2.06,2.3,11.0,12.5,10.0,12.0,18.5,21.0,27.0,60.0,9.2,10.5,7.0,7.8,12.0,14.0,30.0,40.0,14.0,15.5,11.0,12.5,17.0,18.5,28.0,55.0,30.0,36.0,25.0,28.0,38.0,980.0,12.0,110.0,20.0,24.0,17.0,40.0,13.5,1000.0,33391482,5687741.0,230909.0,58805.0,1.230380575,1.230380585,1.230380574,1.230380584,4.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
MEXICO - LIGA MX,2024-07-13,00:05:00,Atlas,U.A.N.L.- Tigres,3.45,3.8,2.16,2.24,3.65,3.85,2.1,2.22,1.82,1.91,1.66,1.85,2.18,2.52,11.5,980.0,8.2,980.0,11.5,980.0,5.0,980.0,11.0,18.5,7.0,8.8,9.0,980.0,5.0,980.0,19.0,32.0,11.0,18.0,15.0,21.0,5.0,980.0,5.3,75.0,5.1,46.0,5.2,55.0,5.4,980.0,5.0,40.0,4.3,980.0,5.7,980.0,33391509,328950.0,328916.0,58805.0,1.230382336,1.230382346,1.230382335,1.230382345,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
JAPAN - J1 LEAGUE,2024-07-13,02:00:00,Hokkaido Consadole Sapporo,Vissel Kobe,10.0,11.0,1.43,1.44,4.8,5.0,2.26,2.34,1.75,1.79,2.0,2.06,1.95,2.0,16.0,19.0,8.2,9.0,7.8,8.4,10.5,12.0,30.0,34.0,10.0,11.0,9.2,9.8,13.5,14.5,40.0,110.0,30.0,38.0,23.0,24.0,32.0,42.0,40.0,390.0,40.0,160.0,75.0,140.0,40.0,170.0,17.5,190.0,5.7,6.2,19.0,1000.0,33397905,2245760.0,441082.0,58805.0,1.230463761,1.230463806,1.230463845,1.23046377,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-07-13,03:30:00,Qingdao West Coast,Zhejiang Professional,4.6,5.1,1.72,1.77,4.6,5.0,3.3,3.8,1.37,1.43,1.45,1.53,2.9,3.2,30.0,48.0,16.0,21.0,14.5,17.5,18.5,22.0,28.0,32.0,11.0,13.5,10.0,12.0,13.5,16.0,36.0,55.0,17.0,23.0,13.5,15.5,17.5,22.0,9.8,110.0,36.0,46.0,30.0,50.0,38.0,85.0,7.6,29.0,3.6,5.5,9.8,220.0,33411584,40285964.0,23257633.0,58805.0,1.230641751,1.230641761,1.23064175,1.23064176,5.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-07-13,07:00:00,Ulsan HD,Seoul,2.2,2.28,3.35,3.5,3.7,3.9,2.16,2.34,1.75,1.86,1.68,1.78,2.28,2.48,15.5,18.5,14.5,17.0,21.0,28.0,7.0,70.0,10.0,12.0,7.6,9.0,13.0,16.0,6.6,44.0,13.5,15.5,9.6,11.5,14.0,18.0,6.8,55.0,22.0,29.0,18.0,24.0,26.0,40.0,28.0,95.0,5.2,15.5,6.4,34.0,7.8,980.0,33407243,5352229.0,2479786.0,58805.0,1.230581301,1.230581346,1.230581385,1.23058131,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
JAPAN - J1 LEAGUE,2024-07-13,07:00:00,FC Tokyo,Albirex Niigata,2.42,2.44,3.25,3.35,3.5,3.6,1.98,2.06,1.95,2.02,1.77,1.82,2.22,2.3,12.5,14.0,12.5,13.5,20.0,22.0,46.0,55.0,10.0,11.0,7.4,8.0,12.5,13.5,30.0,36.0,14.0,16.5,10.5,11.5,15.5,17.0,40.0,46.0,29.0,34.0,22.0,26.0,34.0,40.0,42.0,90.0,17.0,19.0,25.0,32.0,17.5,980.0,33398034,350849.0,5712145.0,58805.0,1.23046742,1.230467465,1.230467504,1.230467429,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-07-13,07:00:00,Kagoshima Utd,Kusatsu,1.92,1.98,4.8,5.0,3.4,3.65,1.68,1.75,2.32,2.46,2.08,2.24,1.81,1.92,9.6,13.0,12.5,14.5,6.4,42.0,6.8,980.0,6.6,7.4,7.2,8.2,14.5,25.0,6.6,980.0,9.4,10.5,9.6,11.0,17.5,29.0,6.6,980.0,16.0,26.0,17.5,29.0,6.4,60.0,6.8,980.0,5.4,22.0,6.8,980.0,7.2,1000.0,33399858,10428848.0,7078090.0,58805.0,1.230487211,1.230487295,1.230487334,1.230487257,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
