League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
FINLAND - YKKONEN,2024-08-20,12:30:00,JJK Jyvaskyla,KuPS Akatemia,1.43,1.49,6.8,8.0,5.3,5.9,2.9,3.15,1.47,1.52,1.62,1.82,2.22,2.6,20.0,980.0,20.0,980.0,20.0,980.0,20.0,980.0,11.0,980.0,10.5,980.0,20.0,980.0,20.0,980.0,9.8,12.5,8.8,12.0,16.5,980.0,20.0,980.0,12.0,980.0,11.0,980.0,19.0,980.0,20.0,980.0,3.05,5.2,6.8,980.0,7.2,1000.0,33507468,799035.0,46147144.0,58805.0,1.231999612,1.231999657,1.231999696,1.231999621,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ROMANIA - LIGA 2,2024-08-20,13:00:00,Steaua Bucuresti,CSM Resita,1.85,2.1,4.2,5.7,3.55,4.6,1.29,18.0,1.06,4.6,1.12,1000.0,1.12,1000.0,1.49,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,980.0,1.03,980.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,980.0,1.55,1000.0,1.03,1000.0,33491873,18120525.0,12623697.0,58805.0,1.231775567,1.231775612,1.231775651,1.231775576,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
DENMARK - 1ST DIVISION,2024-08-20,13:00:00,Roskilde,Horsens,3.95,4.3,1.91,1.98,4.0,4.3,2.38,2.5,1.67,1.72,1.64,1.72,2.38,2.56,18.0,21.0,10.5,12.0,11.5,16.0,18.0,25.0,18.0,980.0,7.8,11.5,9.2,10.5,15.5,22.0,27.0,40.0,14.5,18.0,15.0,980.0,21.0,30.0,40.0,95.0,30.0,55.0,34.0,55.0,40.0,240.0,6.2,250.0,4.2,10.0,7.2,610.0,33507816,518517.0,195583.0,58805.0,1.232006278,1.232006323,1.232006362,1.232006287,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
POLAND - DIVISION 1,2024-08-20,13:00:00,Kotwica Kolobrzeg,Polonia Warszawa,2.5,2.64,3.1,3.4,3.3,3.55,1.91,2.0,2.0,2.1,1.75,1.92,2.08,2.32,11.0,15.0,10.5,14.5,16.5,25.0,20.0,65.0,8.8,12.5,6.8,8.6,11.0,16.5,20.0,44.0,4.2,19.0,9.6,13.0,14.5,22.0,20.0,60.0,20.0,42.0,20.0,34.0,20.0,50.0,20.0,120.0,4.1,26.0,4.6,65.0,4.9,1000.0,33507936,10103858.0,10490469.0,58805.0,1.232007569,1.232007614,1.232007653,1.232007578,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
DENMARK - 1ST DIVISION,2024-08-20,13:30:00,Koge,B.93,3.85,4.2,1.9,1.94,4.3,4.6,2.66,2.76,1.57,1.6,1.6,1.67,2.48,2.66,21.0,24.0,13.0,17.0,13.0,14.5,21.0,23.0,19.0,22.0,9.6,11.0,9.8,11.0,15.5,17.0,29.0,36.0,15.0,17.5,14.5,15.5,22.0,25.0,42.0,85.0,34.0,40.0,32.0,55.0,42.0,60.0,21.0,32.0,5.9,8.2,14.0,980.0,33501014,3981030.0,342867.0,58805.0,1.23189507,1.231895115,1.231895154,1.231895079,0.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-08-20,14:00:00,Asane,Aalesund,3.4,3.6,2.12,2.2,4.0,4.3,2.54,2.8,1.56,1.65,1.62,1.64,2.56,2.6,19.0,24.0,13.0,980.0,14.5,17.0,23.0,32.0,10.0,25.0,8.6,11.5,10.0,11.0,17.0,19.5,25.0,29.0,13.5,15.0,13.5,16.5,23.0,28.0,48.0,70.0,29.0,34.0,30.0,36.0,46.0,60.0,16.5,23.0,7.8,11.0,8.6,980.0,33495336,152573.0,3038746.0,58805.0,1.231818882,1.231818927,1.231818966,1.231818891,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
DENMARK - 1ST DIVISION,2024-08-20,14:00:00,Hvidovre IF,Hillerod,2.42,2.48,2.98,3.15,3.75,3.95,2.24,2.36,1.74,1.8,1.6,1.73,2.38,2.64,15.5,20.0,13.5,16.5,19.5,25.0,38.0,55.0,11.0,14.0,7.6,9.8,11.5,15.0,24.0,34.0,14.5,18.0,9.6,12.5,13.0,18.0,29.0,42.0,27.0,34.0,19.0,25.0,25.0,36.0,40.0,200.0,5.0,16.0,5.7,26.0,7.2,850.0,33507728,151007.0,12820384.0,58805.0,1.232002277,1.232002322,1.232002361,1.232002286,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - DIVISION 1,2024-08-20,15:30:00,Chrobry Glogow,S. Rzeszow,2.8,3.1,2.56,2.66,3.5,3.85,2.14,2.28,1.78,1.87,1.65,1.77,2.3,2.54,14.0,980.0,11.0,980.0,16.0,980.0,29.0,980.0,10.5,980.0,7.0,9.4,10.0,13.0,20.0,980.0,17.0,980.0,10.0,980.0,12.5,980.0,27.0,980.0,32.0,980.0,22.0,980.0,29.0,980.0,40.0,980.0,5.4,980.0,5.1,980.0,6.8,1000.0,33503398,5822815.0,5817456.0,58805.0,1.231935849,1.231935894,1.231935933,1.231935858,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
POLAND - DIVISION 1,2024-08-20,15:30:00,Warta Poznan,LKS Lodz,2.64,2.7,2.76,2.9,3.5,3.75,1.92,2.04,1.98,2.08,1.75,1.86,2.16,2.34,11.5,15.5,10.5,13.0,16.0,20.0,20.0,46.0,10.0,13.0,7.2,8.4,10.5,14.0,20.0,34.0,15.5,20.0,10.0,14.0,14.5,19.5,20.0,46.0,20.0,46.0,20.0,34.0,20.0,48.0,20.0,240.0,5.6,27.0,5.6,28.0,7.0,1000.0,33507939,3348521.0,1533911.0,58805.0,1.232007479,1.232007524,1.232007563,1.232007488,2.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
VENEZUELA - LIGA FUTVE,2024-08-20,16:00:00,Rayo Zuliano,Puerto Cabello,2.86,4.0,2.62,3.2,2.88,3.7,1.27,15.5,1.07,4.6,1.12,1000.0,1.12,1000.0,1.49,980.0,2.48,980.0,2.88,1000.0,2.9,1000.0,2.62,980.0,2.92,980.0,1.01,980.0,1.01,1000.0,2.82,1000.0,2.94,980.0,1.01,980.0,1.01,1000.0,2.98,1000.0,1.01,1000.0,1.01,1000.0,1.02,1000.0,1.55,1000.0,1.55,1000.0,1.02,1000.0,33509382,46783501.0,13442344.0,58805.0,1.232026796,1.232026841,1.23202688,1.232026805,3.0,2.0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
