League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
SOUTH KOREA - K LEAGUE 2,2024-07-08,07:30:00,Seongnam,Gyeongnam,2.74,2.88,2.76,2.92,3.35,3.55,1.87,1.93,2.08,2.16,1.81,1.88,2.14,2.24,11.0,13.0,10.0,11.5,16.0,20.0,38.0,1000.0,10.0,11.5,7.0,7.8,11.5,12.5,27.0,32.0,14.5,24.0,11.0,12.5,16.0,17.5,36.0,46.0,34.0,980.0,26.0,32.0,29.0,46.0,28.0,100.0,21.0,29.0,26.0,34.0,18.5,1000.0,33386541,12479164.0,5293481.0,58805.0,1.230319854,1.230319899,1.230319938,1.230319863,1.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-07-08,12:00:00,AC Oulu,SJK,3.6,3.7,2.14,2.18,3.8,3.85,2.18,2.22,1.82,1.84,1.69,1.76,2.32,2.44,15.0,16.5,10.5,11.5,13.0,14.5,23.0,26.0,14.5,16.0,8.0,8.6,10.0,11.0,19.0,21.0,24.0,27.0,13.5,15.0,15.0,16.0,29.0,32.0,32.0,65.0,34.0,38.0,40.0,46.0,65.0,80.0,30.0,34.0,12.0,13.5,55.0,980.0,33387054,396699.0,5418845.0,58805.0,1.230327409,1.230327454,1.230327493,1.230327418,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-07-08,14:00:00,Norrkoping,Djurgarden,4.6,4.8,1.83,1.85,4.0,4.2,2.24,2.3,1.77,1.8,1.75,1.79,2.28,2.34,16.5,18.0,9.8,10.5,11.0,12.0,18.0,20.0,17.0,19.5,8.6,9.4,9.6,10.0,16.0,17.5,32.0,36.0,16.0,18.0,16.0,18.0,27.0,30.0,70.0,110.0,46.0,55.0,48.0,60.0,36.0,90.0,46.0,65.0,9.0,10.5,55.0,980.0,33326516,30683.0,232104.0,58805.0,1.22965034,1.22965035,1.229650339,1.229650349,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
NORWAY - ELITESERIEN,2024-07-08,14:00:00,Kristiansund,Fredrikstad,4.2,4.3,2.0,2.04,3.7,3.75,2.04,2.06,1.95,1.97,1.8,1.85,2.16,2.26,13.0,14.5,9.0,9.6,11.0,12.5,21.0,24.0,14.0,16.0,7.6,8.2,9.6,10.5,18.0,23.0,28.0,30.0,15.5,17.0,17.0,18.5,32.0,36.0,34.0,90.0,38.0,50.0,48.0,60.0,70.0,100.0,28.0,50.0,12.5,13.5,17.5,980.0,33386093,2440424.0,168742.0,58805.0,1.230307487,1.230307497,1.230307486,1.230307496,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
NORWAY - ELITESERIEN,2024-07-08,14:00:00,Stromsgodset,Sandefjord,1.84,1.86,4.3,4.5,4.2,4.4,2.66,2.74,1.58,1.61,1.6,1.65,2.52,2.66,21.0,24.0,20.0,23.0,32.0,38.0,55.0,85.0,12.5,13.5,9.6,10.5,16.0,17.5,40.0,46.0,12.5,14.0,9.6,10.5,15.0,17.5,38.0,48.0,18.5,21.0,15.0,16.0,23.0,25.0,48.0,65.0,7.4,7.8,21.0,32.0,85.0,440.0,33391394,31319.0,199646.0,58805.0,1.230378707,1.230378752,1.230378792,1.230378716,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-07-08,14:00:00,Vasteras SK,Hacken,2.96,3.0,2.38,2.4,4.0,4.1,2.78,2.86,1.54,1.56,1.56,1.57,2.76,2.8,21.0,25.0,16.0,17.5,18.0,19.5,30.0,34.0,17.5,22.0,9.0,10.5,11.0,12.5,19.5,23.0,22.0,24.0,12.5,14.0,13.0,14.0,24.0,29.0,40.0,46.0,24.0,27.0,27.0,32.0,42.0,55.0,14.5,16.0,10.0,13.5,15.5,390.0,33333399,4638399.0,30681.0,58805.0,1.230483797,1.2304838,1.230483844,1.230483845,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
BRAZIL - SERIE B,2024-07-08,20:00:00,Avai,Novorizontino,2.1,2.12,5.0,5.1,3.05,3.1,1.49,1.51,2.94,3.05,2.34,2.5,1.67,1.75,7.0,7.6,10.5,14.5,28.0,32.0,12.5,140.0,5.8,6.4,6.8,7.2,20.0,22.0,80.0,100.0,9.8,11.0,11.0,12.0,25.0,1000.0,12.5,140.0,23.0,25.0,28.0,32.0,50.0,980.0,170.0,980.0,30.0,40.0,13.0,170.0,14.5,1000.0,33386263,3859186.0,9173038.0,58805.0,1.230314582,1.230314592,1.230314581,1.230314591,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BRAZIL - SERIE B,2024-07-08,21:00:00,Amazonas,Vila Nova FC,2.32,2.36,3.75,3.9,3.2,3.3,1.6,1.64,2.56,2.68,2.14,2.28,1.78,1.87,8.2,8.8,10.0,11.0,22.0,27.0,13.0,95.0,6.6,7.4,6.8,7.2,15.0,17.5,50.0,980.0,11.0,13.0,11.0,12.0,21.0,25.0,13.0,980.0,26.0,32.0,26.0,32.0,48.0,65.0,14.0,980.0,24.0,32.0,13.0,85.0,8.6,1000.0,33386268,27728928.0,376829.0,58805.0,1.230314258,1.230314268,1.230314257,1.230314267,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 2,2024-08-31,07:30:00,Anyang,Cheonan City,1.68,1.75,5.5,6.4,3.9,4.5,1.98,2.06,1.94,2.04,1.9,2.02,1.99,2.1,11.0,18.0,13.5,23.0,5.6,55.0,5.8,1000.0,7.4,32.0,7.6,14.0,15.0,26.0,5.6,85.0,7.8,12.0,8.8,11.5,15.0,26.0,5.6,90.0,13.0,21.0,13.5,70.0,5.8,44.0,5.8,150.0,3.85,11.0,5.6,100.0,6.0,1000.0,33528439,7564870.0,14164093.0,58805.0,1.232303906,1.232303951,1.23230399,1.232303915,3.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
FINLAND - VEIKKAUSLIIGA,2024-09-30,12:00:00,Inter Turku,Lahti,1.65,1.67,5.5,5.8,4.5,4.7,2.36,2.44,1.7,1.73,1.76,1.82,2.22,2.32,17.5,20.0,21.0,23.0,36.0,48.0,40.0,150.0,9.6,10.5,9.4,10.0,19.5,21.0,30.0,70.0,10.0,11.0,9.2,9.4,17.5,19.5,50.0,65.0,14.0,16.0,14.5,15.5,26.0,30.0,55.0,90.0,7.2,7.6,34.0,70.0,29.0,730.0,33625589,139505.0,139506.0,58805.0,1.233508178,1.233508223,1.233508262,1.233508187,3.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
