League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
CHINA - SUPER LEAGUE,2024-05-17,08:00:00,Zhejiang Professional,Nantong Zhiyun,1.4,1.48,7.2,9.0,5.0,5.9,2.52,2.82,1.55,1.65,1.8,1.92,2.08,2.26,19.0,26.0,6.2,34.0,7.0,75.0,7.4,250.0,9.4,11.5,11.0,14.0,6.2,32.0,7.2,100.0,9.0,11.5,8.8,11.0,5.9,25.0,7.0,90.0,11.5,14.5,12.0,15.5,6.2,32.0,7.2,110.0,3.3,5.8,7.2,100.0,7.6,1000.0,33269492,23257633.0,13107045.0,58805.0,1.22889361,1.22889362,1.228893609,1.228893619,5.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-17,08:35:00,Cangzhou,Tianjin Jinmen Tiger,4.0,4.5,1.84,2.0,3.95,4.4,2.22,2.52,1.66,1.82,1.66,1.77,2.3,2.52,14.5,24.0,10.0,14.0,11.0,15.5,4.0,25.0,14.0,24.0,8.4,10.0,9.0,12.5,3.9,22.0,4.2,42.0,14.5,21.0,13.5,21.0,4.2,36.0,4.5,100.0,4.3,55.0,4.4,60.0,4.5,95.0,4.3,46.0,3.4,12.5,4.7,1000.0,33267533,50443413.0,50443178.0,58805.0,1.228851101,1.228851111,1.2288511,1.22885111,2.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-17,08:35:00,Meizhou Hakka,Chengdu Rongcheng,4.9,5.6,1.71,1.84,3.85,4.4,2.0,2.18,1.86,2.0,1.76,2.02,1.99,2.32,13.0,17.5,8.2,9.8,9.0,12.0,15.0,20.0,15.5,21.0,8.0,9.8,8.8,11.5,14.5,19.5,6.4,44.0,16.0,22.0,16.0,22.0,6.2,38.0,7.2,1000.0,6.8,70.0,6.8,75.0,7.0,1000.0,2.6,75.0,4.5,11.0,7.4,1000.0,33269564,11079690.0,50443280.0,58805.0,1.228893394,1.228893404,1.228893393,1.228893403,1.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-17,08:35:00,Henan Songshan Longmen,Wuhan Three Towns,2.06,2.5,3.15,4.0,3.55,4.2,2.04,2.44,1.7,1.97,1.62,1.85,2.18,2.62,12.5,21.0,11.5,19.5,19.0,32.0,4.1,75.0,9.6,14.0,7.4,11.0,11.0,18.0,3.95,46.0,12.0,18.0,9.0,13.5,3.55,21.0,4.0,55.0,21.0,34.0,15.5,26.0,3.9,40.0,4.1,100.0,3.4,16.5,3.85,38.0,4.3,1000.0,33265380,50443412.0,23228754.0,58805.0,1.2288094,1.22880941,1.228809399,1.228809409,2.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
CHINA - SUPER LEAGUE,2024-05-17,09:00:00,Changchun Yatai,Beijing Guoan,4.4,5.1,1.81,1.94,3.8,4.4,2.08,2.3,1.78,1.93,1.74,1.88,2.12,2.36,13.0,18.5,9.0,11.5,10.0,13.0,16.5,23.0,14.5,20.0,8.0,10.5,9.0,11.5,15.0,21.0,5.4,40.0,14.5,20.0,4.8,21.0,5.4,36.0,6.0,1000.0,5.7,60.0,5.8,65.0,6.0,1000.0,2.46,60.0,4.1,12.0,2.94,1000.0,33265442,2899297.0,2955487.0,58805.0,1.228809292,1.228809302,1.228809291,1.228809301,3.0,2.0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
BULGARIA - PARVA LIGA,2024-05-17,09:15:00,Pirin Blagoevgrad,Etar,1.38,1.45,8.6,14.5,4.4,5.5,1.7,1.95,2.04,2.44,2.44,2.96,1.51,1.7,10.0,15.0,4.2,32.0,4.7,1000.0,4.9,1000.0,5.2,6.6,3.65,14.0,4.5,55.0,4.8,1000.0,5.4,8.2,3.6,13.5,4.5,55.0,4.8,1000.0,8.6,13.5,4.0,23.0,4.6,80.0,4.8,1000.0,3.35,10.5,2.8,1000.0,2.82,1000.0,33267860,2504333.0,5112597.0,58805.0,1.228858198,1.228858243,1.228858282,1.228858207,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-05-17,12:00:00,HJK,VPS,1.89,1.92,4.4,4.6,3.85,3.95,2.12,2.16,1.87,1.89,1.8,1.85,2.18,2.26,14.0,15.5,15.5,17.5,30.0,34.0,36.0,95.0,9.2,9.8,8.0,8.8,16.5,18.0,44.0,55.0,10.5,12.0,9.4,10.5,17.0,18.5,50.0,60.0,18.5,21.0,17.0,19.0,30.0,34.0,36.0,95.0,10.5,11.5,42.0,55.0,20.0,960.0,33265882,6390.0,139511.0,58805.0,1.228817076,1.228817121,1.22881716,1.228817085,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
FINLAND - YKKONEN,2024-05-17,12:30:00,JJK Jyvaskyla,Atlantis,2.96,3.2,2.26,2.42,3.8,4.3,2.46,2.62,1.63,1.68,1.6,1.71,2.42,2.66,18.5,24.0,12.0,16.0,15.5,19.5,2.06,1000.0,15.0,18.5,7.8,10.5,9.6,40.0,17.5,1000.0,20.0,27.0,10.5,15.0,11.5,17.5,23.0,1000.0,2.46,1000.0,23.0,32.0,27.0,1000.0,42.0,200.0,1.89,22.0,2.06,13.0,2.44,850.0,33278723,799035.0,174384.0,58805.0,1.2290094,1.229009445,1.229009484,1.229009409,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
CROATIA - HNL,2024-05-17,13:00:00,Istra 1961,Varazdin,2.2,2.3,3.9,4.2,3.1,3.35,1.74,1.78,2.28,2.34,1.97,2.12,1.89,2.04,8.2,11.0,5.0,13.5,6.2,29.0,7.2,90.0,7.0,8.6,6.4,8.0,5.4,17.5,7.0,60.0,5.3,14.5,9.6,12.0,17.0,23.0,7.2,80.0,6.2,32.0,6.2,32.0,6.8,55.0,7.4,1000.0,6.0,26.0,7.0,75.0,7.8,1000.0,33268383,3991406.0,5611653.0,58805.0,1.228867557,1.228867602,1.228867641,1.228867566,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-05-17,13:00:00,SJK,Inter Turku,2.44,2.46,3.05,3.1,3.7,3.8,2.26,2.3,1.77,1.79,1.64,1.72,2.4,2.58,15.0,18.0,13.5,15.5,20.0,23.0,42.0,55.0,12.0,13.0,8.0,8.6,12.0,13.5,28.0,32.0,15.5,17.0,10.5,11.5,14.5,16.5,34.0,40.0,29.0,34.0,21.0,24.0,29.0,34.0,55.0,75.0,13.5,15.5,20.0,23.0,15.5,610.0,33270874,5418845.0,139505.0,58805.0,1.228912674,1.228912719,1.228912758,1.228912683,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
