League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
CHINA - SUPER LEAGUE,2024-05-01,04:30:00,Changchun Yatai,Shenzhen Xinpengcheng,2.44,2.62,2.8,3.1,3.5,3.85,2.04,2.3,1.78,1.97,1.67,1.81,2.22,2.5,12.5,17.5,11.5,16.0,17.0,25.0,5.0,980.0,10.0,15.5,7.4,8.8,10.5,15.0,5.0,36.0,14.5,19.0,10.0,14.5,14.5,18.5,5.1,48.0,5.1,40.0,21.0,32.0,5.0,46.0,5.1,980.0,4.3,23.0,4.5,29.0,5.3,1000.0,33230752,2899297.0,17714225.0,58805.0,1.22823551,1.228235555,1.228235594,1.228235519,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
AUSTRALIA - A-LEAGUE,2024-05-01,06:00:00,Central Coast Mariners,Adelaide United,1.66,1.67,5.2,5.4,4.7,4.9,3.45,3.6,1.38,1.41,1.46,1.5,3.0,3.15,32.0,38.0,34.0,38.0,48.0,55.0,40.0,120.0,16.5,18.0,12.0,13.0,20.0,22.0,44.0,48.0,14.5,15.0,10.0,11.0,14.5,15.5,38.0,42.0,18.5,19.5,13.5,14.5,19.0,20.0,36.0,46.0,4.7,4.9,23.0,27.0,70.0,980.0,33229027,1205126.0,571273.0,58805.0,1.228227045,1.228227049,1.228227124,1.228227046,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-01,07:00:00,Qingdao Hainiu,Shanghai Port,10.0,11.5,1.39,1.41,5.1,5.6,2.28,2.58,1.63,1.79,1.94,2.14,1.88,2.08,17.5,22.0,8.4,9.8,7.8,9.0,10.0,12.5,30.0,38.0,11.0,12.5,9.4,10.0,12.5,14.5,10.5,95.0,30.0,38.0,22.0,28.0,27.0,38.0,11.5,450.0,11.0,980.0,11.5,150.0,11.0,170.0,11.0,980.0,4.2,5.7,12.0,1000.0,33230753,9909548.0,51006167.0,58805.0,1.22823542,1.228235465,1.228235504,1.228235429,0.0,5.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-05-01,07:00:00,Jeju Utd,Gwangju FC,2.8,2.98,2.78,2.94,3.2,3.4,1.7,1.77,2.26,2.44,1.96,2.04,1.97,2.06,9.4,10.5,8.8,10.0,16.0,18.0,9.2,48.0,8.8,10.0,6.6,7.6,12.0,13.5,29.0,38.0,15.5,18.0,12.0,13.5,18.0,22.0,10.0,60.0,10.0,50.0,26.0,40.0,9.8,65.0,10.5,980.0,8.8,40.0,8.8,40.0,11.0,1000.0,33230651,5342583.0,5348611.0,58805.0,1.228233885,1.22823393,1.228233969,1.228233894,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-05-01,07:00:00,Gangwon,Pohang,2.98,3.25,2.7,2.88,3.05,3.25,1.58,1.68,2.48,2.74,2.06,2.18,1.85,1.95,7.8,11.0,8.0,10.5,13.5,20.0,4.5,55.0,8.6,11.5,6.2,8.6,11.0,16.0,4.6,46.0,16.0,23.0,12.5,17.5,19.5,27.0,4.3,80.0,4.3,65.0,4.3,55.0,4.3,85.0,4.4,980.0,4.2,60.0,4.1,48.0,4.5,1000.0,33230412,5348606.0,1363823.0,58805.0,1.228231522,1.228231567,1.228231606,1.228231531,2.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-05-01,07:00:00,Daegu,Ulsan HD,3.95,4.3,1.98,2.06,3.6,3.95,1.93,2.1,1.92,2.08,1.82,1.93,2.08,2.22,12.0,14.5,8.2,9.8,11.0,12.5,20.0,24.0,13.5,17.0,7.4,8.8,9.4,11.5,18.5,22.0,24.0,34.0,15.0,17.0,16.0,20.0,29.0,42.0,8.6,90.0,9.0,55.0,8.4,65.0,8.8,120.0,8.2,60.0,5.9,15.5,9.4,1000.0,33234027,13712494.0,5352229.0,58805.0,1.228305522,1.228305567,1.228305606,1.228305531,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-05-01,08:30:00,Levadia,Paide,1.32,1.8,3.45,980.0,3.05,12.0,1.34,3.0,1.5,3.95,1.12,1000.0,1.12,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33235080,12562519.0,5407316.0,58805.0,1.228317265,1.22831731,1.228317349,1.228317274,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-01,08:35:00,Chengdu Rongcheng,Wuhan Three Towns,1.63,1.67,5.5,6.4,4.1,4.5,2.16,2.46,1.69,1.87,1.77,1.89,2.12,2.3,15.5,19.5,20.0,30.0,40.0,980.0,13.0,200.0,9.0,10.5,8.8,9.8,19.5,23.0,48.0,95.0,9.2,11.0,9.2,9.6,17.5,21.0,48.0,90.0,14.5,17.0,14.0,17.0,26.0,32.0,12.5,120.0,5.5,8.4,12.0,85.0,14.0,1000.0,33230780,50443280.0,23228754.0,58805.0,1.22823533,1.228235375,1.228235414,1.228235339,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-05-01,09:00:00,Shanghai Shenhua,Cangzhou,1.21,1.23,16.5,20.0,7.8,8.4,2.58,2.94,1.51,1.64,2.22,2.46,1.69,1.81,5.0,34.0,5.3,980.0,5.6,980.0,5.7,1000.0,8.6,10.5,14.5,21.0,5.3,980.0,5.6,980.0,6.8,9.2,10.0,14.0,5.2,48.0,5.6,980.0,7.8,11.0,12.0,17.0,5.2,55.0,5.6,980.0,2.44,4.2,6.2,980.0,5.8,1000.0,33228834,1550828.0,50443413.0,58805.0,1.228201378,1.228201423,1.228201462,1.228201387,4.0,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-05-01,11:00:00,Radnicki Nis,Vozdovac,1.86,1.98,4.2,5.2,3.35,4.0,2.0,2.12,1.89,2.0,1.84,2.04,1.97,2.18,10.5,15.0,5.2,17.5,6.2,36.0,7.0,1000.0,7.8,9.6,7.2,9.4,5.4,19.5,6.6,65.0,9.6,12.5,9.0,11.5,5.6,22.0,6.6,70.0,5.6,23.0,5.6,23.0,6.2,40.0,7.0,1000.0,4.9,14.5,4.9,75.0,4.1,1000.0,33235291,6555084.0,2020583.0,58805.0,1.228320078,1.228320123,1.228320162,1.228320087,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
