League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
SOUTH KOREA - K LEAGUE 1,2024-05-28,07:30:00,Gimcheon Sangmu,Seoul,2.3,2.4,3.3,3.55,3.4,3.65,1.88,2.04,1.96,2.14,1.79,1.95,2.06,2.28,10.0,14.5,11.0,14.0,19.5,26.0,7.4,75.0,8.2,10.0,7.0,8.0,13.0,16.0,7.0,48.0,12.5,15.0,9.8,12.0,15.5,19.5,7.2,65.0,21.0,36.0,22.0,29.0,7.0,50.0,7.8,130.0,5.9,21.0,6.8,42.0,8.2,1000.0,33303772,41053763.0,2479786.0,58805.0,1.229353239,1.229353284,1.229353323,1.229353248,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-05-28,12:00:00,Kuressaare,Parnu JK Vaprus,2.26,2.64,2.84,3.45,3.3,4.4,2.02,2.26,1.8,1.97,1.68,1.81,1.83,3.95,1.62,18.0,1.6,15.5,1.46,24.0,1.33,1000.0,1.57,13.0,2.86,8.8,2.16,15.0,6.6,1000.0,1.62,18.0,5.0,12.5,1.78,1000.0,1.33,1000.0,1.41,1000.0,6.2,1000.0,6.6,1000.0,7.6,1000.0,1.33,17.5,1.33,1000.0,2.4,1000.0,33306937,5407305.0,12395256.0,58805.0,1.229407038,1.229407083,1.229407122,1.229407047,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-05-28,14:00:00,Malmo FF,Elfsborg,1.51,1.52,7.2,7.6,4.9,5.0,2.46,2.52,1.66,1.68,1.79,1.84,2.2,2.26,20.0,22.0,26.0,28.0,44.0,65.0,20.0,250.0,9.2,10.0,10.0,11.0,24.0,26.0,19.0,90.0,9.4,10.0,9.0,9.4,19.5,21.0,70.0,80.0,12.5,13.5,14.0,14.5,28.0,30.0,95.0,110.0,6.0,6.6,75.0,95.0,230.0,980.0,33292118,174383.0,30684.0,58805.0,1.229202575,1.22920262,1.229202659,1.229202584,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SWEDEN - SUPERETTAN,2024-05-28,14:00:00,Degerfors,Varberg,1.63,1.65,5.8,6.4,4.3,4.6,2.4,2.46,1.68,1.72,1.75,1.85,2.18,2.34,17.5,21.0,21.0,25.0,42.0,50.0,42.0,150.0,9.8,11.0,9.4,10.5,20.0,22.0,55.0,70.0,9.8,11.0,9.2,10.0,17.5,19.5,50.0,70.0,14.0,16.0,14.0,16.0,26.0,30.0,65.0,90.0,6.4,7.4,60.0,70.0,100.0,980.0,33291379,784612.0,6225055.0,58805.0,1.229194626,1.229194671,1.22919471,1.229194635,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
NORWAY - OBOS-LIGAEN,2024-05-28,14:00:00,Start,Sogndal,2.7,2.82,2.66,2.76,3.65,3.75,2.12,2.22,1.82,1.89,1.67,1.75,2.34,2.5,15.0,17.0,12.0,14.0,16.5,19.0,34.0,42.0,11.5,13.5,7.8,8.6,11.0,12.0,24.0,28.0,17.0,19.5,11.0,12.5,14.5,16.0,32.0,38.0,36.0,44.0,24.0,980.0,30.0,38.0,48.0,75.0,16.0,20.0,15.0,21.0,16.5,1000.0,33304297,774893.0,31322.0,58805.0,1.229360008,1.229360053,1.229360092,1.229360017,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ITALY - SERIE C,2024-05-28,16:00:00,Avellino,L.R. Vicenza,2.3,2.82,3.1,4.3,2.98,3.65,1.43,1.55,2.72,3.45,2.2,2.58,1.64,1.83,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.55,1000.0,1.01,1000.0,1.01,1000.0,33307450,20530702.0,19857199.0,58805.0,1.229413253,1.229413298,1.229413337,1.229413262,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-05-28,16:00:00,Carrarese,Benevento,2.28,2.46,3.35,4.2,3.05,3.5,1.56,1.65,2.4,2.8,2.12,2.4,1.72,1.9,6.6,980.0,2.58,980.0,1.55,980.0,1.49,1000.0,6.2,980.0,5.9,980.0,5.3,980.0,1.49,1000.0,4.9,980.0,4.8,980.0,2.62,980.0,1.48,1000.0,1.86,980.0,1.64,980.0,1.48,1000.0,12.0,1000.0,1.55,980.0,1.55,1000.0,7.6,1000.0,33307451,5727549.0,522054.0,58805.0,1.229413159,1.229413204,1.229413243,1.229413168,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
BRAZIL - SERIE B,2024-05-28,19:00:00,Amazonas,Mirassol,3.4,3.45,2.56,2.6,3.1,3.2,1.53,1.59,2.68,2.86,2.14,2.26,1.8,1.88,7.6,8.4,7.2,8.0,13.0,14.5,34.0,980.0,8.8,12.0,6.6,6.8,11.5,13.0,32.0,38.0,19.5,21.0,14.0,15.5,22.0,25.0,12.5,70.0,46.0,70.0,40.0,55.0,65.0,85.0,14.5,190.0,42.0,75.0,11.0,42.0,16.0,1000.0,33289196,27728928.0,2760854.0,58805.0,1.229158108,1.229158153,1.229158192,1.229158117,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-09-13,07:30:00,Gwangju FC,Pohang,2.4,2.46,3.2,3.35,3.5,3.65,1.91,1.95,2.04,2.1,1.83,1.91,2.1,2.22,11.5,13.0,11.0,12.5,19.0,22.0,29.0,60.0,9.2,10.5,7.2,7.8,12.5,14.0,32.0,38.0,13.5,15.0,10.5,11.5,16.5,19.0,28.0,55.0,29.0,34.0,24.0,27.0,34.0,46.0,55.0,120.0,15.0,21.0,28.0,40.0,15.0,1000.0,33548936,5348611.0,1363823.0,58805.0,1.232587533,1.232587578,1.232587617,1.232587542,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-09-18,11:30:00,Kalju,Nomme Utd,1.19,1.21,11.5,21.0,7.2,12.5,1.35,10.5,1.36,1.5,1.92,2.24,1.8,2.1,1.12,980.0,1.13,980.0,1.13,1000.0,1.13,1000.0,1.04,980.0,1.13,980.0,1.13,980.0,1.13,1000.0,1.12,1000.0,1.12,980.0,1.12,980.0,1.13,1000.0,1.12,1000.0,1.12,1000.0,1.12,1000.0,80.0,1000.0,1.09,980.0,1.55,1000.0,1.13,1000.0,33596650,4007449.0,10443529.0,58805.0,1.233139891,1.233139936,1.233139975,1.2331399,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
