League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
ARMENIA - PREMIER LEAGUE,2024-10-07,10:00:00,BKMA,Alashkert,4.4,5.2,1.78,1.89,3.9,4.5,1.94,2.06,1.95,2.06,1.86,2.02,1.98,2.18,11.5,18.5,7.6,11.0,8.8,13.0,15.0,23.0,13.5,20.0,7.6,10.0,8.8,12.5,4.3,23.0,4.8,42.0,4.4,23.0,4.5,980.0,4.7,44.0,4.8,130.0,4.6,75.0,4.7,80.0,4.8,150.0,4.7,220.0,3.55,12.5,5.0,1000.0,33659823,25763207.0,9686394.0,58805.0,1.233998955,1.233999,1.233999039,1.233998964,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-10-07,13:00:00,Smederevo,FK Indjija,2.06,3.2,2.66,6.8,2.62,4.1,1.4,9.4,1.12,3.5,2.08,2.48,1.67,1.92,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.55,1000.0,1.03,1000.0,33667211,15434416.0,4835211.0,58805.0,1.234108882,1.234108927,1.234108966,1.234108891,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
DENMARK - 1ST DIVISION,2024-10-07,14:00:00,Hvidovre IF,Kolding IF,2.38,2.48,3.35,3.6,3.25,3.4,1.75,1.77,2.28,2.32,1.9,2.0,2.0,2.12,8.6,11.0,10.0,980.0,14.5,22.0,13.0,65.0,8.4,9.6,5.8,7.4,13.0,980.0,26.0,60.0,12.0,14.0,10.5,13.0,18.5,980.0,15.0,65.0,11.0,55.0,24.0,40.0,28.0,48.0,28.0,240.0,23.0,29.0,22.0,50.0,11.0,1000.0,33647419,151007.0,151010.0,58805.0,1.233825817,1.233825862,1.233825901,1.233825826,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ROMANIA - LIGA 2,2024-10-07,14:00:00,Csikszereda M. Ciuc,CSM Focsani,1.31,1.35,4.8,18.0,4.8,32.0,2.06,2.24,1.81,1.95,1.82,1000.0,1.37,2.22,1.2,980.0,2.52,980.0,2.54,1000.0,2.54,1000.0,1.18,980.0,1.26,980.0,2.52,980.0,4.2,1000.0,1.27,7.6,1.26,980.0,1.15,980.0,4.2,1000.0,1.18,1000.0,1.18,18.5,1.16,50.0,1.37,1000.0,1.17,55.0,4.2,1000.0,1.37,1000.0,33650864,8886239.0,15289429.0,58805.0,1.233863627,1.233863672,1.233863711,1.233863636,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-10-07,15:30:00,FeralpiSalo,AlbinoLeffe,1.96,2.08,4.5,5.1,3.25,3.6,1.6,1.7,2.42,2.7,2.12,2.32,1.76,1.9,8.0,12.0,10.0,14.0,4.8,40.0,5.3,150.0,5.9,7.8,6.6,8.6,14.5,22.0,5.2,95.0,8.8,12.0,9.0,12.0,5.0,980.0,5.2,120.0,4.6,28.0,4.7,32.0,5.1,75.0,5.4,270.0,4.5,60.0,5.3,260.0,5.5,1000.0,33652889,4893595.0,201255.0,58805.0,1.233896623,1.233896668,1.233896707,1.233896632,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
ITALY - SERIE C,2024-10-07,15:30:00,Crotone,Avellino,2.36,2.5,3.25,3.55,3.35,3.45,1.69,1.8,2.24,2.46,1.93,2.1,1.9,2.08,10.0,12.0,9.6,11.0,18.0,24.0,32.0,65.0,7.8,8.8,7.0,8.2,13.0,15.0,10.5,46.0,11.0,14.0,10.0,12.0,19.5,1000.0,11.0,65.0,13.0,34.0,9.6,30.0,10.5,1000.0,12.5,150.0,9.6,32.0,11.0,55.0,14.0,1000.0,33653243,60300.0,20530702.0,58805.0,1.233898938,1.233898983,1.233899022,1.233898947,0.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
ENGLAND - LEAGUE TWO,2024-10-07,16:00:00,Bradford City,Newport,1.52,1.53,6.8,7.4,4.9,5.0,2.4,2.46,1.68,1.71,1.84,1.9,2.12,2.2,19.0,22.0,26.0,29.0,13.5,60.0,19.5,240.0,9.4,10.5,10.0,12.0,23.0,27.0,70.0,85.0,9.2,10.0,9.6,10.5,20.0,22.0,12.0,80.0,13.0,14.0,13.5,14.5,26.0,30.0,80.0,110.0,6.0,6.4,70.0,95.0,320.0,1000.0,33639625,48444.0,62623.0,58805.0,1.233688516,1.233688526,1.233688515,1.233688525,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
ECUADOR - LIGA PRO,2024-10-07,17:30:00,Macara,Delfin,1.93,1.98,4.9,5.3,3.35,3.5,1.73,1.79,2.28,2.36,2.0,2.18,1.86,2.0,9.6,11.5,13.5,15.0,30.0,38.0,12.5,130.0,6.8,7.8,7.0,7.8,18.0,20.0,55.0,80.0,9.4,10.5,9.6,10.5,22.0,29.0,15.5,90.0,19.0,21.0,20.0,24.0,42.0,48.0,12.5,170.0,15.0,18.5,12.5,100.0,14.5,1000.0,33647867,6161547.0,10778437.0,58805.0,1.233826053,1.233826098,1.233826137,1.233826062,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
COLOMBIA - PRIMERA A,2024-10-07,20:00:00,Fortaleza,Jaguares de Cordoba,1.62,1.64,7.8,8.2,3.8,3.95,1.65,1.7,2.44,2.52,2.32,2.52,1.66,1.76,9.0,10.5,14.0,18.5,46.0,60.0,12.5,300.0,5.7,6.2,8.0,8.8,26.0,32.0,13.5,160.0,7.4,8.4,9.6,11.0,15.5,34.0,15.5,180.0,13.0,130.0,18.0,22.0,34.0,60.0,12.0,270.0,7.8,14.0,12.0,290.0,7.2,1000.0,33654411,8220578.0,7055314.0,58805.0,1.23391098,1.233911025,1.233911064,1.233910989,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
CHILE - PRIMERA DIVISION,2024-10-07,20:00:00,Cobreloa,Copiapo,2.24,2.28,3.4,3.5,3.65,3.75,2.18,2.24,1.81,1.85,1.68,1.73,2.38,2.48,15.0,18.0,13.5,15.5,22.0,25.0,46.0,70.0,10.5,12.0,7.8,8.6,13.0,14.0,32.0,36.0,13.5,15.0,10.0,11.0,14.0,16.0,36.0,42.0,25.0,30.0,20.0,23.0,28.0,34.0,60.0,1000.0,13.5,14.5,25.0,32.0,16.5,690.0,33647803,5913012.0,5663001.0,58805.0,1.233825349,1.233825394,1.233825433,1.233825358,4.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
BRAZIL - SERIE B,2024-10-07,21:00:00,Goias,Santos,3.05,3.1,2.72,2.76,3.2,3.25,1.48,1.54,2.88,3.1,2.3,2.44,1.69,1.77,8.0,11.5,7.0,9.6,13.5,15.5,38.0,44.0,6.6,8.4,6.8,7.2,12.0,13.5,38.0,44.0,17.0,20.0,13.0,15.0,23.0,25.0,65.0,80.0,48.0,110.0,42.0,55.0,9.0,90.0,9.4,220.0,80.0,1000.0,8.8,1000.0,10.0,1000.0,33647824,198131.0,198127.0,58805.0,1.233825784,1.233825794,1.233825783,1.233825793,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
