League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
URUGUAY - PRIMERA DIVISION,2024-04-15,18:00:00,Wanderers,Liverpool M.,3.85,4.2,2.12,2.22,3.3,3.5,1.74,1.8,2.26,2.34,1.92,2.06,1.95,2.08,9.4,12.5,7.6,8.8,10.5,14.0,21.0,34.0,11.0,14.5,6.8,8.0,9.8,12.5,21.0,32.0,21.0,34.0,14.0,20.0,17.5,25.0,6.0,980.0,6.2,980.0,6.0,980.0,6.2,980.0,6.4,980.0,5.8,980.0,5.0,22.0,6.6,1000.0,33177173,2794560.0,5789820.0,58805.0,1.227351386,1.227351431,1.22735147,1.227351395,2.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
URUGUAY - PRIMERA DIVISION,2024-04-15,20:30:00,Miramar,Nacional,6.6,7.4,1.64,1.67,3.8,4.1,1.71,1.76,2.32,2.42,2.22,2.32,1.75,1.81,9.2,12.5,5.7,7.0,7.2,980.0,13.0,980.0,4.9,980.0,7.6,980.0,4.1,13.0,5.3,980.0,5.4,980.0,5.0,980.0,5.4,980.0,5.4,980.0,5.7,980.0,5.6,980.0,5.7,980.0,5.7,980.0,5.7,980.0,4.3,980.0,5.9,1000.0,33177180,5300627.0,504780.0,58805.0,1.227351566,1.227351611,1.22735165,1.227351575,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
AUSTRALIA - A-LEAGUE,2024-04-16,06:00:00,Western United,Adelaide United,2.56,2.64,2.5,2.6,4.5,4.6,3.5,3.8,1.36,1.4,1.38,1.41,3.4,3.6,34.0,40.0,22.0,25.0,23.0,27.0,38.0,40.0,22.0,26.0,11.0,12.5,12.5,13.5,19.5,22.0,24.0,27.0,12.5,13.5,12.5,13.5,21.0,24.0,38.0,42.0,20.0,22.0,21.0,24.0,36.0,40.0,8.6,9.8,8.2,9.6,15.0,180.0,33189104,24301731.0,571273.0,58805.0,1.227633117,1.227633121,1.227633196,1.227633118,3.0,3.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-04-16,13:00:00,Tallinna Kalev,Levadia,4.3,480.0,1.04,1.3,4.3,330.0,1.2,1000.0,1.03,6.4,1.12,20.0,1.12,20.0,1.47,1000.0,2.78,1000.0,2.7,1000.0,3.85,1000.0,2.94,1000.0,3.3,1000.0,5.4,1000.0,8.4,1000.0,3.6,1000.0,3.65,1000.0,7.6,1000.0,7.4,1000.0,3.35,1000.0,5.5,1000.0,5.6,1000.0,16.5,1000.0,1.55,1000.0,1.01,1000.0,15.0,1000.0,33195153,5924203.0,12562519.0,58805.0,1.227651761,1.227651807,1.227651851,1.227651771,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
NORWAY - ELITESERIEN,2024-04-16,14:00:00,KFUM Oslo,Stromsgodset,2.82,3.1,2.48,2.66,3.5,3.75,1.95,2.14,1.87,2.06,1.72,1.87,2.16,2.4,12.5,15.0,9.6,11.5,13.5,21.0,6.2,44.0,11.0,13.0,7.0,8.6,10.5,12.5,21.0,34.0,16.5,25.0,11.5,13.5,15.0,19.5,6.4,48.0,6.4,60.0,23.0,40.0,6.4,55.0,6.6,110.0,5.7,30.0,5.4,23.0,7.0,940.0,33181040,14136987.0,31319.0,58805.0,1.227410772,1.227410817,1.227410856,1.227410781,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
SWEDEN - SUPERETTAN,2024-04-16,14:00:00,Oster,Orebro,1.56,1.59,6.2,7.0,4.4,4.8,2.1,2.38,1.72,1.91,1.87,2.0,2.0,2.16,16.0,18.5,21.0,24.0,10.5,70.0,12.0,220.0,8.2,9.2,9.4,10.5,21.0,26.0,11.5,110.0,8.6,9.8,8.8,10.0,20.0,23.0,11.5,110.0,13.0,15.0,14.0,16.0,28.0,34.0,12.0,150.0,4.8,7.8,11.5,120.0,13.0,1000.0,33181621,780885.0,42617.0,58805.0,1.227422436,1.227422481,1.22742252,1.227422445,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ENGLAND - LEAGUE TWO,2024-04-16,15:45:00,Mansfield,Accrington,1.36,1.37,9.8,11.0,6.0,6.2,2.82,3.1,1.47,1.55,1.78,1.88,2.14,2.28,15.0,55.0,38.0,100.0,14.5,140.0,7.8,390.0,10.5,30.0,11.5,14.0,30.0,36.0,15.0,130.0,8.0,10.5,9.6,10.5,21.0,980.0,14.5,120.0,10.5,12.0,11.5,13.0,22.0,44.0,26.0,130.0,3.8,4.4,8.2,120.0,9.0,1000.0,33186709,69716.0,422179.0,58805.0,1.227497718,1.227497763,1.227497802,1.227497727,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ENGLAND - LEAGUE ONE,2024-04-16,15:45:00,Burton,Cheltenham,2.58,2.62,3.1,3.15,3.4,3.5,1.7,1.77,2.3,2.44,1.93,2.06,1.96,2.08,9.6,11.0,9.8,13.0,18.0,20.0,13.5,55.0,8.6,9.4,6.8,7.4,12.0,14.0,34.0,48.0,14.0,15.5,11.0,12.5,17.5,21.0,13.5,60.0,32.0,38.0,25.0,32.0,13.0,55.0,15.5,130.0,25.0,38.0,10.5,50.0,12.5,1000.0,33186547,28592.0,18559.0,58805.0,1.227495804,1.227495814,1.227495803,1.227495813,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ENGLAND - LEAGUE ONE,2024-04-16,15:45:00,Peterborough,Fleetwood,1.5,1.52,7.2,7.8,4.9,5.1,2.58,2.88,1.53,1.62,1.74,1.84,2.18,2.36,22.0,26.0,28.0,32.0,14.0,70.0,9.8,200.0,11.0,12.5,10.5,12.0,24.0,27.0,14.5,85.0,9.6,11.0,9.2,10.0,18.0,21.0,14.5,75.0,12.5,22.0,12.5,14.5,23.0,28.0,26.0,90.0,4.7,5.6,13.5,70.0,10.0,1000.0,33186647,18563.0,3396710.0,58805.0,1.227496564,1.227496574,1.227496563,1.227496573,4.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
ENGLAND - LEAGUE ONE,2024-04-16,15:45:00,Oxford Utd,Lincoln,2.08,2.12,3.85,3.95,3.65,3.75,1.88,2.04,1.97,2.16,1.85,1.97,2.04,2.18,11.0,15.5,11.5,17.0,21.0,34.0,4.3,95.0,8.2,11.5,7.2,9.8,13.5,19.5,4.1,60.0,10.0,15.5,9.2,13.5,16.5,24.0,4.2,75.0,3.8,28.0,19.5,28.0,4.1,50.0,4.3,140.0,3.7,21.0,4.2,65.0,4.5,1000.0,33186594,256171.0,148737.0,58805.0,1.227495368,1.227495378,1.227495367,1.227495377,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
