League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
BULGARIA - PARVA LIGA,2024-04-08,11:00:00,Botev Vratsa,Krumovgrad,3.1,3.55,2.52,2.82,3.0,3.2,1.6,1.72,2.38,2.66,1.96,2.16,1.87,2.04,7.6,10.5,7.8,10.0,4.7,19.0,5.3,46.0,8.8,11.0,6.0,8.4,4.5,15.5,5.1,46.0,4.9,25.0,4.7,17.5,4.9,27.0,5.4,70.0,5.0,70.0,4.9,55.0,5.1,80.0,3.45,1000.0,2.38,60.0,2.34,48.0,3.5,1000.0,33154671,5618938.0,41731605.0,58805.0,1.226931715,1.22693176,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-04-08,11:00:00,IMT Novi Beograd,Napredak,2.16,2.4,3.5,4.1,3.15,3.65,1.72,1.88,2.14,2.38,1.89,2.08,1.94,2.14,3.85,13.5,8.6,15.5,4.4,32.0,2.88,90.0,7.8,11.0,6.4,9.0,4.3,19.5,3.8,60.0,4.1,16.5,3.95,14.0,4.3,25.0,2.84,1000.0,4.5,36.0,4.4,32.0,4.3,1000.0,2.92,1000.0,2.66,26.0,2.84,70.0,2.22,1000.0,33166291,17203916.0,2531444.0,58805.0,1.227142443,1.227142488,0.0,0.0,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-04-08,11:00:00,Tekstilac Odzaci,Mladost GAT,2.28,2.52,2.52,2.96,3.75,25.0,1.2,55.0,1.04,6.4,1.14,1000.0,1.14,1000.0,1.49,980.0,2.54,980.0,2.74,1000.0,2.9,1000.0,2.44,980.0,2.88,980.0,5.5,980.0,6.0,1000.0,3.7,1000.0,3.05,980.0,4.2,980.0,15.5,1000.0,3.45,1000.0,4.3,1000.0,5.8,1000.0,20.0,1000.0,1.01,1000.0,1.01,1000.0,1.1,1000.0,33173079,59056225.0,40492492.0,58805.0,1.227273715,1.22727376,1.227273799,1.227273724,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
POLAND - DIVISION 1,2024-04-08,13:00:00,Polonia Warszawa,R. Rzeszow,2.02,2.12,3.95,4.4,3.5,3.85,2.04,2.14,1.87,1.97,1.77,1.88,2.14,2.3,11.5,17.5,13.5,21.0,5.1,38.0,4.9,980.0,8.6,11.0,7.2,9.0,14.0,21.0,4.8,980.0,4.3,16.0,9.2,11.5,14.5,21.0,4.8,980.0,4.7,30.0,17.0,26.0,5.1,980.0,5.0,980.0,4.1,15.5,4.6,980.0,5.6,1000.0,33157727,10490469.0,5767794.0,58805.0,1.226995477,1.226995522,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-04-08,13:00:00,Dubocica,Metalac,2.0,2.52,3.95,8.2,2.58,4.0,1.28,1.57,2.74,4.5,1.14,9.4,1.14,8.2,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.55,1000.0,1.55,1000.0,1.1,1000.0,33173078,25173927.0,9541374.0,58805.0,1.227273807,1.227273852,1.227273891,1.227273816,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-04-08,13:30:00,Javor,Mladost,2.2,2.3,3.6,4.0,3.25,3.55,1.66,1.73,2.36,2.54,2.04,2.22,1.81,1.96,4.7,11.0,4.7,12.5,5.9,28.0,5.1,1000.0,4.1,8.4,6.2,14.0,5.2,17.5,6.6,65.0,4.9,14.0,4.6,12.0,5.9,27.0,5.1,1000.0,6.0,32.0,6.0,32.0,5.0,60.0,7.2,1000.0,3.25,28.0,2.54,1000.0,7.4,1000.0,33166302,13504616.0,2503610.0,58805.0,1.227142623,1.227142668,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-04-08,14:00:00,Varnamo,GAIS,2.3,2.36,3.25,3.35,3.65,3.7,2.1,2.18,1.85,1.9,1.71,1.76,2.32,2.42,14.0,15.5,13.0,14.5,20.0,24.0,48.0,55.0,10.5,12.0,7.6,8.2,12.5,13.5,30.0,36.0,14.0,16.0,10.0,11.0,15.0,17.0,38.0,44.0,27.0,32.0,21.0,24.0,30.0,36.0,80.0,85.0,14.5,17.5,25.0,29.0,16.5,980.0,33157481,384107.0,384083.0,58805.0,1.226992903,1.226992913,0.0,0.0,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-04-08,14:00:00,Zaglebie,Gornik Zabrze,2.28,2.34,3.5,3.65,3.45,3.55,1.91,1.95,2.04,2.1,1.81,1.91,2.1,2.24,11.5,13.0,12.0,13.5,21.0,24.0,46.0,65.0,9.2,10.0,7.2,8.0,13.5,15.0,36.0,42.0,12.5,14.0,10.0,11.0,16.5,18.5,42.0,55.0,26.0,30.0,22.0,25.0,36.0,40.0,65.0,100.0,16.5,19.0,30.0,42.0,20.0,1000.0,33160202,166904.0,503499.0,58805.0,1.22704032,1.227040365,0.0,0.0,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-04-08,14:00:00,Kalmar,Sirius,2.72,2.8,2.74,2.82,3.55,3.6,2.1,2.14,1.87,1.9,1.71,1.77,2.3,2.42,14.0,15.5,11.5,13.0,16.5,19.0,34.0,40.0,11.5,13.0,7.6,8.2,11.0,12.5,25.0,28.0,17.0,18.5,11.0,12.5,15.0,16.5,34.0,38.0,36.0,40.0,25.0,29.0,34.0,38.0,70.0,85.0,19.0,22.0,19.5,22.0,17.5,980.0,33157480,130433.0,4638067.0,58805.0,1.226993011,1.226993021,0.0,0.0,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SWEDEN - SUPERETTAN,2024-04-08,14:00:00,Oddevold,Orgryte,2.28,2.34,3.25,3.4,3.6,3.8,2.04,2.1,1.91,1.96,1.74,1.86,2.16,2.36,13.5,18.5,11.5,17.5,21.0,29.0,5.2,70.0,9.8,11.0,7.6,9.2,12.5,15.0,5.3,46.0,13.5,18.5,9.8,12.0,15.5,22.0,5.2,60.0,5.2,36.0,20.0,29.0,5.3,44.0,5.3,110.0,6.4,18.5,13.0,40.0,36.0,980.0,33162859,778918.0,30686.0,58805.0,1.22708294,1.22708295,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
