League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
JAPAN - J1 LEAGUE,2024-07-03,07:00:00,Yokohama F. Marinos,Sagan Tosu,1.67,1.7,5.1,5.4,4.5,4.7,2.8,2.96,1.51,1.55,1.59,1.64,2.56,2.7,26.0,27.0,25.0,30.0,40.0,48.0,18.0,980.0,12.5,14.0,10.0,11.5,18.5,21.0,38.0,55.0,11.5,13.0,9.6,10.5,15.5,17.0,42.0,48.0,16.0,18.5,13.5,14.5,21.0,24.0,42.0,65.0,5.3,6.2,32.0,38.0,18.0,980.0,33384770,441087.0,3455676.0,58805.0,1.230295805,1.23029585,1.230295889,1.230295814,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-07-03,12:00:00,Kalju,Parnu JK Vaprus,1.55,1.59,6.4,7.8,4.5,5.1,2.14,2.32,1.76,1.87,1.85,2.02,1.98,2.18,15.0,1000.0,21.0,26.0,40.0,60.0,4.3,210.0,7.6,980.0,8.4,11.0,22.0,26.0,4.9,980.0,8.0,9.8,9.0,10.0,19.5,23.0,4.9,100.0,13.0,15.0,14.0,16.0,9.2,34.0,4.9,130.0,7.0,15.0,4.2,120.0,4.4,1000.0,33388109,4007449.0,12395256.0,58805.0,1.230337741,1.230337786,1.230337825,1.23033775,4.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
FINLAND - YKKONEN,2024-07-03,13:00:00,Vaajakoski,Klubi 04,6.4,980.0,1.21,1.24,7.0,32.0,3.05,3.3,1.44,1.48,1.68,3.15,1.57,2.48,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,1.09,1000.0,4.2,1000.0,1.01,55.0,1.09,1000.0,33388206,498141.0,798978.0,58805.0,1.230338722,1.230338767,1.230338806,1.230338731,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
NORWAY - ELITESERIEN,2024-07-03,14:00:00,Sandefjord,Tromso,2.44,2.48,3.1,3.2,3.6,3.65,2.16,2.22,1.83,1.86,1.67,1.8,2.26,2.5,15.0,16.5,13.0,14.5,19.5,22.0,38.0,55.0,11.0,12.5,7.6,8.2,12.0,13.5,27.0,36.0,15.0,980.0,10.5,11.5,13.5,16.5,36.0,980.0,27.0,34.0,21.0,980.0,29.0,980.0,50.0,75.0,14.5,18.5,22.0,980.0,55.0,980.0,33381883,199646.0,50046.0,58805.0,1.230256323,1.230256333,1.230256322,1.230256332,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
BRAZIL - SERIE A,2024-07-03,19:00:00,Cuiaba,Botafogo RJ,2.94,2.96,2.78,2.8,3.3,3.35,1.72,1.74,2.34,2.38,1.95,2.04,1.97,2.06,9.8,11.5,9.2,9.4,15.5,16.0,38.0,42.0,9.4,10.5,6.8,7.0,11.5,12.5,30.0,34.0,17.0,18.0,12.5,13.5,17.5,19.5,46.0,55.0,44.0,50.0,34.0,40.0,50.0,60.0,100.0,130.0,36.0,1000.0,32.0,34.0,21.0,1000.0,33379900,5327095.0,198128.0,58805.0,1.230242451,1.230242435,1.23024245,1.23024246,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
BRAZIL - SERIE A,2024-07-03,20:00:00,Criciuma,Cruzeiro,2.82,2.84,3.0,3.05,3.15,3.2,1.61,1.64,2.56,2.64,2.08,2.18,1.86,1.93,8.4,8.8,8.6,9.2,16.5,17.5,46.0,55.0,8.4,8.8,6.6,6.8,13.0,14.0,38.0,42.0,15.0,16.5,12.5,13.5,21.0,23.0,50.0,70.0,42.0,48.0,32.0,40.0,48.0,65.0,46.0,170.0,38.0,44.0,36.0,50.0,70.0,1000.0,33379901,356589.0,10901767.0,58805.0,1.230242331,1.230242315,1.23024233,1.23024234,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
BRAZIL - SERIE A,2024-07-03,20:00:00,Vasco,Fortaleza,2.62,2.64,3.15,3.2,3.3,3.35,1.69,1.7,2.44,2.46,1.98,2.06,1.94,2.04,9.2,10.5,9.6,10.0,18.0,19.0,48.0,55.0,8.2,8.8,6.8,7.2,13.0,14.0,38.0,42.0,14.0,15.0,11.5,12.5,19.5,21.0,50.0,65.0,34.0,38.0,29.0,34.0,46.0,55.0,65.0,140.0,30.0,34.0,38.0,46.0,60.0,1000.0,33379906,198124.0,5287007.0,58805.0,1.230241836,1.23024182,1.230241835,1.230241845,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
BRAZIL - SERIE A,2024-07-03,21:30:00,Bragantino,Atletico GO,1.93,1.94,4.9,5.0,3.55,3.6,1.79,1.8,2.24,2.26,2.04,2.12,1.89,1.97,10.5,11.5,13.5,15.0,30.0,34.0,46.0,120.0,7.2,7.6,7.4,7.6,18.0,18.5,65.0,70.0,10.0,10.5,10.0,10.5,21.0,22.0,65.0,90.0,19.5,20.0,20.0,22.0,40.0,44.0,100.0,150.0,14.5,16.0,46.0,100.0,60.0,1000.0,33379921,4701919.0,5326988.0,58805.0,1.230224549,1.230224522,1.230224548,1.230224565,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
BRAZIL - SERIE A,2024-07-03,21:30:00,Atletico-MG,Flamengo RJ,2.86,2.88,2.84,2.88,3.3,3.35,1.66,1.67,2.48,2.52,2.04,2.06,1.94,1.95,9.2,9.8,8.8,9.2,16.0,17.0,42.0,46.0,8.6,9.0,6.8,7.0,12.5,13.0,36.0,38.0,16.0,17.0,12.0,13.0,20.0,21.0,50.0,60.0,42.0,46.0,34.0,38.0,50.0,60.0,100.0,140.0,36.0,40.0,38.0,42.0,160.0,1000.0,33379915,361329.0,198138.0,58805.0,1.230242087,1.23024207,1.230242086,1.230242096,2.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
BRAZIL - SERIE A,2024-07-03,21:30:00,Athletico-PR,Sao Paulo,2.48,2.52,3.4,3.5,3.25,3.3,1.66,1.67,2.48,2.5,2.02,2.1,1.9,1.97,9.2,9.6,10.0,10.5,19.5,21.0,55.0,65.0,8.0,8.4,6.8,7.0,13.5,15.0,42.0,46.0,13.0,14.0,11.0,12.0,20.0,22.0,60.0,70.0,30.0,36.0,29.0,32.0,50.0,55.0,100.0,150.0,19.5,30.0,44.0,55.0,100.0,1000.0,33379904,36860494.0,198126.0,58805.0,1.230242208,1.230242192,1.230242207,1.230242218,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
