League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
BOLIVIA - DIVISION PROFESIONAL,2024-04-08,20:00:00,Independiente,Guabira,1.73,1.85,5.2,6.2,3.6,4.1,1.78,1.94,2.06,2.3,2.02,2.18,1.85,1.99,10.0,12.5,5.1,21.0,5.8,55.0,6.2,180.0,6.6,7.8,7.6,9.0,16.0,26.0,6.0,110.0,8.6,10.5,8.8,10.5,17.5,29.0,6.2,120.0,15.0,22.0,5.3,25.0,5.8,55.0,6.2,200.0,4.6,16.5,6.2,150.0,6.4,1000.0,33174050,8764586.0,5892455.0,58805.0,1.227299536,1.227299539,1.227299583,1.227299584,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
BOLIVIA - DIVISION PROFESIONAL,2024-07-12,19:00:00,Independiente,Guabira,1.68,1.76,5.4,6.2,3.95,4.5,2.08,2.22,1.83,1.91,1.8,1.99,2.0,2.24,11.5,19.5,15.0,24.0,30.0,55.0,40.0,170.0,8.4,10.5,8.0,10.5,15.5,23.0,40.0,85.0,8.8,12.0,8.8,11.0,17.0,24.0,40.0,80.0,15.0,20.0,14.5,21.0,28.0,40.0,40.0,130.0,3.75,9.6,5.7,90.0,6.0,1000.0,33408848,38758295.0,5892455.0,58805.0,1.23059658,1.230596583,1.230596628,1.230596632,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-07-12,08:35:00,Cangzhou,Wuhan Three Towns,3.3,3.4,2.24,2.28,3.8,3.9,2.32,2.42,1.7,1.75,1.63,1.71,2.42,2.58,17.0,19.5,12.0,13.0,14.5,16.0,27.0,36.0,15.5,17.5,8.0,9.0,10.0,11.5,19.0,22.0,23.0,26.0,13.0,15.0,14.0,16.0,26.0,32.0,46.0,60.0,29.0,34.0,34.0,40.0,42.0,75.0,19.5,27.0,11.0,13.5,12.0,560.0,33400200,50443413.0,23228754.0,58805.0,1.230494826,1.230494836,1.230494825,1.230494835,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-07-12,08:35:00,Shanghai Port,Beijing Guoan,1.33,1.34,9.2,9.8,6.6,7.0,3.9,4.2,1.32,1.35,1.61,1.7,2.42,2.64,40.0,48.0,46.0,75.0,13.5,110.0,13.0,310.0,15.5,18.5,16.0,19.0,30.0,36.0,12.0,1000.0,11.5,13.0,10.5,13.0,20.0,22.0,40.0,75.0,12.0,13.5,11.5,13.0,20.0,23.0,40.0,75.0,2.98,3.4,11.5,65.0,13.5,400.0,33400161,51006167.0,2955487.0,58805.0,1.230494598,1.230494608,1.230494597,1.230494607,5.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
CHINA - SUPER LEAGUE,2024-07-12,09:00:00,Chengdu Rongcheng,Tianjin Jinmen Tiger,1.36,1.37,10.0,11.0,5.6,6.2,2.56,2.68,1.6,1.64,1.93,2.06,1.94,2.08,21.0,24.0,34.0,40.0,14.0,120.0,15.5,370.0,9.4,10.5,11.5,13.5,32.0,40.0,40.0,150.0,8.0,9.2,9.4,10.5,23.0,27.0,40.0,120.0,10.0,11.5,12.0,13.5,28.0,32.0,40.0,170.0,4.6,5.1,14.5,160.0,16.0,1000.0,33400099,50443280.0,50443178.0,58805.0,1.230492288,1.230492298,1.230492287,1.230492297,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
FINLAND - YKKONEN,2024-07-12,13:00:00,Atlantis,EPS,1.49,1.55,6.6,7.8,4.7,5.3,2.42,2.64,1.62,1.7,1.8,1.89,2.12,2.26,3.95,26.0,3.1,36.0,2.7,70.0,2.78,210.0,8.8,32.0,3.4,12.5,3.05,32.0,2.74,100.0,7.4,12.0,8.2,40.0,3.0,26.0,2.72,90.0,5.1,16.5,5.2,70.0,2.6,36.0,4.5,240.0,2.22,6.4,2.3,100.0,3.4,1000.0,33408426,174384.0,10773401.0,58805.0,1.230592603,1.230592648,1.230592687,1.230592612,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-07-12,13:30:00,Kuressaare,Tammeka,3.3,3.4,2.2,2.26,3.9,4.0,2.18,2.3,1.77,1.84,1.68,1.74,2.36,2.48,15.0,17.0,11.0,13.5,13.5,15.0,24.0,30.0,14.5,16.0,7.8,8.6,10.0,11.0,20.0,22.0,22.0,25.0,13.0,14.5,15.0,16.5,27.0,32.0,46.0,60.0,30.0,36.0,34.0,65.0,55.0,75.0,24.0,32.0,13.0,16.0,15.0,850.0,33408354,5407305.0,5407303.0,58805.0,1.23059163,1.230591675,1.230591714,1.230591639,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
NORWAY - ELITESERIEN,2024-07-12,14:00:00,Sarpsborg 08,Rosenborg,2.3,2.34,3.0,3.05,4.2,4.3,2.92,2.96,1.51,1.52,1.52,1.53,2.88,2.94,24.0,26.0,18.5,21.0,25.0,28.0,44.0,50.0,15.5,17.5,9.8,10.5,12.5,13.5,25.0,27.0,17.5,20.0,11.0,11.5,13.5,14.0,27.0,30.0,28.0,32.0,18.0,19.0,23.0,25.0,34.0,48.0,9.4,10.0,14.5,15.5,75.0,300.0,33400829,778903.0,55224.0,58805.0,1.230507871,1.230507881,1.23050787,1.23050788,4.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
PERU - LIGA 1,2024-07-12,15:00:00,Union Comercio,Los Chankas,1.93,1.98,4.1,4.5,3.8,4.1,2.1,2.28,1.79,1.9,1.67,1.9,2.12,2.5,14.0,16.5,16.0,18.5,28.0,34.0,10.5,980.0,9.2,11.0,8.0,8.8,15.5,17.5,38.0,55.0,11.0,12.5,9.2,10.0,16.0,18.5,26.0,60.0,19.5,23.0,17.0,21.0,28.0,36.0,10.5,95.0,6.0,13.0,20.0,980.0,12.0,980.0,33397151,5481419.0,65437610.0,58805.0,1.230454666,1.230454711,1.23045475,1.230454675,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
IRELAND - PREMIER DIVISION,2024-07-12,15:45:00,Dundalk,Drogheda,2.06,2.1,4.0,4.2,3.55,3.7,1.88,1.9,2.1,2.14,1.92,1.97,2.02,2.08,11.0,12.5,12.5,14.0,24.0,27.0,40.0,80.0,8.2,9.2,7.4,8.0,14.5,16.5,42.0,50.0,11.5,12.5,9.6,11.0,17.5,19.5,40.0,60.0,19.5,26.0,20.0,23.0,34.0,40.0,40.0,120.0,14.0,17.5,15.0,55.0,18.0,1000.0,33396863,198746.0,184329.0,58805.0,1.230451435,1.23045148,1.230451519,1.230451444,4.0,2.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
