League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
CHINA - SUPER LEAGUE,2024-08-02,08:35:00,Qingdao West Coast,Cangzhou,1.88,1.92,4.2,4.5,4.0,4.2,2.44,2.52,1.66,1.69,1.63,1.71,2.42,2.58,16.5,20.0,21.0,24.0,30.0,46.0,65.0,90.0,11.5,13.0,8.8,9.0,15.5,18.0,38.0,44.0,12.0,13.5,9.4,10.5,15.0,16.5,40.0,46.0,19.5,22.0,15.5,17.0,23.0,27.0,50.0,85.0,8.4,9.2,12.5,36.0,40.0,1000.0,33450611,40285964.0,50443413.0,58805.0,1.23118324,1.23118325,1.231183239,1.231183249,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
FINLAND - VEIKKAUSLIIGA,2024-08-02,12:00:00,Inter Turku,Mariehamn,1.54,1.55,6.8,7.2,4.6,4.9,2.22,2.28,1.78,1.82,1.91,1.99,2.02,2.1,18.5,21.0,21.0,24.0,48.0,60.0,48.0,980.0,8.4,8.8,9.2,10.5,23.0,26.0,75.0,95.0,8.6,9.2,9.2,9.6,20.0,23.0,36.0,90.0,12.5,14.0,14.0,16.0,30.0,34.0,100.0,120.0,6.8,7.6,40.0,110.0,140.0,1000.0,33450153,139505.0,1099216.0,58805.0,1.231175175,1.23117522,1.231175259,1.231175184,3.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
ARMENIA - PREMIER LEAGUE,2024-08-02,12:00:00,BKMA,Shirak Gyumri,2.56,2.88,2.9,3.35,3.25,3.8,1.07,26.0,1.05,36.0,1.05,1000.0,1.01,1000.0,1.36,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,2.98,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,20.0,1000.0,1.55,1000.0,1.55,1000.0,1.01,1000.0,33459604,25763207.0,866231.0,58805.0,1.231326804,1.231326807,1.231326851,1.231326852,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-08-02,12:30:00,Radnik,Sloven Ruma,1.67,1.82,5.5,7.6,3.75,4.6,1.06,55.0,1.03,21.0,1.05,1000.0,1.01,1000.0,1.32,1000.0,1.08,1000.0,1.08,1000.0,2.96,1000.0,1.04,980.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.05,980.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.08,1000.0,1.55,1000.0,1.08,1000.0,33460510,8860947.0,72211343.0,58805.0,1.231315138,1.231315183,1.231315222,1.231315147,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-08-02,13:00:00,Zaglebie,Puszcza,1.98,2.04,4.1,4.4,3.65,3.85,1.9,1.95,2.06,2.12,1.84,1.95,2.06,2.18,10.5,14.0,13.0,16.0,24.0,34.0,7.0,980.0,8.2,9.6,7.4,9.0,15.0,19.0,36.0,980.0,10.5,13.0,9.4,12.0,17.0,22.0,6.8,980.0,19.5,25.0,18.5,24.0,32.0,980.0,7.0,980.0,5.1,16.0,6.8,980.0,7.4,1000.0,33450646,166904.0,5751503.0,58805.0,1.231183273,1.231183318,1.231183357,1.231183282,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
ROMANIA - LIGA 1,2024-08-02,13:00:00,Otelul,FC Hermannstadt,2.1,2.16,4.5,4.9,3.1,3.2,1.55,1.59,2.68,2.82,2.22,2.36,1.73,1.82,7.4,8.4,11.0,12.5,23.0,30.0,13.0,120.0,6.2,6.8,6.8,7.2,16.5,20.0,55.0,95.0,10.0,11.0,10.5,12.0,24.0,27.0,13.0,120.0,23.0,30.0,25.0,29.0,50.0,980.0,14.0,220.0,20.0,980.0,13.5,980.0,15.0,1000.0,33444074,866238.0,13144766.0,58805.0,1.231066176,1.231066221,1.23106626,1.231066185,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - DIVISION 1,2024-08-02,13:00:00,Tychy,Warta Poznan,2.26,2.4,3.45,3.8,3.25,3.5,1.8,1.88,2.12,2.26,1.87,1.97,2.02,2.14,10.5,13.5,9.2,15.0,5.4,980.0,2.8,980.0,8.4,980.0,6.6,14.0,13.5,18.0,2.76,980.0,11.5,980.0,9.6,980.0,16.0,980.0,2.52,1000.0,5.5,1000.0,20.0,1000.0,2.72,980.0,2.88,1000.0,2.26,55.0,2.42,980.0,2.88,1000.0,33458198,2618019.0,3348521.0,58805.0,1.231284644,1.231284689,1.231284728,1.231284653,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-08-02,13:30:00,Tammeka,Parnu JK Vaprus,2.06,2.16,3.65,4.2,3.6,3.9,2.1,2.26,1.8,1.91,1.69,1.87,2.14,2.46,14.0,19.5,12.0,19.5,5.2,36.0,5.9,980.0,9.6,13.5,7.6,9.6,12.5,19.0,30.0,980.0,12.0,16.5,8.8,13.0,14.0,21.0,38.0,980.0,22.0,30.0,17.5,25.0,4.9,40.0,6.0,980.0,3.65,14.0,4.4,980.0,4.9,1000.0,33458879,5407303.0,12395256.0,58805.0,1.231294548,1.231294593,1.231294632,1.231294557,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
DENMARK - 1ST DIVISION,2024-08-02,14:00:00,Kolding IF,Fredericia,2.06,2.12,3.8,4.1,3.7,3.85,2.02,2.08,1.92,1.99,1.79,1.89,2.12,2.26,12.5,14.5,13.5,15.0,23.0,980.0,11.0,980.0,8.0,10.0,7.6,8.6,14.0,16.0,10.0,48.0,11.0,13.5,9.6,11.0,16.5,18.5,10.5,980.0,21.0,27.0,17.5,24.0,9.8,40.0,11.5,980.0,6.8,15.0,10.0,980.0,12.5,1000.0,33452374,151010.0,151003.0,58805.0,1.231202967,1.231203012,1.231203051,1.231202976,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
GERMANY - 3. LIGA,2024-08-02,14:00:00,Munich 1860,Saarbrucken,2.98,3.2,2.42,2.54,3.55,3.85,2.04,2.16,1.87,1.96,1.72,1.81,2.24,2.38,13.5,18.5,10.5,13.5,14.5,19.5,28.0,40.0,11.5,14.5,7.2,8.8,9.8,13.0,21.0,32.0,5.1,25.0,11.0,14.5,14.0,21.0,29.0,980.0,38.0,980.0,5.3,980.0,34.0,980.0,6.0,980.0,4.8,29.0,4.6,22.0,5.8,1000.0,33411359,2443.0,110687.0,58805.0,1.230624931,1.230624976,1.230625015,1.23062494,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
