League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
JAPAN - J2 LEAGUE,2024-05-12,01:00:00,Kumamoto,Fujieda MYFC,3.95,4.3,2.12,2.18,3.4,3.55,1.8,1.84,2.18,2.24,1.92,2.1,1.91,2.1,9.6,13.0,7.6,9.6,11.0,13.5,5.8,27.0,11.5,15.0,7.0,8.6,9.0,12.0,20.0,26.0,22.0,32.0,5.2,18.5,5.5,22.0,6.4,48.0,6.8,90.0,6.4,60.0,6.6,75.0,7.0,140.0,6.6,65.0,5.3,19.0,7.2,1000.0,33251706,5021204.0,2319612.0,58805.0,1.228594563,1.228594608,1.228594647,1.228594572,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-01,07:00:00,Kumamoto,Fujieda MYFC,1.87,1.9,4.6,4.8,3.8,4.1,2.04,2.12,1.9,1.95,1.78,1.94,2.06,2.28,12.0,18.0,14.0,22.0,5.5,46.0,5.4,980.0,7.4,9.6,7.0,9.0,14.5,23.0,5.6,75.0,9.2,14.0,8.2,11.0,16.0,24.0,5.6,75.0,16.5,25.0,15.5,22.0,5.5,42.0,5.6,980.0,4.1,13.5,5.3,230.0,5.6,1000.0,33525665,5021204.0,14196415.0,58805.0,1.232259273,1.232259318,1.232259357,1.232259282,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
MEXICO - LIGA MX,2024-09-01,00:10:00,Cruz Azul,Club America,2.36,2.42,3.4,3.55,3.35,3.5,1.83,1.85,2.18,2.22,1.9,2.02,1.98,2.12,8.4,14.0,9.0,14.5,17.0,28.0,5.0,80.0,6.8,9.4,5.8,7.6,11.0,18.0,5.0,55.0,10.0,17.0,8.6,14.0,14.5,25.0,5.0,75.0,22.0,38.0,20.0,34.0,5.0,60.0,5.2,160.0,4.5,28.0,4.9,60.0,5.4,1000.0,33510101,328204.0,328952.0,58805.0,1.232033854,1.232033899,1.232033938,1.232033863,4.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
JAPAN - J1 LEAGUE,2024-09-01,02:00:00,Hokkaido Consadole Sapporo,Kawasaki Frontale,3.7,3.8,1.98,2.02,4.3,4.5,2.78,2.98,1.51,1.57,1.52,1.56,2.8,2.94,23.0,28.0,13.5,15.5,14.5,16.5,23.0,25.0,21.0,25.0,9.2,10.5,10.0,11.0,16.0,18.5,17.5,34.0,14.5,15.5,13.5,15.0,21.0,24.0,42.0,70.0,30.0,36.0,30.0,36.0,44.0,55.0,9.4,24.0,7.4,8.6,14.0,980.0,33525653,2245760.0,1080507.0,58805.0,1.23225913,1.23225914,1.232259129,1.232259139,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
ROMANIA - LIGA 2,2024-09-01,05:00:00,CSM Slatina,FC Arges,1.42,1000.0,1.04,3.5,2.9,1000.0,1.27,1.8,2.24,4.7,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33534324,20135213.0,1557297.0,58805.0,1.232375779,1.232375825,1.232375864,1.232375788,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ROMANIA - LIGA 2,2024-09-01,05:30:00,Hunedoara,Ceahlaul,1.48,1.56,7.2,14.0,4.1,4.8,2.16,2.46,1.69,1.86,1.83,1.98,2.02,2.2,5.2,980.0,6.0,980.0,6.4,980.0,6.6,1000.0,7.2,9.6,8.6,11.0,6.0,980.0,6.6,1000.0,7.8,9.8,7.4,10.0,5.2,980.0,6.4,980.0,11.5,980.0,13.0,980.0,5.7,980.0,6.4,980.0,3.6,7.6,6.6,1000.0,6.8,1000.0,33534311,7223889.0,1557295.0,58805.0,1.23237587,1.232375915,1.232375954,1.232375879,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-09-01,06:00:00,Jeju Utd,Gimcheon Sangmu,2.96,3.25,2.4,2.68,3.3,3.65,1.56,1000.0,1.59,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,2.0,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33525662,5342583.0,41053763.0,58805.0,1.232259817,1.232259862,1.232259901,1.232259826,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 2,2024-09-01,07:00:00,Gimpo FC,Jeonnam,2.74,3.0,2.52,2.7,3.6,4.0,2.08,2.24,1.8,1.93,1.71,1.77,2.28,2.4,11.5,19.5,4.0,15.5,13.0,22.0,4.9,980.0,10.0,16.5,6.4,8.8,3.95,15.0,19.0,32.0,14.5,25.0,9.4,15.5,4.1,21.0,4.8,980.0,4.8,980.0,21.0,980.0,4.9,980.0,4.5,980.0,4.0,28.0,3.85,23.0,4.6,1000.0,33525643,19825802.0,8349517.0,58805.0,1.232260655,1.2322607,1.232260739,1.232260664,4.0,3.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-09-01,07:00:00,Gangwon,Suwon FC,2.36,2.46,3.1,3.3,3.6,3.8,2.08,2.1,1.91,1.92,1.73,1.8,2.26,2.38,13.5,15.5,12.5,14.0,19.5,23.0,34.0,65.0,10.0,11.5,7.4,8.4,12.0,14.0,27.0,36.0,14.0,16.0,10.5,11.5,15.0,17.5,29.0,44.0,27.0,32.0,20.0,25.0,29.0,38.0,48.0,110.0,15.0,18.0,23.0,30.0,13.0,980.0,33525658,5348606.0,7394845.0,58805.0,1.232259908,1.232259953,1.232259992,1.232259917,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
SOUTH KOREA - K LEAGUE 1,2024-09-01,07:00:00,Daejeon,Gwangju FC,3.4,3.55,2.32,2.42,3.35,3.5,1.78,1.82,2.22,2.3,1.89,1.97,2.04,2.14,10.5,11.5,8.4,9.2,12.0,14.5,26.0,32.0,10.5,12.0,6.8,7.4,10.5,11.5,23.0,44.0,19.5,25.0,13.0,14.5,17.5,20.0,26.0,980.0,29.0,980.0,32.0,980.0,30.0,980.0,13.0,980.0,25.0,980.0,16.0,25.0,14.0,1000.0,33525651,5352230.0,5348611.0,58805.0,1.232259998,1.232260043,1.232260082,1.232260007,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
