League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
JAPAN - J2 LEAGUE,2024-09-07,06:30:00,Shimizu S-Pulse,V-Varen Nagasaki,1.65,1.71,5.2,5.8,4.3,4.8,2.36,2.54,1.65,1.73,1.67,1.81,2.24,2.5,19.5,25.0,20.0,25.0,40.0,48.0,11.0,140.0,10.0,11.5,9.0,10.5,18.0,22.0,34.0,65.0,10.5,12.0,9.2,10.0,16.0,18.5,32.0,60.0,15.0,18.0,14.5,16.5,24.0,28.0,28.0,85.0,6.8,8.0,24.0,60.0,12.0,980.0,33542691,441086.0,7081211.0,58805.0,1.232484787,1.232484832,1.232484871,1.232484796,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Chiba,Mito,1.81,1.88,4.7,5.2,3.8,4.1,2.0,2.1,1.91,2.0,1.83,2.0,2.0,2.22,12.5,15.5,15.0,19.5,6.8,48.0,7.4,150.0,7.6,9.4,7.4,8.6,16.5,21.0,7.2,75.0,9.0,12.0,8.6,11.0,16.5,20.0,7.2,80.0,15.5,21.0,16.5,22.0,6.6,44.0,7.4,130.0,5.0,13.5,7.2,85.0,7.8,1000.0,33545615,5021203.0,3455677.0,58805.0,1.232530382,1.232530427,1.232530466,1.232530391,4.0,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Fujieda MYFC,Tochigi SC,2.54,2.68,2.94,3.05,3.35,3.6,1.91,2.02,1.99,2.1,1.74,1.84,2.18,2.34,12.5,14.0,11.0,12.5,18.5,22.0,10.5,55.0,9.4,11.0,6.8,7.6,11.5,13.0,10.0,38.0,14.0,17.0,10.0,11.5,14.0,17.5,10.5,50.0,10.0,38.0,9.4,29.0,10.0,44.0,12.0,980.0,8.6,24.0,9.8,36.0,13.0,990.0,33545614,14196415.0,5945153.0,58805.0,1.232530472,1.232530517,1.232530556,1.232530481,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Oita Trinita,Montedio Yamagata,3.35,3.6,2.32,2.5,3.2,3.45,1.79,1.91,2.1,2.26,1.79,1.93,2.08,2.26,10.0,13.5,8.0,10.0,12.0,16.0,6.8,980.0,10.0,13.5,6.2,7.4,9.2,12.0,22.0,980.0,19.0,980.0,11.5,980.0,15.0,980.0,7.2,980.0,7.6,980.0,7.2,980.0,7.4,980.0,8.0,980.0,7.2,980.0,6.2,55.0,8.4,1000.0,33545611,441089.0,3718961.0,58805.0,1.232530562,1.232530607,1.232530646,1.232530571,0.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Renofa Yamaguchi,Tokushima,2.52,2.7,3.25,3.55,3.05,3.2,1.55,1.68,2.48,2.82,2.02,2.24,1.8,1.97,7.2,9.4,8.2,11.0,5.8,980.0,7.0,980.0,6.8,9.0,6.2,7.6,11.5,980.0,6.8,980.0,13.0,980.0,10.0,13.5,5.8,980.0,7.0,980.0,6.6,980.0,6.4,980.0,7.0,980.0,7.4,980.0,6.4,980.0,7.0,980.0,7.6,1000.0,33542692,4233875.0,5026012.0,58805.0,1.232484877,1.232484922,1.232484961,1.232484886,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Kagoshima Utd,Iwaki,3.15,3.35,2.34,2.36,3.6,3.8,1.94,2.1,1.9,2.06,1.72,1.88,2.14,2.4,12.5,15.5,8.8,11.0,12.5,16.0,6.0,40.0,11.5,14.0,7.0,8.6,10.0,12.0,20.0,32.0,16.5,28.0,12.0,14.5,15.0,19.5,6.2,46.0,6.4,70.0,6.2,46.0,6.2,55.0,6.6,120.0,4.7,42.0,5.3,980.0,5.3,1000.0,33542690,10428848.0,13432059.0,58805.0,1.232484967,1.232485012,1.232485051,1.232484976,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
JAPAN - J2 LEAGUE,2024-09-07,07:00:00,Kusatsu,Vegalta Sendai,4.5,4.8,2.0,2.08,3.3,3.45,1.63,1.7,2.42,2.6,2.12,2.22,1.82,1.89,8.8,9.6,6.6,7.2,10.0,11.0,21.0,24.0,12.0,13.5,7.0,7.6,10.0,11.0,23.0,27.0,28.0,32.0,17.5,20.0,21.0,24.0,14.5,55.0,15.0,120.0,14.5,75.0,14.5,100.0,15.0,180.0,14.0,110.0,15.5,22.0,16.5,1000.0,33545616,7078090.0,442179.0,58805.0,1.23253029,1.232530336,1.232530375,1.2325303,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
WALES - CYMRU PREMIER,2024-09-07,10:30:00,Penybont,Caernarfon,1.61,1.73,5.0,6.0,4.2,4.9,2.3,2.62,1.62,1.77,1.69,1.84,2.18,2.44,5.7,980.0,5.7,980.0,6.4,980.0,4.1,1000.0,4.9,32.0,4.8,980.0,5.5,980.0,6.6,980.0,9.0,980.0,8.2,40.0,5.5,980.0,6.6,980.0,5.2,980.0,5.3,980.0,6.0,980.0,6.8,980.0,3.9,55.0,3.95,980.0,4.2,1000.0,33551959,8089085.0,3664465.0,58805.0,1.232619365,1.23261941,1.232619449,1.232619374,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
WALES - CYMRU PREMIER,2024-09-07,10:30:00,Connahs Q.,Barry,1.52,1.63,6.0,7.8,4.2,5.0,2.14,2.38,1.73,1.88,1.84,2.0,2.0,2.18,5.1,980.0,5.4,980.0,6.0,980.0,4.6,980.0,3.95,980.0,4.1,980.0,5.4,980.0,4.5,980.0,4.1,980.0,4.1,980.0,5.3,980.0,4.5,980.0,4.9,980.0,4.9,980.0,5.7,980.0,4.5,980.0,3.6,46.0,4.5,980.0,4.7,1000.0,33551974,339727.0,8749415.0,58805.0,1.232619185,1.23261923,1.232619269,1.232619194,1.0,2.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
WALES - CYMRU PREMIER,2024-09-07,10:30:00,Haverfordwest,TNS,13.5,20.0,1.25,1.32,5.8,7.8,2.14,2.44,1.7,1.88,2.36,2.7,1.58,1.73,4.0,980.0,3.2,9.8,6.0,8.6,3.3,11.0,4.2,980.0,3.65,980.0,3.5,14.5,3.7,980.0,4.4,980.0,4.2,980.0,4.1,980.0,4.2,980.0,4.5,1000.0,4.6,1000.0,4.5,1000.0,4.5,1000.0,4.6,1000.0,2.56,5.9,4.5,1000.0,33551957,12537752.0,3667304.0,58805.0,1.232619455,1.2326195,1.232619539,1.232619464,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
