League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
BULGARIA - PARVA LIGA,2024-04-04,13:30:00,Cherno More,CSKA 1948 Sofia,1.23,1.28,17.0,24.0,6.0,7.2,1.98,2.2,1.84,2.02,2.72,3.05,1.49,1.58,6.2,980.0,6.6,980.0,4.2,1000.0,4.2,1000.0,4.1,7.6,5.3,980.0,4.2,980.0,7.8,1000.0,3.9,6.8,5.0,980.0,7.0,980.0,7.6,1000.0,4.4,9.4,5.5,980.0,7.0,980.0,7.6,1000.0,3.3,980.0,4.2,1000.0,7.8,1000.0,33136168,427650.0,1255223.0,58805.0,1.226630355,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-04-13,14:15:00,Cherno More,CSKA 1948 Sofia,2.34,2.5,3.6,4.0,2.9,3.25,1.48,1.65,2.54,3.1,2.1,2.44,1.69,1.91,7.0,8.4,8.4,11.5,6.2,26.0,7.4,85.0,6.6,7.8,6.2,7.4,13.5,18.5,7.2,70.0,5.3,15.0,5.1,14.0,6.2,27.0,7.4,100.0,6.8,40.0,6.6,38.0,7.4,75.0,7.8,1000.0,6.8,40.0,7.4,90.0,8.2,1000.0,33176039,427650.0,21868583.0,58805.0,1.227333507,1.227333552,1.227333603,1.227333516,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-07-19,12:45:00,Cherno More,CSKA 1948 Sofia,1.77,1.83,5.6,6.2,3.45,3.8,1.65,1.7,2.42,2.56,2.22,2.34,1.75,1.82,9.2,10.5,14.5,16.5,36.0,980.0,13.5,980.0,6.0,6.8,7.6,8.2,21.0,25.0,14.5,170.0,8.2,9.2,9.8,10.5,23.0,28.0,15.0,980.0,16.5,18.5,20.0,980.0,42.0,980.0,15.5,260.0,14.5,17.5,13.0,180.0,17.0,1000.0,33402312,427650.0,20732043.0,58805.0,1.230523343,1.230523388,1.230523427,1.230523352,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
ROMANIA - LIGA 1,2024-04-08,11:30:00,Poli Iasi,FC Botosani,2.32,2.52,3.25,3.65,3.1,3.4,1.79,1.94,2.06,2.28,1.77,2.06,1.96,2.3,8.8,14.5,9.2,15.0,16.0,28.0,4.3,980.0,7.2,12.0,6.4,8.4,10.5,18.0,4.6,980.0,11.0,18.5,8.6,14.5,13.5,23.0,4.3,980.0,4.5,980.0,19.5,980.0,4.5,980.0,4.4,980.0,3.9,27.0,4.1,980.0,4.5,1000.0,33157510,1557385.0,20135214.0,58805.0,1.226990035,1.22699008,0.0,0.0,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
ROMANIA - LIGA 1,2024-07-19,13:00:00,Poli Iasi,FC Botosani,2.44,2.56,3.4,3.65,3.15,3.2,1.69,1.74,2.34,2.44,1.93,2.06,1.94,2.08,7.6,12.0,10.0,13.5,18.5,27.0,5.5,980.0,8.2,980.0,6.6,7.0,13.0,18.0,5.5,980.0,13.0,17.5,10.5,15.0,5.0,24.0,5.5,980.0,28.0,980.0,25.0,36.0,5.4,980.0,5.7,980.0,5.0,32.0,5.4,980.0,5.9,1000.0,33418793,1557385.0,3465177.0,58805.0,1.230748401,1.230748446,1.230748485,1.23074841,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
ESTONIA - MEISTRILIIGA,2024-07-19,13:00:00,Tammeka,Flora,3.25,3.4,2.24,2.34,3.8,3.95,2.14,2.3,1.77,1.87,1.79,1.83,2.2,2.26,14.5,980.0,10.5,13.0,13.0,980.0,6.4,980.0,12.0,980.0,7.4,9.6,9.6,12.5,19.0,980.0,19.5,980.0,11.5,980.0,13.5,980.0,28.0,980.0,7.2,980.0,28.0,980.0,34.0,980.0,8.2,980.0,6.2,980.0,5.4,16.0,8.0,1000.0,33416281,5407303.0,10748720.0,58805.0,1.23071011,1.230710155,1.230710194,1.230710119,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
DENMARK - SUPERLIGA,2024-07-19,13:00:00,Aarhus,Midtjylland,3.3,3.45,2.28,2.34,3.65,3.7,2.1,2.16,1.87,1.9,1.74,1.82,2.22,2.36,14.0,15.5,9.8,11.0,13.5,15.0,27.0,30.0,12.5,14.0,7.4,8.2,10.0,11.0,21.0,24.0,21.0,24.0,12.5,14.0,15.5,17.0,32.0,34.0,50.0,60.0,32.0,38.0,40.0,44.0,75.0,120.0,13.0,34.0,15.5,17.0,20.0,980.0,33374908,28214.0,28220.0,58805.0,1.23016441,1.23016442,1.230164409,1.230164419,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-07-19,13:00:00,Jagiellonia,Puszcza,1.53,1.55,7.0,7.4,4.7,5.0,2.22,2.32,1.76,1.81,1.89,1.99,2.02,2.14,16.5,18.5,23.0,26.0,50.0,980.0,13.5,980.0,8.8,9.8,9.6,10.5,23.0,26.0,12.5,980.0,8.6,10.5,9.2,9.6,19.5,23.0,12.5,90.0,12.5,14.5,14.0,15.5,21.0,32.0,50.0,120.0,6.4,7.4,13.0,110.0,14.5,1000.0,33400031,7391394.0,5751503.0,58805.0,1.230490626,1.230490671,1.23049071,1.230490635,2.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
POLAND - DIVISION 1,2024-07-19,13:00:00,Polonia Warszawa,Pruszkow,2.2,2.38,3.25,3.65,3.5,3.8,1.98,2.16,1.87,2.02,1.75,1.9,2.1,2.34,5.3,16.0,11.5,15.5,20.0,27.0,20.0,65.0,8.8,11.5,7.4,9.2,12.5,16.0,20.0,42.0,11.5,15.5,9.0,40.0,13.5,19.5,20.0,50.0,20.0,32.0,5.8,25.0,20.0,38.0,20.0,240.0,18.0,55.0,6.2,36.0,7.4,1000.0,33413462,10490469.0,3199858.0,58805.0,1.230661751,1.230661796,1.230661835,1.23066176,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
FINLAND - YKKONEN,2024-07-19,13:00:00,OLS Oulu,Vaajakoski,1.18,1.21,14.0,19.0,8.2,11.0,3.9,4.3,1.31,1.34,1.85,2.02,1.98,2.18,5.4,980.0,5.6,980.0,5.8,980.0,5.9,1000.0,12.5,19.0,19.0,980.0,5.5,980.0,5.8,980.0,8.8,13.0,9.4,15.5,26.0,980.0,5.8,980.0,8.8,13.0,10.5,16.0,24.0,980.0,5.9,980.0,1.99,2.96,6.0,980.0,6.0,1000.0,33426225,396721.0,498141.0,58805.0,1.230819742,1.230819787,1.230819826,1.230819751,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
