League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
FINLAND - YKKONEN,2024-05-13,12:30:00,JJK Jyvaskyla,KPV Kokkola,1.85,3.55,2.08,5.5,3.15,4.3,1.08,990.0,1.11,21.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33267135,799035.0,1130626.0,58805.0,1.228841879,1.228841924,1.228841963,1.228841888,0.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
POLAND - DIVISION 1,2024-05-13,13:00:00,Legnica,Podbeskidzie,1.86,1.99,4.1,4.8,3.65,4.2,1.98,2.12,1.9,2.02,1.8,1.95,2.06,2.26,10.5,980.0,12.0,980.0,3.95,40.0,3.6,120.0,7.0,11.5,3.3,980.0,13.0,980.0,4.0,1000.0,3.35,14.0,3.25,12.5,14.0,980.0,3.55,75.0,3.5,25.0,14.5,70.0,3.7,1000.0,3.6,130.0,2.9,55.0,3.5,70.0,4.3,1000.0,33252610,4935893.0,4135278.0,58805.0,1.228612731,1.228612776,1.228612815,1.22861274,6.0,1.0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-05-13,13:00:00,Javor,Vozdovac,2.28,2.54,3.15,4.0,3.1,3.55,1.69,1.83,2.2,2.46,1.57,2.62,1.62,2.76,7.8,980.0,8.6,980.0,1.39,29.0,1.11,1000.0,6.6,980.0,5.7,980.0,2.06,980.0,1.46,1000.0,1.84,16.0,8.8,980.0,2.06,980.0,1.11,1000.0,1.46,1000.0,1.46,1000.0,1.46,1000.0,1.11,1000.0,1.05,1000.0,1.05,1000.0,1.7,1000.0,33265996,13504616.0,2020583.0,58805.0,1.228819124,1.228819169,1.228819208,1.228819133,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-05-13,13:00:00,Radnicki Nis,IMT Novi Beograd,2.28,2.52,3.15,3.9,3.15,3.6,1.4,1.85,2.16,3.5,1.92,2.1,1.91,2.08,2.78,980.0,2.28,980.0,2.5,25.0,2.78,1000.0,2.16,980.0,2.78,980.0,2.38,980.0,2.64,50.0,2.36,15.5,2.28,980.0,2.48,980.0,2.68,1000.0,2.58,36.0,2.56,32.0,2.64,55.0,2.72,1000.0,2.52,28.0,2.64,1000.0,2.78,1000.0,33266936,6555084.0,17203916.0,58805.0,1.228834308,1.228834353,1.228834392,1.228834317,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-05-13,14:00:00,Radomiak Radom,Ruch Chorzow,2.16,2.2,3.65,3.8,3.6,3.65,2.08,2.12,1.89,1.92,1.74,1.8,2.26,2.36,13.5,15.0,14.0,15.5,23.0,27.0,16.5,70.0,10.0,11.0,7.6,8.0,13.5,15.0,36.0,40.0,12.5,14.0,9.8,11.0,15.0,17.0,40.0,48.0,24.0,27.0,19.5,22.0,30.0,34.0,55.0,85.0,8.8,14.5,30.0,36.0,22.0,820.0,33252757,1306561.0,2160683.0,58805.0,1.228615011,1.228615021,1.22861501,1.22861502,0.0,2.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-05-13,14:00:00,Dubocica,Vrsac,3.95,20.0,3.3,8.6,1.51,1.61,1.07,6.0,1.21,18.0,1.12,1000.0,1.12,1000.0,1.48,980.0,2.52,980.0,2.7,970.0,4.2,1000.0,2.92,980.0,3.85,980.0,4.2,980.0,7.2,1000.0,2.78,970.0,3.3,980.0,6.4,980.0,16.0,1000.0,3.95,1000.0,8.6,1000.0,7.4,1000.0,8.6,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33267544,25173927.0,13082362.0,58805.0,1.228850141,1.228850186,1.228850225,1.22885015,1.0,1.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
SERBIA - PRVA LIGA,2024-05-13,14:00:00,Metalac,Kolubara,2.0,46.0,2.1,20.0,2.68,3.0,1.07,10.5,1.11,18.0,1.12,1000.0,1.12,1000.0,1.49,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,980.0,1.05,980.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.05,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,33267462,9541374.0,20849738.0,58805.0,1.228850231,1.228850276,1.228850315,1.22885024,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
SWEDEN - ALLSVENSKAN,2024-05-13,14:10:00,Goteborg,Malmo FF,5.2,5.4,1.76,1.77,4.0,4.2,2.12,2.18,1.85,1.89,1.83,1.88,2.14,2.22,15.0,16.0,8.6,9.4,9.8,10.5,16.5,18.0,18.0,20.0,8.4,9.0,9.2,9.8,16.0,17.5,36.0,40.0,18.5,19.5,17.5,19.5,29.0,32.0,60.0,130.0,55.0,65.0,60.0,70.0,80.0,110.0,60.0,65.0,9.2,9.8,30.0,1000.0,33250221,30689.0,174383.0,58805.0,1.228567434,1.228567479,1.228567518,1.228567443,0.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
BULGARIA - PARVA LIGA,2024-05-13,14:15:00,Botev Vratsa,Hebar,1.88,1.91,5.1,5.2,3.55,3.7,1.79,1.86,2.16,2.28,2.0,2.18,1.85,2.0,10.0,11.5,14.0,16.0,32.0,36.0,15.0,130.0,7.2,8.0,7.6,8.0,17.5,21.0,44.0,75.0,9.6,10.5,9.4,10.5,20.0,23.0,14.5,90.0,18.5,20.0,19.5,23.0,38.0,44.0,26.0,150.0,13.5,15.5,14.5,95.0,17.5,1000.0,33236660,5618938.0,20716789.0,58805.0,1.228343614,1.228343659,1.228343698,1.228343623,1.0,0.0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
SERBIA - SUPER LIGA,2024-05-13,15:00:00,Zeleznicar Pancevo,Radnik,1.33,1.35,7.6,18.0,5.3,6.6,1.29,2.34,1.75,4.5,1.12,1000.0,1.12,1000.0,15.0,980.0,25.0,48.0,5.9,140.0,6.2,830.0,6.6,8.6,11.0,14.5,19.0,60.0,6.0,290.0,6.4,8.6,9.6,11.5,26.0,40.0,6.0,240.0,5.7,12.5,8.0,15.5,5.6,55.0,6.2,270.0,3.2,6.6,15.0,500.0,6.2,1000.0,33265987,17203915.0,8860947.0,58805.0,1.228819214,1.228819259,1.228819298,1.228819223,4.0,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
ENGLAND - PREMIER LEAGUE,2024-05-13,16:00:00,Aston Villa,Liverpool,4.1,4.2,1.8,1.81,4.8,4.9,3.75,3.8,1.36,1.37,1.42,1.44,3.25,3.4,38.0,40.0,19.0,19.5,17.5,18.0,22.0,23.0,30.0,32.0,13.5,14.0,11.0,11.5,14.5,15.0,38.0,40.0,18.0,18.5,14.5,15.0,18.5,19.5,70.0,80.0,32.0,34.0,30.0,32.0,38.0,42.0,17.0,19.5,5.3,5.4,170.0,190.0,33232351,63908.0,56323.0,58805.0,1.228266045,1.228265984,1.228266044,1.228266055,3.0,3.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
PORTUGAL - LIGA PORTUGAL 2,2024-05-13,16:15:00,Leiria,Academico Viseu,2.22,2.3,3.6,3.85,3.35,3.45,1.81,1.88,2.14,2.24,1.83,2.04,1.97,2.22,10.0,14.5,9.6,16.0,18.5,32.0,4.8,85.0,8.4,10.5,7.0,8.2,11.5,19.0,4.8,60.0,11.5,16.5,9.8,12.5,14.0,24.0,4.7,75.0,20.0,36.0,18.5,32.0,5.0,55.0,4.9,150.0,4.1,22.0,4.6,60.0,5.2,1000.0,33253044,191603.0,7611327.0,58805.0,1.228617749,1.228617794,1.228617833,1.228617758,3.0,0.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
PERU - LIGA 1,2024-05-13,16:30:00,Alianza Atl.,Cienciano,1.87,1.92,4.9,5.6,3.45,3.65,1.8,1.88,2.14,2.24,1.89,2.08,1.92,2.12,10.0,13.5,13.0,980.0,6.0,42.0,6.8,140.0,7.2,8.8,7.0,8.6,5.6,980.0,6.6,80.0,8.6,11.5,8.8,12.0,5.6,980.0,6.6,95.0,5.4,22.0,5.4,23.0,6.2,48.0,6.8,140.0,4.9,55.0,6.6,110.0,7.2,1000.0,33252623,898396.0,480160.0,58805.0,1.228612821,1.228612866,1.228612905,1.22861283,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
ARGENTINA - LIGA PROFESIONAL,2024-05-13,19:00:00,Gimnasia L.P.,Velez Sarsfield,3.1,3.25,2.64,2.72,3.15,3.25,1.66,1.69,2.44,2.52,1.97,2.18,1.86,2.04,8.6,10.0,8.2,9.6,14.0,16.5,32.0,48.0,8.8,10.5,6.6,7.4,11.5,14.0,28.0,38.0,16.0,20.0,12.5,15.0,17.5,23.0,8.0,70.0,8.6,70.0,30.0,46.0,8.0,70.0,8.6,170.0,8.2,60.0,7.2,36.0,9.0,1000.0,33243506,1213581.0,192085.0,58805.0,1.228445592,1.228445602,1.228445591,1.228445601,3.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
BRAZIL - SERIE A,2024-05-13,20:00:00,Sao Paulo,Fluminense,1.8,1.81,5.6,5.8,3.7,3.75,1.74,1.77,2.3,2.36,2.14,2.24,1.8,1.88,10.0,11.0,15.0,15.5,36.0,40.0,95.0,160.0,6.8,7.0,7.8,8.0,21.0,22.0,24.0,90.0,8.8,9.2,9.8,10.5,23.0,24.0,26.0,110.0,17.0,18.5,19.5,21.0,44.0,48.0,28.0,170.0,14.0,14.5,55.0,130.0,34.0,1000.0,33231225,198126.0,198133.0,58805.0,1.228242612,1.228242596,1.228242611,1.228242621,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
CHILE - PRIMERA DIVISION,2024-05-13,20:00:00,Union La Calera,U. De Chile,5.0,5.5,1.79,1.82,3.8,4.1,1.98,2.04,1.96,2.02,1.84,2.06,1.95,2.2,12.5,16.0,7.8,9.6,8.8,11.5,15.5,21.0,15.0,19.0,7.8,9.8,9.2,11.5,16.0,21.0,29.0,42.0,16.0,22.0,17.5,23.0,28.0,42.0,6.6,130.0,6.2,75.0,6.4,80.0,6.6,130.0,6.4,85.0,4.5,13.0,6.8,1000.0,33252406,5271439.0,1069686.0,58805.0,1.228608563,1.228608608,1.228608647,1.228608572,1.0,3.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
