League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Goals_H,Goals_A,Back_Home,Back_Draw,Back_Away,Lay_Home,Lay_Draw,Lay_Away,Lay_0x1,Lay_0x2,Lay_1x0,Lay_0x0,Lay_Gol_H,Lay_Gol_A,Under45,over15,over25,under25,Lay_1x3,Lay_3x1,Lay_0x3,Lay_3x0,Lay_3x2,Lay_2x3
AUSTRALIA - A-LEAGUE,2024-03-15,05:45:00,Newcastle Jets,Adelaide United,2.28,2.34,2.94,3.0,4.3,4.5,3.15,3.4,1.41,1.46,1.42,1.47,3.1,3.4,29.0,36.0,22.0,25.0,26.0,29.0,44.0,48.0,18.5,21.0,10.5,12.5,13.0,14.5,23.0,26.0,19.5,23.0,11.0,12.5,13.0,13.5,24.0,27.0,30.0,34.0,17.5,19.5,21.0,22.0,36.0,40.0,7.6,8.6,10.5,12.5,110.0,240.0,33094570,1205125.0,571273.0,58805.0,1.22599008,1.225990084,1.225990159,1.225990081,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BULGARIA - PARVA LIGA,2024-03-15,11:15:00,Beroe,Botev Vratsa,1.95,2.0,4.8,4.9,3.35,3.6,1.72,1.79,2.28,2.38,2.06,2.18,1.85,1.94,8.6,980.0,11.0,980.0,7.2,980.0,7.2,980.0,6.6,980.0,4.4,14.0,6.4,980.0,8.0,980.0,5.2,12.0,5.0,980.0,6.8,980.0,4.5,980.0,6.8,980.0,7.0,980.0,7.8,980.0,8.8,980.0,5.8,980.0,10.0,980.0,4.7,1000.0,33097609,4127866.0,5618938.0,58805.0,1.225997215,1.22599726,1.225997299,1.225997224,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
ARMENIA - PREMIER LEAGUE,2024-03-15,12:00:00,Ararat-Armenia,Noah,2.0,2.54,3.3,4.3,2.06,7.0,2.02,3.05,1.49,1.97,1.61,1.93,2.02,2.62,13.5,19.0,10.5,18.0,3.0,32.0,3.8,75.0,9.8,13.5,6.4,10.5,10.5,18.0,27.0,48.0,12.5,17.5,8.2,13.5,15.5,22.0,14.0,60.0,20.0,36.0,5.4,28.0,25.0,44.0,19.0,110.0,1.55,55.0,1.55,42.0,46.0,1000.0,33107911,20740727.0,25068897.0,58805.0,1.226149492,1.226149537,1.226149576,1.226149501,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - EKSTRAKLASA,2024-03-15,14:00:00,Zaglebie,Stal Mielec,1.87,1.92,4.7,5.1,3.6,3.8,1.86,2.08,1.94,2.16,1.88,2.0,2.0,2.14,10.0,980.0,12.0,980.0,7.6,44.0,8.4,980.0,7.2,8.6,7.4,8.4,14.5,980.0,8.2,980.0,5.4,13.0,5.0,980.0,15.5,980.0,8.2,980.0,6.6,25.0,14.5,25.0,7.6,48.0,8.6,980.0,5.3,55.0,10.0,980.0,9.0,1000.0,33097934,166904.0,10133739.0,58805.0,1.22600142,1.226001465,1.226001504,1.226001429,0.0,0.0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
POLAND - DIVISION 1,2024-03-15,14:00:00,Polonia Warszawa,Wisla Plock,3.0,3.4,2.22,2.52,3.35,3.9,1.92,2.18,1.86,2.1,1.67,2.04,1.97,2.66,11.0,18.0,9.0,12.5,11.5,19.0,23.0,40.0,9.8,16.5,6.8,9.2,9.4,13.0,18.0,30.0,16.0,28.0,10.0,17.0,13.0,22.0,27.0,46.0,38.0,65.0,25.0,44.0,32.0,55.0,28.0,240.0,1.55,38.0,1.55,55.0,14.0,1000.0,33095691,10490469.0,487520.0,58805.0,1.22596498,1.225965026,1.225965067,1.225964989,2.0,2.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
POLAND - DIVISION 1,2024-03-15,14:00:00,Lechia Gdansk,Zaglebie Sosnowiec,1.45,1.49,7.8,9.6,4.5,5.2,1.89,2.12,1.9,2.12,2.16,2.36,1.74,1.86,12.5,980.0,6.2,980.0,7.2,980.0,4.3,1000.0,6.0,8.0,9.0,980.0,6.6,980.0,4.2,980.0,6.4,8.4,8.6,980.0,6.4,980.0,4.2,980.0,10.0,14.0,13.5,980.0,6.8,980.0,6.8,1000.0,4.0,55.0,4.3,1000.0,7.0,1000.0,33098604,3143305.0,2486936.0,58805.0,1.22601731,1.226017355,1.226017394,1.226017319,4.0,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
PERU - LIGA 1,2024-03-15,15:15:00,Union Comercio,Deportivo Garcilaso,2.18,2.34,3.25,3.7,3.45,3.75,1.93,2.16,1.86,2.08,1.76,1.88,2.14,2.3,10.5,980.0,10.0,980.0,17.5,980.0,2.66,980.0,7.8,980.0,3.35,980.0,4.2,980.0,3.2,980.0,10.5,980.0,2.28,980.0,4.3,980.0,2.72,980.0,2.74,980.0,2.52,980.0,4.9,980.0,2.78,980.0,2.38,55.0,2.58,980.0,2.74,1000.0,33100632,5481419.0,12104874.0,58805.0,1.226060247,1.226060292,1.226060331,1.226060256,0.0,4.0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
SWITZERLAND - CHALLENGE LEAGUE,2024-03-15,15:30:00,Schaffhausen,Bellinzona,2.32,2.4,3.35,3.6,3.25,3.55,1.78,1.9,2.12,2.28,1.87,2.0,2.0,2.14,8.6,11.5,10.5,980.0,7.0,28.0,8.0,980.0,4.9,980.0,7.0,7.8,5.8,980.0,8.4,980.0,6.4,17.5,5.5,980.0,6.2,980.0,8.0,980.0,7.4,980.0,7.0,34.0,7.6,980.0,8.2,980.0,5.1,27.0,4.1,980.0,4.2,1000.0,33095753,328835.0,457840.0,58805.0,1.225966636,1.225966646,1.225966635,1.225966645,2.0,1.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
BELGIUM - CHALLENGER PRO LEAGUE,2024-03-15,16:00:00,Waregem,Beerschot VA,2.38,2.6,2.66,2.92,3.65,4.4,2.52,4.9,1.52,1.65,1.51,1.6,2.24,5.0,18.0,980.0,13.0,980.0,16.5,980.0,4.1,980.0,12.0,980.0,7.6,980.0,9.6,980.0,18.5,980.0,14.5,980.0,9.0,980.0,3.5,980.0,4.3,980.0,4.3,980.0,16.0,980.0,20.0,980.0,3.0,980.0,2.6,980.0,2.7,980.0,3.1,980.0,33097813,505726.0,13734279.0,58805.0,1.225999358,1.225999403,1.225999442,1.225999367,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
BELGIUM - CHALLENGER PRO LEAGUE,2024-03-15,16:00:00,Beveren,Patro Eisden,2.18,2.36,3.4,3.75,3.45,3.8,1.89,2.04,1.97,2.12,1.8,1.93,2.08,11.0,2.04,980.0,11.0,980.0,2.56,1000.0,4.9,1000.0,8.2,980.0,6.8,980.0,4.7,980.0,2.24,980.0,11.0,980.0,9.2,980.0,5.0,980.0,11.0,1000.0,2.98,980.0,5.6,980.0,3.25,1000.0,1.77,1000.0,1.59,980.0,1.55,1000.0,6.4,1000.0,33095991,4910879.0,25213143.0,58805.0,1.22597024,1.225970288,1.225970328,1.22597025,0.0,1.0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
