Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
07/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,KTP,-,1.5,4.0,5.5,1.67,2.15,1.8,1.95
07/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,KuPS,AC Oulu,-,1.57,3.6,5.75,2.05,1.75,2.05,1.7
07/06/2023,12:00,FINLAND - VEIKKAUSLIIGA,Lahti,HJK,-,5.5,3.8,1.53,1.98,1.88,1.91,1.91
07/06/2023,12:00,LITHUANIA - A LYGA,Dziugas Telsiai,Siauliai FA,ROUND 17,8.1,5.15,1.31,1.51,2.32,1.82,1.94
07/06/2023,13:00,LITHUANIA - A LYGA,Dainava Alytus,FK Panevezys,ROUND 17,3.05,3.16,2.3,2.21,1.65,1.86,1.9
07/06/2023,14:00,LITHUANIA - A LYGA,Hegelmann,Zalgiris,ROUND 17,5.15,4.04,1.57,1.93,1.85,1.84,1.92
07/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Argentinos Jrs (Arg),Liverpool M. (Uru),GROUP STAGE ,1.33,5.5,8.0,1.6,2.3,1.95,1.8
07/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Ind. del Valle (Ecu),Corinthians (Bra),GROUP STAGE ,1.7,3.75,5.25,2.08,1.73,2.0,1.75
07/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Nacional (Uru),Internacional (Bra),GROUP STAGE ,2.8,3.3,2.55,2.1,1.7,1.91,1.91
07/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Aucas (Ecu),Nublense (Chi),GROUP STAGE ,1.6,4.0,5.75,2.05,1.75,2.05,1.7
07/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,Palmeiras (Bra),Barcelona SC (Ecu),GROUP STAGE ,1.25,6.0,12.0,1.53,2.4,2.05,1.7
07/06/2023,21:30,SOUTH AMERICA - COPA LIBERTADORES,River Plate (Arg),Fluminense (Bra),GROUP STAGE ,1.8,3.8,4.2,1.73,2.08,1.7,2.05
07/06/2023,23:00,SOUTH AMERICA - COPA LIBERTADORES,The Strongest (Bol),Sporting Cristal (Per),GROUP STAGE ,1.4,4.2,8.5,1.73,2.08,1.95,1.8
07/06/2023,07:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Suwon Bluewings,ROUND 17,1.8,3.6,4.5,2.05,1.8,1.83,1.83
07/06/2023,07:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Daegu,ROUND 17,1.8,3.5,4.2,2.05,1.75,1.83,1.83
07/06/2023,07:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Daejeon,ROUND 17,2.3,3.25,2.88,2.02,1.82,1.8,1.91
07/06/2023,07:30,SOUTH KOREA - K LEAGUE 1,Incheon,Seoul,ROUND 17,2.55,3.1,2.63,2.05,1.75,1.8,1.91
07/06/2023,16:00,SPAIN - LALIGA2,Levante,Albacete,PROMOTION ,1.91,3.4,4.33,2.1,1.7,1.91,1.8
07/06/2023,14:00,TURKEY - SUPER LIG,Ankaragucu,Adana Demirspor,ROUND 38,2.15,4.0,2.63,1.36,3.1,1.36,3.0
07/06/2023,14:00,TURKEY - SUPER LIG,Besiktas,Konyaspor,ROUND 38,1.3,6.0,7.5,1.4,2.88,1.73,2.0
07/06/2023,14:00,TURKEY - SUPER LIG,Giresunspor,Antalyaspor,ROUND 38,1.8,3.75,3.6,1.6,2.3,1.53,2.38
07/06/2023,14:00,TURKEY - SUPER LIG,Istanbulspor AS,Umraniyespor,ROUND 38,1.5,4.33,5.25,1.48,2.6,1.57,2.25
07/06/2023,21:30,USA - MLS,FC Dallas,St. Louis City,-,,,,,,,
07/06/2023,23:30,USA - MLS,Los Angeles FC,Atlanta Utd,-,1.7,4.2,4.5,1.57,2.35,1.57,2.25
07/06/2023,20:30,USA - USL CHAMPIONSHIP,Charleston,Detroit,-,1.92,3.58,3.56,1.8,1.99,1.66,2.16
