Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,jFYIihjB,25/01/2025,00:00,MEXICO - LIGA DE EXPANSION MX,Atletico La Paz,Correcaminos,CLAUSURA ,1.88,3.65,3.5,,,,,1.19,3.7,1.55,2.15,2.27,1.5,3.65,1.2,1.5,2.25,1.85,1.85,,,15.0,14.5,23.0,50.0,9.75,7.4,12.0,27.0,10.75,8.25,12.0,28.0,17.5,13.5,19.5,40.0,250.0
2,xI1Rs01C,25/01/2025,00:00,MEXICO - LIGA MX,Club Tijuana,Queretaro,CLAUSURA ,1.55,4.5,5.0,1.33,3.25,1.03,15.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.8,1.95,1.55,2.38,1.18,4.65,13.0,15.0,26.0,51.0,7.5,8.5,15.0,41.0,7.5,8.5,19.0,41.0,11.0,12.0,23.0,51.0,251.0
3,4jlKqMWa,25/01/2025,00:00,MEXICO - LIGA MX,Mazatlan FC,Toluca,CLAUSURA ,3.1,3.6,2.2,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,2.85,1.4,1.65,2.2,15.0,10.0,12.0,21.0,13.0,7.0,9.0,17.0,17.0,11.0,12.0,21.0,34.0,23.0,26.0,41.0,126.0
4,2w02Gn6S,25/01/2025,01:00,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Central Coast Mariners,ROUND 16,2.9,3.2,2.5,1.4,2.75,1.06,10.0,1.29,3.75,1.98,1.88,3.4,1.33,6.5,1.11,1.7,2.05,2.75,1.43,1.55,2.38,10.0,9.0,12.0,23.0,9.5,6.0,9.5,19.0,15.0,11.0,13.0,29.0,29.0,23.0,29.0,41.0,201.0
5,bilM1DXh,25/01/2025,03:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Perth Glory,ROUND 16,1.62,4.2,5.25,1.25,3.75,1.03,17.0,1.14,5.5,1.44,2.75,2.1,1.73,3.75,1.29,1.53,2.38,1.6,2.3,1.18,4.65,19.0,21.0,29.0,51.0,11.0,8.5,17.0,34.0,10.0,8.5,13.0,34.0,13.0,11.0,19.0,34.0,101.0
6,0r3PeWBD,25/01/2025,04:00,HONG KONG - PREMIER LEAGUE,Southern District,Kowloon City,ROUND 14,1.6,4.25,4.35,,,,,1.2,3.6,1.47,2.35,2.12,1.57,3.3,1.24,1.53,2.18,,,,,17.5,17.5,29.0,70.0,10.0,8.75,14.5,35.0,9.5,8.25,14.0,32.0,13.0,11.5,19.0,45.0,250.0
7,hMibd4cJ,25/01/2025,04:30,INDIA - I-LEAGUE,Namdhari,Lajong,ROUND 10,2.15,3.3,3.1,1.38,2.57,,,1.26,3.15,1.78,1.83,2.8,1.33,,,1.65,2.0,,,,,10.5,10.0,17.0,40.0,8.25,6.5,11.0,26.0,11.0,8.75,13.0,32.0,21.0,16.5,25.0,55.0,400.0
8,MJMNygto,25/01/2025,05:00,INDONESIA - LIGA 1,Malut United,Persik Kediri,ROUND 20,2.0,3.15,3.65,1.4,2.52,,,1.36,2.67,2.05,1.62,3.4,1.23,,,1.83,1.78,1.95,1.75,,,8.0,9.25,19.0,55.0,6.4,6.2,12.5,37.0,9.0,8.75,15.5,45.0,18.0,17.5,32.0,80.0,800.0
9,6HiUai25,25/01/2025,05:35,AUSTRALIA - A-LEAGUE,Macarthur FC,Melbourne City,ROUND 16,2.75,3.5,2.45,1.33,3.25,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.57,2.25,2.68,1.45,1.55,2.38,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,15.0,10.0,12.0,23.0,29.0,21.0,23.0,34.0,126.0
10,ARP5affm,25/01/2025,07:00,SINGAPORE - PREMIER LEAGUE,Tampines,Hougang,ROUND 24,1.3,5.5,5.75,1.13,6.0,1.01,34.0,1.04,13.0,1.17,5.0,1.44,2.63,2.0,1.73,1.33,3.25,1.33,3.3,,,34.0,41.0,51.0,81.0,21.0,17.0,23.0,41.0,15.0,11.0,15.0,29.0,15.0,11.0,15.0,29.0,67.0
