Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Ma2wCouC,14/02/2025,05:30,INDONESIA - LIGA 1,Semen Padang,Persita,ROUND 23,1.8,3.35,4.2,1.44,2.6,,,1.3,2.95,1.88,1.72,3.0,1.28,,,1.78,1.83,1.78,1.93,,,9.25,12.0,25.0,70.0,6.6,6.5,13.5,40.0,8.25,8.25,14.5,45.0,15.0,15.0,27.0,70.0,600.0
2,AonBjvbs,14/02/2025,05:35,AUSTRALIA - A-LEAGUE,Melbourne Victory,Wellington Phoenix,ROUND 19,1.44,4.5,7.0,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,2.5,1.53,4.33,1.22,1.75,2.0,1.43,2.75,1.12,6.25,17.0,21.0,34.0,67.0,9.0,9.0,19.0,41.0,8.0,8.5,17.0,41.0,10.0,11.0,21.0,41.0,201.0
3,lGFDPONN,14/02/2025,08:00,VIETNAM - V.LEAGUE 1,Da Nang,Viettel,ROUND 13,3.25,3.1,2.18,1.52,2.22,1.1,5.8,1.47,2.32,2.35,1.47,4.05,1.16,,,2.07,1.6,,,1.8,1.91,6.8,5.8,9.0,20.0,7.4,6.2,9.75,22.0,15.0,12.5,19.5,45.0,45.0,37.0,55.0,120.0,101.0
4,SCXwAP9O,14/02/2025,09:00,INDONESIA - LIGA 1,Persik Kediri,Persis Solo,ROUND 23,2.07,3.15,3.4,1.42,2.47,,,1.3,2.92,1.88,1.72,3.0,1.28,,,1.7,1.91,,,,,9.25,10.25,18.5,50.0,7.3,6.1,11.5,30.0,10.0,8.5,13.5,37.0,20.0,17.0,27.0,60.0,500.0
5,YmipK2oo,14/02/2025,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Thanh Hoa,ROUND 13,3.05,3.1,2.27,1.47,2.32,,,1.42,2.47,2.22,1.52,3.75,1.18,,,1.93,1.7,,,,,7.3,6.3,9.75,22.0,7.7,6.1,9.5,22.0,14.5,11.5,17.0,40.0,40.0,32.0,45.0,100.0,1000.0
6,lloxRzK7,14/02/2025,10:30,INDIA - I-LEAGUE,Lajong,Sreenidi Deccan,ROUND 14,2.0,3.5,3.3,,,,,,,1.47,2.32,2.12,1.57,3.3,1.24,1.42,2.47,1.95,1.75,,,15.0,15.0,22.0,50.0,11.25,7.4,11.5,25.0,13.0,8.5,10.75,24.0,21.0,14.0,17.5,32.0,175.0
7,YgAtdPzH,14/02/2025,11:00,INDIA - ISL,Odisha FC,Hyderabad,ROUND 22,1.7,3.9,4.33,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.57,2.25,1.68,2.15,1.2,4.4,15.0,17.0,26.0,51.0,9.5,8.0,15.0,34.0,9.5,8.5,13.0,34.0,15.0,12.0,21.0,41.0,126.0
8,WQuUevml,14/02/2025,11:10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Orubah,Al Kholood,ROUND 20,3.1,3.2,2.25,1.44,2.63,1.06,8.0,1.3,3.4,2.05,1.75,3.5,1.29,6.5,1.1,1.83,1.83,3.1,1.35,1.63,2.25,9.0,7.5,11.0,21.0,9.5,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,600.0
9,td1k3MfE,14/02/2025,12:05,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Fateh,ROUND 20,1.85,3.7,3.5,1.3,3.4,1.01,15.0,1.17,4.5,1.57,2.35,2.38,1.53,4.33,1.2,1.57,2.25,1.9,1.9,1.3,3.45,15.0,15.0,21.0,41.0,10.0,7.5,13.0,26.0,11.0,9.0,13.0,29.0,17.0,15.0,21.0,41.0,126.0
10,Gl6rcc1c,14/02/2025,12:30,BULGARIA - PARVA LIGA,Botev Vratsa,Lok. Sofia,ROUND 21,2.55,2.9,3.0,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.5,1.5,1.38,3.0,7.0,8.0,13.0,29.0,7.0,5.5,12.0,29.0,11.0,11.0,15.0,41.0,26.0,23.0,41.0,51.0,351.0
