Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,WAs0NrhO,11/09/2023,15:00,PORTUGAL - TAÇA DE PORTUGAL,Sintrense,Operario,1/128-FINALS,1.53,3.5,5.75,1.33,3.25,1.04,12.0,1.22,4.0,1.73,2.08,2.63,1.44,5.0,1.17,1.8,1.91,1.55,2.38,1.14,5.75,12.0,17.0,34.0,67.0,8.0,7.5,19.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,23.0,41.0,201.0
2,WxC05Isr,11/09/2023,15:40,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,Patronato,ROUND 33,2.3,2.9,3.5,1.57,2.25,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,2.3,1.6,1.33,3.3,6.0,7.5,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,51.0,21.0,23.0,41.0,81.0,201.0
3,QZ3JJmpl,11/09/2023,15:45,ITALY - SERIE C,Benevento,Virtus Francavilla,GROUP C ,1.75,3.5,4.5,1.45,2.55,1.07,6.8,1.35,2.95,2.05,1.72,3.4,1.27,6.0,1.1,1.93,1.78,1.72,2.05,,,7.5,10.0,21.0,67.0,5.5,6.0,13.0,41.0,6.0,6.5,13.0,51.0,10.0,11.0,23.0,67.0,201.0
4,0hdWGoU6,11/09/2023,15:45,ITALY - SERIE C,Foggia,Giugliano,GROUP C ,1.87,3.4,4.0,1.5,2.5,1.08,6.6,1.38,2.82,2.15,1.65,3.6,1.24,6.3,1.08,1.95,1.75,1.83,1.9,,,7.0,9.5,18.0,46.0,5.5,5.5,11.0,26.0,7.0,7.0,13.0,41.0,12.0,13.0,23.0,71.0,201.0
5,UR0zG5qD,11/09/2023,15:45,ITALY - SERIE C,Juve Stabia,Avellino,GROUP C ,2.65,2.95,2.77,1.57,2.32,1.1,5.8,1.45,2.57,2.3,1.55,4.05,1.2,7.1,1.07,1.93,1.78,2.42,1.52,,,6.0,6.5,10.0,23.0,6.5,5.0,8.5,20.0,10.0,8.5,12.0,34.0,23.0,19.0,34.0,81.0,201.0
6,AyqOMyIP,11/09/2023,15:45,ITALY - SERIE C,Picerno,Taranto,GROUP C ,2.12,2.9,3.8,1.65,2.15,1.13,5.2,1.55,2.3,2.6,1.44,4.7,1.15,8.0,1.05,2.18,1.62,2.07,1.7,,,5.5,7.5,15.0,46.0,4.5,5.0,12.0,41.0,7.0,7.5,15.0,61.0,15.0,17.0,36.0,101.0,201.0
7,t6h7qSbc,11/09/2023,16:00,SPAIN - LALIGA2,Eldense,Alcorcon,ROUND 5,2.4,3.0,3.3,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,2.3,1.6,1.33,3.3,6.0,7.5,15.0,41.0,6.0,6.0,13.0,34.0,9.5,10.0,19.0,51.0,21.0,23.0,41.0,81.0,201.0
8,A313uTek,11/09/2023,18:00,COLOMBIA - PRIMERA A,Envigado,Aguilas,CLAUSURA ,3.3,3.2,2.3,1.57,2.25,1.1,7.0,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.1,1.67,3.1,1.35,1.63,2.25,7.0,6.0,10.0,21.0,7.5,6.0,10.0,23.0,15.0,12.0,19.0,41.0,34.0,29.0,41.0,67.0,201.0
9,YsvKUTTC,11/09/2023,19:00,URUGUAY - PRIMERA DIVISION,Montevideo City,La Luz,CLAUSURA ,2.0,3.4,3.5,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.73,2.0,2.05,1.8,1.3,3.45,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
10,vDlDOTrn,11/09/2023,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Defensa y Justicia,Godoy Cruz,ROUND 1,1.95,3.25,3.5,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.03,1.83,1.28,3.55,9.0,9.5,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
11,lfMxfSAr,11/09/2023,20:15,COLOMBIA - PRIMERA A,Huila,Deportes Tolima,CLAUSURA ,3.3,3.1,2.3,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,3.1,1.35,1.6,2.3,7.0,6.0,10.0,21.0,8.0,6.0,10.0,21.0,15.0,13.0,19.0,41.0,34.0,34.0,41.0,67.0,351.0
12,W2ubOpS1,11/09/2023,20:30,BRAZIL - SERIE B,Avai,Novorizontino,ROUND 27,2.87,2.95,2.55,1.6,2.25,1.11,5.5,1.5,2.4,2.5,1.47,4.45,1.17,7.7,1.05,2.05,1.7,2.35,1.55,,,6.0,6.5,11.0,26.0,7.0,5.5,10.0,23.0,12.0,11.0,17.0,41.0,31.0,26.0,51.0,101.0,201.0
