Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Ofauo3nB,01/07/2024,07:30,SOUTH KOREA - K LEAGUE 2,Asan,Seoul E-Land,ROUND 20,2.75,3.1,2.63,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,2.68,1.45,1.48,2.6,7.5,7.5,12.0,26.0,7.5,6.0,11.0,23.0,12.0,11.0,17.0,34.0,29.0,23.0,41.0,51.0,1000.0
2,AieynqX4,01/07/2024,07:30,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Jeonnam,ROUND 20,2.55,3.4,2.63,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,2.5,1.5,1.5,2.5,9.5,8.5,13.0,26.0,8.5,6.5,10.0,21.0,12.0,10.0,15.0,29.0,26.0,21.0,29.0,51.0,251.0
3,d41kqxgM,01/07/2024,11:30,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Pakhtakor,ROUND 5,2.27,2.9,3.25,1.44,2.42,1.05,7.3,1.38,2.57,2.12,1.57,3.5,1.21,8.0,1.03,1.8,1.8,,,,,7.4,8.5,16.5,45.0,6.7,5.7,11.5,32.0,10.5,9.0,14.5,40.0,24.0,20.0,32.0,75.0,700.0
4,MqQ7ZGwt,01/07/2024,13:00,EGYPT - PREMIER LEAGUE,Al Masry,El Gouna,ROUND 29,1.65,3.2,5.7,1.44,2.42,1.04,7.5,1.38,2.57,2.1,1.57,3.5,1.21,7.8,1.04,2.0,1.65,,,,,7.3,11.75,32.0,120.0,5.5,6.4,18.5,75.0,7.0,8.25,18.5,80.0,12.5,14.5,32.0,110.0,900.0
5,ll5RPW1e,01/07/2024,14:00,EGYPT - PREMIER LEAGUE,El Gaish,Al Ahly,ROUND 13,8.75,4.2,1.35,1.4,2.52,1.02,9.1,1.28,3.05,1.9,1.82,2.95,1.3,6.05,1.08,2.15,1.55,,,,,9.5,5.6,5.6,8.0,19.5,8.75,8.75,12.5,60.0,28.0,24.0,35.0,250.0,120.0,110.0,150.0,900.0
6,fLEh3ZkC,01/07/2024,15:00,BRAZIL - BRASILEIRO WOMEN,Internacional W,Bragantino W,ROUND 11,1.7,3.45,4.4,1.35,2.94,1.03,8.85,1.26,3.4,1.75,1.88,3.04,1.31,5.5,1.11,1.75,1.95,,,,,10.5,10.5,21.0,60.0,6.4,6.0,12.0,35.0,7.2,6.8,12.0,35.0,11.25,10.5,18.5,45.0,300.0
7,pU33FmOB,01/07/2024,17:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Cavalry,-,3.0,3.05,2.42,1.47,2.62,1.09,6.6,1.4,2.8,2.2,1.65,3.8,1.24,6.8,1.08,1.85,1.85,,,1.57,2.37,6.6,6.8,11.75,28.0,8.5,6.2,10.25,24.0,16.5,11.5,16.0,40.0,45.0,30.0,40.0,90.0,800.0
8,rXDZHIhO,01/07/2024,19:00,BRAZIL - SERIE B,Santos,Chapecoense-SC,ROUND 13,1.42,4.2,8.0,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,2.38,1.53,1.43,2.75,1.1,7.0,9.0,15.0,41.0,81.0,5.5,8.5,23.0,67.0,6.0,9.5,23.0,67.0,9.0,13.0,34.0,81.0,201.0
9,KzK40MCM,01/07/2024,19:35,ARGENTINA - PRIMERA NACIONAL,Talleres (R.E),Quilmes,ROUND 21,2.9,2.88,2.7,1.62,2.2,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.2,1.62,2.85,1.4,1.48,2.6,5.5,6.5,11.0,29.0,6.5,5.5,12.0,29.0,12.0,12.0,19.0,41.0,29.0,29.0,41.0,81.0,201.0
10,GnHm698A,01/07/2024,20:00,BRAZIL - SERIE A,Palmeiras,Corinthians,ROUND 13,1.5,4.0,7.5,1.4,2.75,1.06,10.0,1.33,3.4,2.08,1.82,3.75,1.29,7.0,1.1,2.1,1.67,1.5,2.5,1.12,6.4,9.0,15.0,34.0,81.0,6.0,7.5,21.0,51.0,6.5,8.5,21.0,51.0,10.0,13.0,29.0,67.0,501.0
11,novpxMwt,01/07/2024,21:00,BRAZIL - SERIE B,CRB,Brusque,ROUND 13,1.62,3.7,5.75,1.44,2.63,1.08,8.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.2,1.62,1.63,2.25,1.17,5.0,8.0,11.0,26.0,51.0,5.5,7.0,17.0,41.0,7.0,9.0,21.0,51.0,12.0,15.0,34.0,81.0,201.0
