Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,pKdjRt9T,08/05/2024,04:45,PHILIPPINES - PFL,Kaya,Philippine Air Force,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4nrFZzf0,08/05/2024,07:00,VIETNAM - V.LEAGUE 1,Quang Nam,Cong An,ROUND 17,3.35,3.3,2.05,1.39,2.57,1.02,9.3,1.27,3.1,1.85,1.87,2.82,1.32,5.97,1.1,1.65,1.98,,,,,10.25,8.0,10.5,19.5,10.25,6.4,8.5,16.0,18.0,11.5,13.0,24.0,45.0,30.0,35.0,55.0,400.0
3,CCoNXEOC,08/05/2024,08:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Hai Phong,ROUND 17,3.25,3.25,2.1,1.42,2.47,1.02,9.15,1.3,2.92,1.95,1.75,3.05,1.28,6.51,1.08,1.72,1.88,,,1.88,1.82,9.5,7.2,10.0,19.5,9.75,6.4,8.75,17.5,17.5,11.25,14.0,29.0,45.0,29.0,35.0,65.0,500.0
4,j3pRWYwJ,08/05/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Hong Linh Ha Tinh,ROUND 17,1.7,3.6,4.45,1.35,2.94,1.01,9.7,1.26,3.2,1.8,1.9,2.77,1.33,5.6,1.11,1.72,1.88,,,,,10.75,13.0,26.0,75.0,7.1,7.1,14.5,40.0,8.0,8.0,15.0,45.0,13.5,13.5,25.0,70.0,500.0
5,rwsJYf96,08/05/2024,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Binh Duong,ROUND 17,1.5,4.1,5.6,1.32,3.1,1.01,9.7,1.24,3.3,1.7,1.91,2.65,1.36,5.08,1.13,1.83,1.78,1.78,1.93,,,11.75,15.5,35.0,110.0,6.9,8.0,18.0,60.0,7.0,8.25,18.0,60.0,10.25,12.0,26.0,80.0,700.0
6,h8O9eIGJ,08/05/2024,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Thanh Hoa,ROUND 17,2.95,3.45,2.18,1.39,2.57,1.02,9.0,1.29,3.0,1.91,1.8,3.0,1.29,6.28,1.09,1.72,1.88,,,,,10.25,7.7,10.5,20.0,9.25,6.7,9.0,17.5,15.0,10.75,14.5,29.0,35.0,25.0,35.0,70.0,500.0
7,OnJRFU2p,08/05/2024,11:00,MOLDOVA - SUPER LIGA,Drochia,Sparta Selemet,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,vFseLjuN,08/05/2024,11:00,MOLDOVA - SUPER LIGA,Floresti,Saxan Gagauz Yeri,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,I5taKAfT,08/05/2024,11:00,MOLDOVA - SUPER LIGA,Victoria,Univer-Oguzsport,RELEGATION GROUP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,IVe1dNrK,08/05/2024,11:00,SERBIA - SUPER LIGA,TSC,Radnicki 1923,CHAMPIONSHIP GROUP ,1.87,3.75,3.65,1.33,3.05,1.04,8.5,1.2,4.0,1.62,2.2,2.5,1.47,4.15,1.19,1.57,2.25,1.83,1.9,,,8.5,14.0,22.0,50.0,9.0,7.4,12.0,28.0,10.0,8.25,12.5,30.0,16.5,13.5,21.0,45.0,300.0
