Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
08/06/2023,15:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Twente,CONFERENCE LEAGUE ,4.0,3.8,1.85,1.73,2.08,1.67,2.1
08/06/2023,20:10,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Estudiantes Rio Cuarto,ROUND 20,2.09,3.1,3.96,2.68,1.4,2.31,1.58
08/06/2023,12:00,AUSTRIA - BUNDESLIGA,A. Lustenau,Austria Vienna,CONFERENCE LEAGUE ,3.4,3.6,2.05,1.8,2.0,1.62,2.2
08/06/2023,16:00,BRAZIL - SERIE B,Criciuma,Juventude,ROUND 11,1.96,3.32,4.1,2.43,1.57,2.11,1.69
08/06/2023,08:35,CHINA - SUPER LEAGUE,Changchun Yatai,Shenzhen,ROUND 12,1.22,5.0,11.0,1.67,2.15,2.2,1.62
08/06/2023,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Tianjin Jinmen Tiger,ROUND 12,1.75,3.6,4.2,2.0,1.85,1.91,1.91
08/06/2023,08:35,CHINA - SUPER LEAGUE,Qingdao Hainiu,Shanghai Shenhua,ROUND 12,3.6,3.2,1.91,2.08,1.73,1.91,1.91
08/06/2023,13:00,EGYPT - PREMIER LEAGUE,El Ismaily,El Gaish,ROUND 31,2.76,2.79,2.94,2.51,1.44,2.08,1.71
08/06/2023,15:30,EGYPT - PREMIER LEAGUE,Aswan SC,Arab Contractors,ROUND 31,3.44,2.97,2.33,2.48,1.54,2.03,1.75
08/06/2023,12:15,FINLAND - VEIKKAUSLIIGA,SJK,VPS,-,1.5,3.6,6.0,2.05,1.8,2.05,1.7
08/06/2023,15:30,ITALY - SERIE B,Cagliari,Bari,PLAY OFFS ,1.8,3.3,4.75,2.25,1.62,2.0,1.75
08/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Metropolitanos (Ven),Ind. Medellin (Col),GROUP STAGE ,5.75,3.8,1.57,2.05,1.75,2.05,1.7
08/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Flamengo RJ (Bra),Racing Club (Arg),GROUP STAGE ,1.44,4.5,7.0,1.82,2.02,2.05,1.7
08/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Olimpia Asuncion (Par),Atl. Nacional (Col),GROUP STAGE ,2.1,3.2,3.6,2.05,1.75,1.8,1.95
08/06/2023,16:00,SPAIN - LALIGA2,Alaves,Eibar,PROMOTION ,2.25,2.9,3.75,2.7,1.44,2.2,1.62
08/06/2023,14:00,TURKEY - 1. LIG,Pendikspor,Bodrumspor,PLAY OFFS ,2.2,3.1,3.0,2.02,1.77,1.8,1.91
