Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,x0QcuwX9,30/01/2024,05:00,INDONESIA - LIGA 1,Persebaya,PSIS Semarang,ROUND 20,2.3,3.2,2.9,1.39,2.57,1.01,9.5,1.26,3.15,1.83,1.87,2.8,1.33,5.65,1.09,1.62,2.05,,,,,10.25,8.25,13.5,30.0,7.9,5.7,9.25,21.0,10.75,7.9,11.0,26.0,21.0,15.0,21.0,45.0,250.0
2,xO4tXEvj,30/01/2024,09:00,INDONESIA - LIGA 1,Persis Solo,Madura United,ROUND 21,2.45,3.2,2.72,1.35,2.94,1.01,9.7,1.26,3.2,1.8,1.9,2.75,1.34,5.55,1.1,1.6,2.07,,,,,10.5,10.0,15.0,32.0,8.75,6.3,9.75,21.0,12.5,9.25,12.5,27.0,27.0,19.5,26.0,50.0,350.0
3,6RlxgMuF,30/01/2024,12:00,NIGERIA - NPFL,Rivers United,Enyimba,ROUND 14,1.57,3.4,6.4,1.55,2.15,1.08,6.6,1.47,2.32,2.35,1.47,4.05,1.16,,,2.37,1.45,,,,,6.5,11.5,37.0,175.0,4.6,7.2,23.0,110.0,5.8,9.0,27.0,120.0,10.5,16.5,50.0,200.0,
4,A9O1gJJb,30/01/2024,13:30,SENEGAL - LIGUE 1,Linguere,Jaraaf,ROUND 13,2.77,2.55,2.8,1.7,1.85,1.14,4.65,1.65,1.98,3.2,1.28,6.75,1.06,11.0,1.01,2.45,1.52,,,,,4.8,4.9,9.75,27.0,5.0,4.75,9.75,27.0,9.75,9.5,16.5,45.0,27.0,26.0,45.0,110.0,
5,8tObW45F,30/01/2024,15:30,SWITZERLAND - CHALLENGE LEAGUE,Wil,Schaffhausen,ROUND 16,1.82,3.7,3.85,1.35,2.95,1.04,8.25,1.23,3.75,1.7,2.07,2.67,1.42,4.5,1.17,1.65,2.1,1.78,1.95,,,8.25,13.0,23.0,55.0,8.25,7.3,13.0,32.0,9.25,8.25,13.5,35.0,15.5,13.5,22.0,55.0,350.0
6,rZQnZ6Ld,30/01/2024,16:15,SWITZERLAND - CHALLENGE LEAGUE,Baden,Aarau,ROUND 16,4.1,3.8,1.75,1.3,3.2,1.03,9.0,1.18,4.35,1.55,2.32,2.3,1.55,3.75,1.23,1.53,2.35,,,2.05,1.72,9.0,9.75,10.25,15.5,16.5,7.7,8.25,12.5,28.0,13.5,12.0,18.5,65.0,32.0,30.0,40.0,250.0
7,GlbgIdOq,30/01/2024,16:30,SWITZERLAND - SUPER LEAGUE,Young Boys,Yverdon,ROUND 21,1.4,4.75,7.5,1.25,3.75,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.8,1.91,1.38,3.0,1.1,7.0,15.0,21.0,41.0,81.0,9.0,9.0,21.0,51.0,7.5,9.0,17.0,41.0,9.0,11.0,23.0,51.0,201.0
8,4CVPZOgH,30/01/2024,16:30,SWITZERLAND - SUPER LEAGUE,Winterthur,Basel,ROUND 21,2.3,3.6,3.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.3,1.6,1.43,2.75,13.0,11.0,15.0,29.0,9.5,7.0,11.0,21.0,12.0,9.5,13.0,29.0,21.0,17.0,23.0,41.0,151.0
9,2mD63xp7,30/01/2024,16:30,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Cercle Brugge KSV,ROUND 23,3.4,3.8,1.95,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,2.75,1.4,5.0,1.17,1.62,2.2,3.45,1.3,1.93,1.93,15.0,9.0,10.0,17.0,12.0,7.5,8.5,15.0,19.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,151.0
10,UZEb5bFf,30/01/2024,16:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Kortrijk,ROUND 23,1.11,9.0,19.0,1.2,4.33,1.01,23.0,1.11,6.5,1.36,3.1,1.91,1.8,3.25,1.33,2.38,1.53,1.12,6.25,,,21.0,41.0,81.0,301.0,9.5,17.0,41.0,126.0,6.5,12.0,34.0,101.0,6.5,12.0,34.0,101.0,501.0
11,6yjcidOO,30/01/2024,16:30,ENGLAND - PREMIER LEAGUE,Nottingham,Arsenal,ROUND 22,8.5,4.5,1.4,1.33,3.25,1.04,13.0,1.22,4.33,1.67,2.15,2.75,1.44,5.0,1.17,1.95,1.8,7.0,1.1,3.0,1.38,12.0,8.0,7.5,10.0,23.0,9.5,9.5,13.0,41.0,26.0,21.0,29.0,101.0,67.0,51.0,67.0,401.0
12,rXs2Vmim,30/01/2024,16:45,ENGLAND - LEAGUE ONE,Oxford Utd,Portsmouth,ROUND 18,2.8,3.5,2.45,1.36,3.0,1.04,12.0,1.22,4.0,1.8,2.0,3.0,1.36,5.5,1.14,1.62,2.2,2.68,1.45,1.55,2.38,12.0,9.5,13.0,23.0,10.0,6.5,9.5,19.0,15.0,10.0,13.0,26.0,29.0,21.0,26.0,41.0,151.0
