Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,rq2B4u8j,07/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,Haka,Mariehamn,-,1.83,3.5,3.6,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.7,2.05,1.88,1.98,1.26,3.7,12.0,12.0,21.0,41.0,8.0,7.0,13.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,23.0,41.0,201.0
2,pltfTOpi,07/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,Lahti,Inter Turku,-,3.6,3.5,1.8,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.7,2.05,3.55,1.28,1.95,1.9,13.0,8.5,9.5,15.0,13.0,7.0,8.5,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
3,rZbcSr0c,07/06/2024,12:00,FINLAND - VEIKKAUSLIIGA,VPS,Ilves,-,2.55,3.3,2.38,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.6,1.48,1.53,2.43,13.0,10.0,13.0,23.0,11.0,7.0,9.5,19.0,15.0,10.0,12.0,23.0,26.0,21.0,26.0,41.0,151.0
4,xdb1R2F3,07/06/2024,14:00,FINLAND - VEIKKAUSLIIGA,HJK,SJK,-,1.9,3.5,3.4,1.36,3.0,1.05,11.0,1.25,3.75,1.88,1.98,3.25,1.33,6.0,1.13,1.75,2.0,1.98,1.88,1.3,3.45,11.0,11.0,19.0,41.0,8.0,7.0,12.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,26.0,51.0,201.0
5,n9A4yx31,07/06/2024,15:45,IRELAND - PREMIER DIVISION,Derry City,Galway,ROUND 20,1.75,3.5,4.75,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.2,1.62,1.75,2.05,1.21,4.25,7.5,9.5,21.0,51.0,5.5,7.0,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,81.0,501.0
6,WChNhOFo,07/06/2024,15:45,IRELAND - PREMIER DIVISION,Drogheda,St. Patricks,ROUND 20,3.0,3.25,2.3,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.7,2.05,3.0,1.38,1.65,2.2,11.0,8.5,11.0,21.0,11.0,6.5,9.0,17.0,17.0,11.0,13.0,26.0,34.0,23.0,29.0,41.0,201.0
7,A3iRirVi,07/06/2024,15:45,IRELAND - PREMIER DIVISION,Shelbourne,Dundalk,ROUND 20,1.8,3.4,4.75,1.5,2.5,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.2,1.62,1.83,2.03,1.2,4.4,7.0,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,21.0,51.0,15.0,17.0,34.0,81.0,501.0
8,SvnWj2pb,07/06/2024,15:45,IRELAND - PREMIER DIVISION,Waterford,Sligo Rovers,ROUND 20,2.0,3.3,3.5,1.44,2.63,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.95,1.8,2.03,1.83,1.28,3.55,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
9,6VpzjMa4,07/06/2024,16:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Bohemians,ROUND 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Wb7r3es3,07/06/2024,19:00,BRAZIL - SERIE B,Coritiba,Ituano,ROUND 9,1.44,4.33,7.0,1.44,2.63,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,2.38,1.53,1.45,2.68,1.12,6.4,8.5,13.0,34.0,81.0,5.5,8.5,21.0,51.0,6.0,9.0,26.0,67.0,9.0,15.0,41.0,101.0,201.0
11,fXhc6MRm,07/06/2024,20:00,CHILE - PRIMERA DIVISION,U. Espanola,Union La Calera,ROUND 13,1.62,4.1,5.0,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.67,2.1,1.6,2.3,1.18,4.8,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,13.0,12.0,21.0,41.0,151.0
12,rwRmsEKq,07/06/2024,21:00,BRAZIL - SERIE B,Novorizontino,Santos,ROUND 9,3.3,3.1,2.3,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,3.3,1.33,1.63,2.25,7.0,6.0,9.5,21.0,8.0,6.0,10.0,21.0,15.0,13.0,19.0,41.0,34.0,34.0,41.0,67.0,1250.0
13,EPoJJfzg,07/06/2024,21:30,BRAZIL - BRASILEIRO WOMEN,Flamengo W,Gremio W,ROUND 12,1.62,3.9,4.2,1.29,3.25,13.0,1.01,1.16,4.5,1.55,2.15,2.42,1.5,4.2,1.18,1.57,2.25,,,,,14.5,12.5,22.0,50.0,7.7,7.0,11.75,28.0,7.7,7.0,11.5,28.0,11.0,10.0,16.5,40.0,200.0
