Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,AkUh8OOO,05/04/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Tepatitlan de Morelos,Tlaxcala,CLAUSURA ,2.65,3.15,2.6,1.47,2.52,1.07,6.7,1.34,3.0,2.05,1.72,3.4,1.27,5.9,1.1,1.78,1.93,,,,,6.7,8.0,13.0,29.0,8.25,6.0,9.75,22.0,13.0,9.75,13.5,32.0,30.0,23.0,32.0,65.0,500.0
2,nojHHfze,05/04/2024,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Shanghai Shenhua,ROUND 4,7.0,4.2,1.53,1.33,3.25,1.05,11.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.91,1.91,6.25,1.12,2.5,1.5,11.0,7.0,7.0,11.0,17.0,7.5,8.5,12.0,34.0,21.0,17.0,26.0,67.0,51.0,51.0,51.0,251.0
3,Asvi5Voq,05/04/2024,05:45,AUSTRALIA - A-LEAGUE,WS Wanderers,Brisbane Roar,ROUND 23,2.1,4.0,3.1,1.25,3.75,1.03,17.0,1.14,5.5,1.48,2.6,2.1,1.73,3.75,1.29,1.44,2.63,2.05,1.75,1.38,3.0,21.0,15.0,21.0,34.0,13.0,8.5,11.0,21.0,13.0,9.0,11.0,21.0,21.0,15.0,19.0,29.0,81.0
4,lxLpIc2a,05/04/2024,06:15,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Fortis,ROUND 11,1.7,3.7,4.0,1.33,3.04,1.02,9.35,1.22,3.64,1.7,1.91,2.84,1.35,5.3,1.12,1.72,2.07,,,,,11.75,10.5,18.5,45.0,6.6,6.4,11.25,28.0,7.2,7.0,12.5,30.0,11.0,10.75,19.0,50.0,300.0
5,YPMdFenI,05/04/2024,06:15,BANGLADESH - PREMIER LEAGUE,Brothers U.,Rahmatgonj MFS,ROUND 11,5.5,3.5,1.55,1.42,2.35,1.01,13.0,1.14,5.0,1.55,2.15,2.12,1.57,3.56,1.23,1.55,2.38,,,,,14.0,8.0,8.0,11.25,17.5,6.6,6.7,9.25,35.0,14.0,10.0,14.0,90.0,37.0,28.0,29.0,150.0
6,W0QuJwmg,05/04/2024,06:15,BANGLADESH - PREMIER LEAGUE,Chittagong Abahani,Bashundara Kings,ROUND 11,12.0,5.6,1.18,1.28,3.34,1.01,12.0,1.16,4.3,1.57,2.12,2.42,1.47,4.25,1.17,2.4,1.54,,,,,12.5,5.8,4.7,5.3,23.0,10.5,8.5,9.75,75.0,35.0,28.0,32.0,350.0,150.0,120.0,150.0,201.0
7,tnIl1DQb,05/04/2024,07:00,INDIA - I-LEAGUE,Rajasthan United,Delhi FC,ROUND 24,4.7,4.1,1.53,1.25,3.5,1.01,14.8,1.12,5.4,1.45,2.55,2.05,1.6,3.5,1.26,1.54,2.41,,,1.8,1.8,17.0,8.75,8.0,10.5,16.0,7.6,7.1,9.25,27.0,13.0,11.5,15.0,65.0,32.0,28.0,35.0,175.0
8,E13cLCqJ,05/04/2024,08:00,ARMENIA - PREMIER LEAGUE,West Armenia,Noah,ROUND 27,5.2,4.05,1.5,1.23,3.7,1.03,10.0,1.19,4.15,1.62,2.05,2.55,1.45,4.4,1.17,1.85,1.91,,,,,13.0,6.7,6.6,9.0,13.0,7.1,6.9,9.5,26.0,14.0,13.5,18.5,70.0,40.0,37.0,50.0,300.0
9,fc0egkeI,05/04/2024,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Binh Dinh,ROUND 15,1.65,3.6,4.75,1.44,2.4,1.03,7.9,1.35,2.7,2.02,1.62,3.35,1.23,7.2,1.05,2.0,1.65,,,,,8.5,11.0,25.0,80.0,5.8,7.1,16.5,55.0,6.9,8.5,19.5,65.0,12.0,15.0,35.0,120.0,900.0
10,QykLGEk1,05/04/2024,08:00,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Shenzhen Xinpengcheng,ROUND 4,1.83,3.6,4.5,1.36,3.0,1.05,11.0,1.25,3.75,1.93,1.93,3.25,1.33,6.5,1.11,1.8,1.95,1.8,2.05,1.21,4.25,11.0,13.0,23.0,41.0,7.5,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
