Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,nayTqlDr,10/03/2025,00:00,MEXICO - LIGA MX,Club Tijuana,Atlas,CLAUSURA ,1.95,3.9,3.4,1.29,3.5,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,2.03,1.83,1.33,3.3,17.0,15.0,21.0,41.0,10.0,7.5,12.0,23.0,11.0,9.0,12.0,26.0,19.0,15.0,21.0,41.0,126.0
2,KfOBXNEc,10/03/2025,08:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Kolkheti 1913,Dinamo Tbilisi,ROUND 3,2.45,3.25,2.55,1.39,2.45,,,1.3,3.2,1.87,1.75,3.25,1.29,,,1.75,1.97,,,,,9.5,7.1,10.5,22.0,7.1,5.5,8.25,17.5,10.25,8.0,11.5,24.0,21.0,16.0,23.0,50.0,300.0
3,EVzNVpjn,10/03/2025,08:30,ARMENIA - PREMIER LEAGUE,FC Gandzasar,Noah,ROUND 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,WYLvQA34,10/03/2025,10:00,AZERBAIJAN - PREMIER LEAGUE,Sumqayit,Kapaz,ROUND 26,2.4,3.1,2.85,1.47,2.35,,,1.42,2.47,2.18,1.53,3.7,1.19,,,1.91,1.7,,,,,7.5,7.5,13.5,35.0,6.6,6.1,10.75,28.0,10.5,9.75,17.0,45.0,24.0,23.0,40.0,100.0,1000.0
5,ruvXnbUP,10/03/2025,10:00,NORTH MACEDONIA - 1. MFL,Rabotnicki,Tikves,ROUND 23,2.3,2.87,3.05,1.57,2.02,1.12,5.4,1.57,2.1,2.8,1.38,,,,,2.34,1.53,1.91,1.7,,,5.7,5.6,11.0,30.0,4.7,5.2,10.25,28.0,7.8,8.75,17.0,45.0,18.0,20.0,40.0,110.0,101.0
6,jN4pxxfA,10/03/2025,10:30,INDONESIA - LIGA 1,Dewa United,Borneo,ROUND 27,1.75,3.6,4.1,,,,,1.19,3.65,1.6,2.07,2.37,1.45,3.65,1.2,1.55,2.15,1.75,1.95,,,13.0,14.0,25.0,65.0,9.0,7.3,13.5,37.0,10.0,8.0,13.0,35.0,15.5,12.5,19.5,45.0,300.0
7,UL3KQec5,10/03/2025,11:00,INDIA - ISL,Mohammedan,Punjab,ROUND 26,3.4,3.6,1.95,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.62,2.2,3.45,1.3,1.83,1.98,13.0,9.0,11.0,17.0,13.0,7.0,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0
8,bm8hzGOM,10/03/2025,11:00,INDONESIA - LIGA 1,Semen Padang,Persib Bandung,ROUND 27,3.9,3.1,1.95,1.4,2.52,,,1.26,3.2,1.78,1.83,2.75,1.34,,,1.62,2.05,,,1.8,1.91,10.0,7.6,9.75,18.5,12.5,6.2,8.0,15.0,24.0,12.5,12.0,23.0,65.0,35.0,32.0,50.0,350.0
9,rBSwS2kB,10/03/2025,11:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Van,ROUND 22,1.5,3.8,5.7,,,,,,,1.7,1.91,,,,,,,,,,,10.75,13.0,28.0,90.0,6.0,6.6,15.0,50.0,6.2,6.8,14.0,45.0,8.75,9.75,19.5,55.0,400.0
10,h8MJV1qA,10/03/2025,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Iberia 1999,ROUND 3,2.47,2.72,2.92,1.47,2.22,1.11,5.6,1.45,2.55,2.27,1.5,4.4,1.18,,,2.0,1.72,,,,,6.5,6.3,11.75,29.0,5.7,4.75,9.0,23.0,9.5,8.0,12.0,32.0,22.0,19.0,29.0,60.0,500.0
11,bLNWRWYi,10/03/2025,12:30,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Turan,ROUND 26,2.42,3.1,2.82,1.5,2.27,,,1.45,2.37,2.32,1.47,4.0,1.16,,,2.02,1.62,,,,,6.9,6.9,12.5,35.0,6.3,6.1,11.25,30.0,10.5,10.0,18.5,50.0,25.0,24.0,45.0,120.0,
12,OGMlVsDt,10/03/2025,12:30,BULGARIA - PARVA LIGA,Septemvri Sofia,Hebar,ROUND 24,1.83,3.4,4.33,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,1.85,2.0,1.22,4.15,8.0,10.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,41.0,15.0,17.0,34.0,67.0,351.0
13,lzGSTuEM,10/03/2025,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Gagra,ROUND 3,2.3,2.87,3.1,1.47,2.22,,,1.44,2.6,2.27,1.5,4.3,1.18,,,2.02,1.71,1.93,1.7,,,6.7,6.6,12.5,32.0,5.3,5.0,9.25,24.0,8.25,8.0,13.0,32.0,18.5,18.0,30.0,65.0,101.0
14,E11l91sg,10/03/2025,15:00,POLAND - EKSTRAKLASA,Motor Lublin,Legia,ROUND 24,3.75,3.7,1.9,1.33,3.25,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1,3.55,1.28,1.93,1.93,13.0,8.5,10.0,17.0,13.0,7.0,8.5,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
15,ncrlcXw0,10/03/2025,15:00,PORTUGAL - LIGA PORTUGAL 2,Leixoes,Tondela,ROUND 25,3.25,3.0,2.3,1.57,2.25,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,3.3,1.33,1.6,2.3,6.5,6.0,10.0,21.0,8.0,6.0,10.0,23.0,15.0,13.0,19.0,41.0,34.0,34.0,41.0,67.0,900.0
16,fqRVm2HL,10/03/2025,15:00,POLAND - DIVISION 1,Wisla Plock,Termalica B-B.,ROUND 23,2.7,3.3,2.5,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.0,1.13,1.67,2.1,2.68,1.45,1.53,2.43,11.0,9.0,13.0,23.0,9.5,6.5,10.0,19.0,15.0,10.0,13.0,26.0,29.0,21.0,29.0,41.0,201.0
17,Q1tQGFrQ,10/03/2025,16:00,NETHERLANDS - EERSTE DIVISIE,Jong PSV,Oss,ROUND 31,2.0,3.75,3.4,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5,2.03,1.83,1.33,3.3,17.0,15.0,21.0,41.0,11.0,7.5,12.0,23.0,12.0,9.0,11.0,26.0,19.0,15.0,19.0,34.0,101.0
18,l6lFbGMs,10/03/2025,16:00,NETHERLANDS - EERSTE DIVISIE,Excelsior,Den Bosch,ROUND 31,1.53,4.33,5.5,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.73,2.0,1.53,2.43,1.15,5.5,15.0,17.0,29.0,51.0,8.5,8.5,17.0,41.0,8.0,8.5,17.0,41.0,11.0,12.0,23.0,51.0,201.0
