Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,lAdeEsMf,13/09/2023,00:00,FIJI - PREMIER LEAGUE,Rewa,Tailevu Naitasiri,ROUND 12,1.37,4.55,6.2,,,,,,,1.47,2.42,2.2,1.52,3.65,1.22,1.65,2.18,,,,,,,,,,,,,,,,,,,,,
2,dnCa6jn5,13/09/2023,11:00,ALBANIA - SUPERLIGA,Egnatia,Erzeni,ROUND 3,1.78,3.25,4.2,1.5,2.3,1.06,7.4,1.41,2.6,2.2,1.53,4.25,1.17,8.1,1.04,2.09,1.71,,,,,7.0,9.5,21.0,67.0,5.0,6.0,13.0,46.0,6.5,7.5,15.0,61.0,12.0,13.0,29.0,67.0,67.0
3,6ksUMiC6,13/09/2023,13:30,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zrinjski,Posusje,ROUND 1,1.22,5.8,10.25,1.22,3.8,1.01,15.0,1.13,5.2,1.44,2.42,2.05,1.6,3.15,1.26,1.93,1.7,,,,,18.0,36.0,91.0,201.0,7.0,11.0,36.0,101.0,5.0,7.0,20.0,91.0,6.0,8.0,21.0,91.0,201.0
4,zwB35A1B,13/09/2023,14:00,ALBANIA - SUPERLIGA,Dinamo Tirana,Kukesi,ROUND 3,2.32,3.0,2.9,1.53,2.25,1.07,6.9,1.43,2.54,2.25,1.5,4.45,1.15,8.4,1.04,1.98,1.79,,,,,6.5,7.0,12.0,31.0,6.0,5.5,9.5,23.0,10.0,9.0,13.0,36.0,21.0,19.0,34.0,67.0,67.0
5,l2h9XCcr,13/09/2023,15:45,ENGLAND - FA CUP,Didcot,Tadley,QUALIFICATION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,bJ2wzni1,13/09/2023,18:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Gimnasia L.P.,Velez Sarsfield,ROUND 4,2.88,3.0,2.7,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.1,1.67,2.68,1.45,1.45,2.68,6.5,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,501.0
7,pMFoh6ue,13/09/2023,18:00,COLOMBIA - PRIMERA A,Pereira,Dep. Pasto,CLAUSURA ,1.85,3.3,4.75,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.1,1.67,1.85,2.0,1.2,4.4,7.5,10.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,19.0,51.0,15.0,17.0,34.0,67.0,201.0
8,YLUiEl1A,13/09/2023,18:00,COSTA RICA - PRIMERA DIVISION,Grecia,Guanacasteca,APERTURA ,2.5,3.2,2.7,1.4,2.75,1.05,11.0,1.25,3.75,1.9,1.9,3.25,1.33,6.5,1.11,1.73,2.0,2.43,1.53,1.43,2.75,10.0,9.5,15.0,29.0,9.0,6.5,11.0,21.0,12.0,10.0,13.0,29.0,23.0,19.0,29.0,41.0,201.0
9,Sr090tZS,13/09/2023,18:30,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,Pacific FC,-,2.95,3.35,2.32,1.45,2.77,1.07,7.6,1.31,3.25,1.98,1.85,3.2,1.32,5.7,1.12,1.72,2.0,2.6,1.5,1.62,2.32,8.0,7.5,10.0,19.0,8.0,5.5,8.0,15.0,13.0,9.0,12.0,23.0,26.0,19.0,31.0,67.0,101.0
10,dAMJaNY2,13/09/2023,18:30,CHILE - PRIMERA DIVISION,Curico Unido,O'Higgins,ROUND 22,2.5,3.3,2.9,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.73,2.0,2.43,1.53,1.43,2.75,10.0,9.5,15.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,29.0,23.0,19.0,29.0,41.0,201.0
