Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
23/06/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Huracan,Newells Old Boys,ROUND 21,2.75,2.88,2.88,3.4,1.33,2.5,1.5
23/06/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Defensa y Justicia,ROUND 21,1.91,3.4,4.33,2.15,1.67,2.0,1.75
23/06/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Defensores Unidos,Club A. Guemes,ROUND 22,2.3,2.88,3.3,2.7,1.44,2.2,1.62
23/06/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Vaca Diez,Aurora,ROUND 17,2.75,3.3,2.3,1.75,2.05,1.62,2.2
23/06/2023,20:00,BOLIVIA - DIVISION PROFESIONAL,Palmaflor,Tomayapo,ROUND 17,1.5,3.6,5.75,1.7,2.1,1.8,1.91
23/06/2023,19:00,BRAZIL - SERIE B,Atletico GO,Ponte Preta,ROUND 13,1.82,3.55,4.51,2.18,1.7,2.0,1.77
23/06/2023,21:00,ECUADOR - LIGA PRO,Aucas,Orense,FIRST STAGE ,1.83,3.4,3.8,2.05,1.75,1.83,1.83
23/06/2023,15:45,IRELAND - PREMIER DIVISION,Bohemians,Shamrock Rovers,ROUND 21,3.25,3.1,2.15,2.15,1.67,1.95,1.8
23/06/2023,15:45,IRELAND - PREMIER DIVISION,Derry City,Cork City,ROUND 21,1.36,4.5,7.5,2.15,1.67,2.5,1.5
23/06/2023,15:45,IRELAND - PREMIER DIVISION,Drogheda,Dundalk,ROUND 21,2.45,3.3,2.55,1.98,1.88,1.75,2.0
23/06/2023,15:45,IRELAND - PREMIER DIVISION,St. Patricks,Shelbourne,ROUND 21,1.8,3.4,4.0,2.1,1.7,1.95,1.8
23/06/2023,15:45,IRELAND - PREMIER DIVISION,UC Dublin,Sligo Rovers,ROUND 21,6.5,4.0,1.44,2.03,1.83,2.2,1.62
23/06/2023,14:00,NORWAY - OBOS-LIGAEN,Start,Jerv,ROUND 13,1.75,4.2,4.0,1.57,2.35,1.57,2.25
23/06/2023,22:00,PERU - LIGA 1,Alianza Lima,Grau,CLAUSURA ,1.4,5.25,6.5,1.7,2.1,1.91,1.8
23/06/2023,15:00,URUGUAY - PRIMERA DIVISION,Liverpool M.,Nacional,TORNEO INTERMEDIO ,3.6,3.4,1.91,1.9,1.9,1.73,2.0
23/06/2023,19:00,URUGUAY - PRIMERA DIVISION,La Luz,Danubio,TORNEO INTERMEDIO ,2.8,3.3,2.25,1.93,1.88,1.73,2.0
