Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,lMxnr6Rp,23/09/2024,05:30,INDONESIA - LIGA 1,Persib Bandung,Persija Jakarta,ROUND 6,1.88,3.15,4.15,1.4,2.52,1.01,10.3,1.26,3.15,1.82,1.88,2.75,1.34,5.15,1.08,1.62,2.02,1.85,1.85,,,9.75,12.5,25.0,75.0,7.7,6.2,13.0,40.0,9.75,7.9,12.5,37.0,17.5,14.5,22.0,50.0,350.0
2,hjiGmS3N,23/09/2024,05:30,INDONESIA - LIGA 1,Persis Solo,Persik Kediri,ROUND 6,1.85,3.25,4.2,1.39,2.57,1.01,11.0,1.23,3.35,1.7,1.93,2.57,1.39,4.9,1.1,1.57,2.1,1.82,1.9,,,10.75,13.5,27.0,75.0,8.0,6.5,13.0,37.0,9.75,7.9,12.5,35.0,17.0,13.5,21.0,45.0,300.0
3,SYQ0bAV7,23/09/2024,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Quang Nam,ROUND 2,1.45,4.45,5.7,1.25,3.6,1.02,13.3,1.13,4.3,1.53,2.18,2.27,1.5,3.6,1.2,1.7,1.93,,,,,14.5,18.5,37.0,110.0,8.5,9.0,18.0,55.0,7.7,8.25,16.5,50.0,10.25,11.0,22.0,65.0,450.0
4,S4sR59Ji,23/09/2024,09:00,INDONESIA - LIGA 1,Barito Putera,Borneo,ROUND 6,4.05,3.4,1.82,1.34,2.99,10.9,1.02,1.24,3.3,1.75,1.95,2.67,1.36,5.05,1.09,1.62,2.02,,,1.93,1.78,11.0,7.7,9.25,15.5,13.0,6.7,8.0,14.0,25.0,13.0,13.0,23.0,65.0,35.0,35.0,55.0,350.0
5,fyPynlN0,23/09/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Van,ROUND 8,2.2,3.05,3.05,1.37,2.5,1.01,7.7,1.3,2.88,1.98,1.65,3.44,1.21,6.45,1.04,1.8,1.96,,,,,8.5,7.6,13.0,30.0,6.2,5.3,9.0,22.0,8.75,7.6,11.5,27.0,17.5,15.0,23.0,50.0,350.0
6,EulgjjAt,23/09/2024,10:00,ROMANIA - LIGA 2,CSM Slatina,CSM Resita,ROUND 7,1.93,3.35,3.85,1.5,2.5,1.09,6.1,1.44,2.6,2.3,1.57,4.05,1.2,7.0,1.07,2.1,1.65,1.9,1.85,,,6.1,8.75,18.5,55.0,5.7,6.5,13.5,40.0,7.9,9.0,19.0,60.0,16.0,18.0,37.0,120.0,900.0
7,0jFbpXiA,23/09/2024,11:00,SERBIA - PRVA LIGA,Vrsac,Sloboda,ROUND 8,1.95,3.0,3.8,1.53,2.1,1.08,6.4,1.47,2.32,2.35,1.47,4.55,1.12,9.0,1.05,2.14,1.67,1.88,1.72,,,6.4,7.1,15.0,45.0,4.65,5.3,11.25,35.0,6.7,7.6,15.0,45.0,13.5,15.5,32.0,90.0,101.0
8,EguYbW63,23/09/2024,11:00,SERBIA - PRVA LIGA,Smederevo,Zemun,ROUND 8,1.55,3.4,5.8,1.52,2.12,1.07,7.0,1.47,2.32,2.32,1.47,4.35,1.13,9.0,1.05,2.51,1.5,,,,,6.5,9.0,25.0,90.0,4.0,6.2,17.0,65.0,4.9,7.7,21.0,80.0,8.5,13.5,37.0,150.0,101.0
9,nmmnyTEd,23/09/2024,11:00,SERBIA - PRVA LIGA,Dubocica,Javor,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4CTOxBLt,23/09/2024,11:00,INDIA - ISL,Mohun Bagan,North East Utd,ROUND 2,1.45,4.2,5.75,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.73,2.0,1.48,2.6,1.14,5.75,15.0,19.0,34.0,67.0,9.0,8.5,19.0,41.0,8.0,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
