Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,CMn9cj2h,29/09/2024,00:00,FIJI - PREMIER LEAGUE,Ba,Rewa,ROUND 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,vZHfvT1U,29/09/2024,00:00,FIJI - PREMIER LEAGUE,Nasinu,Nadroga,ROUND 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4dq1aCXu,29/09/2024,00:00,FIJI - PREMIER LEAGUE,Tailevu Naitasiri,Lautoka,ROUND 18,3.91,4.1,1.67,1.21,3.9,,,,,1.34,2.69,1.95,1.75,2.97,1.28,1.4,2.85,,,,,,,,,,,,,,,,,,,,,
4,MTynBd23,29/09/2024,00:05,MEXICO - LIGA MX,Guadalajara Chivas,Monterrey,APERTURA ,2.2,3.2,3.5,1.4,2.75,1.06,10.0,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.8,1.95,2.1,1.7,1.3,3.45,9.0,10.0,17.0,41.0,7.5,6.0,12.0,29.0,10.0,9.0,13.0,34.0,21.0,17.0,29.0,51.0,251.0
5,fszf9zXF,29/09/2024,00:10,MEXICO - LIGA MX,Atl. San Luis,Santos Laguna,APERTURA ,1.5,4.5,5.75,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.38,1.53,4.0,1.22,1.7,2.05,1.5,2.5,1.16,5.25,17.0,19.0,34.0,51.0,9.0,9.0,17.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0
6,8Uu5ABdG,29/09/2024,04:30,SOUTH KOREA - K LEAGUE 1,Seoul,Suwon FC,ROUND 32,1.95,3.7,3.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,2.0,1.85,1.3,3.45,15.0,13.0,21.0,41.0,9.5,7.5,12.0,26.0,11.0,8.5,12.0,29.0,19.0,15.0,21.0,41.0,126.0
7,dpwFsqb9,29/09/2024,04:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Busan,ROUND 33,4.2,3.7,1.7,1.36,3.0,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,4.1,1.23,2.08,1.73,11.0,7.5,8.5,13.0,13.0,7.5,8.5,15.0,23.0,15.0,17.0,26.0,51.0,34.0,41.0,51.0,251.0
8,QmB5MsJ8,29/09/2024,05:00,HONG KONG - PREMIER LEAGUE,North District,Tai Po,ROUND 4,9.25,6.0,1.23,1.18,4.3,1.01,16.5,1.09,6.3,1.32,2.85,1.83,1.88,2.62,1.37,1.7,1.91,,,,,23.0,11.5,8.25,8.5,35.0,13.5,9.5,10.0,80.0,30.0,21.0,22.0,250.0,100.0,70.0,70.0,400.0
9,OjPhcPNN,29/09/2024,05:00,ROMANIA - LIGA 2,U Craiova 1948,Afumati,ROUND 8,1.72,3.5,4.6,1.4,2.7,1.07,6.8,1.34,3.0,2.05,1.72,3.4,1.27,5.9,1.1,1.93,1.78,1.7,2.07,,,6.8,11.25,25.0,80.0,6.2,6.8,15.0,50.0,7.5,8.25,17.0,55.0,13.0,14.5,30.0,90.0,800.0
10,f94CIRwI,29/09/2024,05:00,PHILIPPINES - PFL,Mendiola FC 1991,Cebu FC,ROUND 1,21.0,11.0,1.08,1.1,5.8,,,1.02,10.0,1.2,4.33,1.4,2.48,1.93,1.7,2.01,1.76,,,,,29.0,17.0,9.5,8.0,51.0,21.0,15.0,13.0,81.0,51.0,34.0,34.0,81.0,81.0,81.0,67.0,81.0
