Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,b3YHE8Uf,25/01/2024,00:00,MEXICO - LIGA MX,Juarez,Club America,CLAUSURA ,5.0,4.0,1.62,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.8,1.95,4.65,1.18,2.3,1.6,12.0,7.5,8.0,12.0,15.0,7.5,8.5,13.0,26.0,17.0,17.0,23.0,51.0,41.0,41.0,51.0,251.0
2,W2q7EpT7,25/01/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Venados,Leones Negros,CLAUSURA ,2.25,3.3,3.0,1.44,2.6,1.07,7.0,1.33,3.05,1.98,1.78,3.3,1.29,5.7,1.1,1.78,1.93,2.2,1.62,,,7.0,9.0,15.0,37.0,7.5,6.3,10.75,26.0,10.75,9.0,14.5,35.0,22.0,18.5,30.0,70.0,600.0
3,ht23e01K,25/01/2024,05:45,AUSTRALIA - A-LEAGUE,Melbourne City,Adelaide United,ROUND 14,1.83,4.5,3.5,1.2,4.33,1.01,23.0,1.1,7.0,1.33,3.4,1.91,1.91,3.0,1.4,1.36,3.0,1.86,2.04,1.33,3.3,29.0,21.0,26.0,41.0,15.0,10.0,13.0,23.0,13.0,9.5,12.0,21.0,19.0,12.0,15.0,29.0,67.0
4,WvDmZPIU,25/01/2024,12:00,NIGERIA - NPFL,Heartland,Kwara,ROUND 18,1.7,3.2,5.3,1.57,2.12,1.13,4.4,1.5,2.25,2.45,1.42,4.25,1.14,,,2.32,1.47,1.75,1.98,,,6.3,10.25,29.0,120.0,4.65,6.6,19.0,75.0,6.4,9.25,24.0,100.0,12.5,18.5,50.0,175.0,
5,vkf6rY3C,25/01/2024,16:45,ENGLAND - FA CUP,Bournemouth,Swansea,1/16-FINALS,1.29,5.5,11.0,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.25,1.57,3.75,1.25,1.95,1.8,1.28,3.55,1.12,6.25,17.0,29.0,51.0,126.0,8.5,10.0,29.0,67.0,7.0,9.0,21.0,51.0,8.0,11.0,23.0,51.0,251.0
6,fekr3Ofj,25/01/2024,17:00,SPAIN - COPA DEL REY,Atl. Madrid,Sevilla,QUARTER-FINALS,1.5,4.33,6.5,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.8,1.95,1.5,2.5,1.15,5.5,13.0,17.0,34.0,67.0,8.0,8.5,19.0,41.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,251.0
7,l49wg9se,25/01/2024,18:30,PARAGUAY - PRIMERA DIVISION,2 de Mayo,Sportivo Trinidense,APERTURA ,3.25,3.0,2.25,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.91,1.8,3.3,1.33,1.63,2.25,7.5,7.0,10.0,21.0,9.0,6.0,9.5,21.0,15.0,13.0,15.0,34.0,34.0,29.0,41.0,51.0,351.0
8,SnpdtiTR,25/01/2024,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Instituto,Dep. Riestra,ROUND 1,1.91,3.4,4.5,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.38,1.53,1.9,1.95,1.22,4.15,6.5,8.5,21.0,51.0,5.0,6.5,15.0,41.0,7.5,9.5,23.0,51.0,15.0,19.0,41.0,81.0,501.0
9,YmTvYSz8,25/01/2024,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Tigre,Sarmiento Junin,ROUND 1,2.0,3.25,4.0,1.62,2.2,1.13,6.0,1.57,2.25,2.7,1.44,6.0,1.13,15.0,1.03,2.38,1.53,2.03,1.83,1.25,3.8,6.0,8.0,19.0,51.0,5.0,6.5,15.0,41.0,8.0,10.0,23.0,51.0,17.0,21.0,41.0,101.0,201.0
10,xd8v5u02,25/01/2024,20:10,COLOMBIA - PRIMERA A,Fortaleza,Patriotas,APERTURA ,1.91,3.6,3.8,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,2.0,1.85,1.3,3.45,9.0,9.5,19.0,41.0,6.5,7.0,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
