Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,fTOxpREs,23/12/2023,01:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,WS Wanderers,ROUND 9,2.63,3.3,2.7,1.33,3.25,1.04,13.0,1.22,4.33,1.7,2.1,2.75,1.44,5.0,1.17,1.57,2.25,2.5,1.5,1.48,2.6,13.0,11.0,15.0,26.0,11.0,6.5,10.0,19.0,15.0,10.0,11.0,23.0,26.0,19.0,23.0,34.0,126.0
2,QyLfM84p,23/12/2023,03:30,AUSTRALIA - A-LEAGUE,Sydney FC,Western United,ROUND 9,1.7,4.33,4.5,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.2,1.67,4.0,1.25,1.53,2.38,1.65,2.2,1.21,4.25,19.0,17.0,26.0,51.0,11.0,8.5,15.0,29.0,10.0,8.5,13.0,29.0,15.0,12.0,19.0,34.0,126.0
3,K2EuBn0L,23/12/2023,05:30,INDIA - I-LEAGUE,Lajong,Namdhari,ROUND 12,1.72,3.85,3.95,1.32,3.22,1.01,11.5,1.2,3.6,1.62,2.02,2.47,1.42,4.65,1.14,1.62,2.02,1.8,1.91,,,13.5,13.5,24.0,60.0,8.5,7.7,13.5,35.0,9.0,8.25,14.0,35.0,14.0,13.0,22.0,55.0,350.0
4,OOxlByjE,23/12/2023,05:30,BANGLADESH - PREMIER LEAGUE,Sheikh Russel,Sheikh Jamal,ROUND 1,2.37,3.35,2.55,1.34,2.99,1.02,10.3,1.21,3.74,1.7,1.93,2.71,1.38,5.2,1.13,1.57,2.34,1.85,1.75,,,11.75,8.5,11.75,23.0,8.5,5.9,8.25,16.5,11.25,7.9,10.25,21.0,21.0,14.5,19.0,35.0,200.0
5,vuPbLSJj,23/12/2023,05:45,AUSTRALIA - A-LEAGUE,Melbourne City,Melbourne Victory,ROUND 9,2.38,3.6,2.9,1.29,3.5,1.03,15.0,1.17,5.0,1.6,2.3,2.38,1.57,4.33,1.22,1.5,2.5,2.3,1.6,1.43,2.75,15.0,13.0,17.0,29.0,12.0,7.0,11.0,21.0,13.0,9.5,11.0,23.0,23.0,17.0,21.0,34.0,101.0
6,YHKXPQjl,23/12/2023,07:00,VIETNAM - V.LEAGUE 1,Quang Nam,Hai Phong,ROUND 7,2.92,3.35,2.22,1.4,2.52,1.02,9.0,1.29,3.0,1.91,1.8,3.0,1.29,6.05,1.08,1.7,1.91,,,1.75,1.98,9.75,7.8,10.75,22.0,9.25,6.4,9.0,18.5,15.0,10.5,14.0,29.0,35.0,25.0,32.0,65.0,500.0
7,GtAxPp6f,23/12/2023,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Gia Lai,ROUND 7,1.5,4.05,5.8,1.38,2.6,1.02,9.2,1.28,3.05,1.88,1.83,2.92,1.3,3.7,1.19,1.98,1.65,,,,,10.25,14.0,35.0,120.0,6.2,8.0,19.5,70.0,6.5,8.25,20.0,70.0,9.75,12.5,32.0,110.0,900.0
8,zu6jhs87,23/12/2023,08:00,THAILAND - THAI LEAGUE 1,Chonburi,Muang Thong Utd,ROUND 15,2.12,3.6,3.0,1.31,3.15,1.03,9.0,1.18,4.25,1.57,2.27,2.32,1.53,3.85,1.22,1.5,2.42,2.07,1.7,,,9.0,12.5,18.5,40.0,11.0,7.3,10.75,23.0,13.0,8.75,11.5,25.0,22.0,15.0,19.0,37.0,200.0
9,KEGTQ6yr,23/12/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Viettel,ROUND 7,2.6,3.05,2.62,1.5,2.27,1.05,7.3,1.39,2.55,2.15,1.55,3.6,1.2,7.9,1.03,1.87,1.75,1.98,1.75,,,7.6,7.1,12.0,30.0,7.3,6.0,10.25,25.0,12.0,10.0,16.0,40.0,29.0,24.0,37.0,90.0,800.0
10,zZdjxthM,23/12/2023,08:30,IRAQ - SUPER LEAGUE,Al-Hudod,Duhok,ROUND 11,2.42,2.75,3.0,1.6,2.0,1.1,5.35,1.55,2.15,2.67,1.39,5.25,1.11,9.9,1.02,2.17,1.66,,,,,5.7,5.7,11.25,30.0,5.1,4.9,9.75,27.0,8.75,8.25,15.0,40.0,20.0,19.5,35.0,90.0,
