Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,ENI41YJS,06/10/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Tepatitlan de Morelos,Atletico La Paz,APERTURA ,2.1,3.55,3.1,1.34,3.0,1.04,8.5,1.21,3.95,1.65,2.15,2.52,1.47,4.2,1.19,1.55,2.3,2.05,1.72,,,11.0,11.0,15.0,31.0,8.0,5.5,9.0,18.0,9.5,7.0,9.5,21.0,15.0,12.0,15.0,34.0,201.0
2,j15nYO7i,06/10/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,PSIS Semarang,ROUND 15,2.3,3.2,2.92,1.39,2.57,1.01,9.4,1.26,3.15,1.82,1.85,2.8,1.33,5.7,1.09,1.62,2.02,,,,,9.5,9.0,13.0,26.0,8.0,6.0,9.0,19.0,10.0,8.0,11.0,23.0,19.0,15.0,21.0,46.0,67.0
3,OE3fW2x4,06/10/2023,05:00,INDONESIA - LIGA 1,Persikabo 1973,Persis Solo,ROUND 15,2.62,3.2,2.52,1.32,3.1,1.01,11.0,1.22,3.45,1.65,1.98,2.52,1.4,4.85,1.13,1.52,2.22,,,,,11.0,9.5,12.0,21.0,9.5,6.0,8.0,15.0,13.0,8.5,9.5,19.0,23.0,15.0,19.0,36.0,67.0
4,SSBsJlm8,06/10/2023,09:00,ALBANIA - SUPERLIGA,Egnatia,Dinamo Tirana,ROUND 8,1.55,3.7,5.2,1.3,3.22,1.01,12.2,1.18,4.05,1.62,2.05,2.57,1.42,4.4,1.17,1.7,2.1,,,,,12.0,15.0,29.0,67.0,7.0,6.5,15.0,36.0,7.0,6.5,13.0,41.0,9.5,10.0,17.0,56.0,67.0
5,xI7bVMiA,06/10/2023,09:00,INDONESIA - LIGA 1,Dewa United,PSS Sleman,ROUND 15,1.78,3.5,4.1,1.34,2.99,1.01,9.9,1.25,3.25,1.75,1.91,2.7,1.36,5.3,1.11,1.65,1.98,,,,,11.0,13.0,21.0,56.0,7.0,6.5,12.0,26.0,7.5,7.0,12.0,36.0,12.0,12.0,17.0,51.0,67.0
6,OS0HQLeq,06/10/2023,09:00,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Ratchaburi,ROUND 7,2.6,3.35,2.55,1.42,2.65,1.06,7.2,1.31,3.15,1.93,1.8,3.2,1.31,5.5,1.11,1.75,1.98,,,1.55,2.35,8.5,7.5,10.0,20.0,7.5,5.5,8.0,15.0,11.0,8.0,10.0,21.0,23.0,17.0,23.0,46.0,201.0
7,Ui4jXrNc,06/10/2023,09:00,INDONESIA - LIGA 1,Arema FC,Borneo,ROUND 15,3.85,3.35,1.88,1.4,2.55,1.02,9.2,1.28,3.05,1.85,1.82,2.9,1.31,5.85,1.08,1.72,1.9,,,1.87,1.85,9.0,6.5,8.0,13.0,11.0,6.0,7.0,12.0,17.0,12.0,12.0,19.0,51.0,26.0,36.0,56.0,67.0
8,O4MYYql3,06/10/2023,10:00,THAILAND - THAI LEAGUE 1,Uthai Thani,Port MTI FC,ROUND 7,4.3,3.7,1.72,1.33,3.05,1.04,8.5,1.2,4.05,1.62,2.2,2.5,1.47,4.1,1.2,1.6,2.2,,,2.07,1.7,13.0,7.5,8.0,12.0,14.0,6.5,6.5,9.5,21.0,11.0,9.5,14.0,46.0,26.0,23.0,34.0,201.0
9,YJiwOeEH,06/10/2023,10:00,EGYPT - PREMIER LEAGUE,Al Ittihad,El Gouna,ROUND 3,2.02,3.0,3.8,1.5,2.25,1.06,6.65,1.39,2.55,2.15,1.55,3.55,1.21,7.9,1.04,1.88,1.72,1.98,1.75,,,7.5,9.5,18.0,46.0,6.0,6.0,12.0,34.0,9.0,8.5,15.0,51.0,18.0,18.0,34.0,91.0,201.0
10,t2EyPw0l,06/10/2023,10:00,BELARUS - VYSSHAYA LIGA,Slutsk,Slavia Mozyr,ROUND 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MmE4VOzg,06/10/2023,10:30,UZBEKISTAN - SUPER LEAGUE,Bunyodkor,Qizilqum,ROUND 21,1.93,3.35,3.65,1.47,2.35,1.04,7.5,1.38,2.6,2.1,1.57,3.5,1.21,7.8,1.04,1.93,1.7,1.9,1.82,,,,,,,,,,,,,,,,,,,
12,vFJ40kMH,06/10/2023,11:00,AZERBAIJAN - PREMIER LEAGUE,Zira,Turan,ROUND 9,1.78,3.45,4.25,1.47,2.35,1.04,7.5,1.38,2.6,2.1,1.57,3.5,1.21,7.8,1.04,2.0,1.65,1.75,1.95,,,7.0,10.0,21.0,56.0,5.0,5.5,13.0,41.0,6.5,7.0,15.0,56.0,11.0,12.0,26.0,91.0,201.0
13,dEdoBDHA,06/10/2023,11:30,INDIA - ISL,Punjab,North East Utd,-,1.95,3.4,3.2,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.33,1.2,1.53,2.38,2.03,1.78,1.33,3.3,15.0,15.0,21.0,34.0,10.0,7.0,12.0,23.0,12.0,9.0,12.0,26.0,19.0,15.0,21.0,34.0,126.0
14,zHHScJyG,06/10/2023,11:30,SERBIA - SUPER LIGA,IMT Novi Beograd,Radnik,ROUND 11,1.98,3.2,3.85,1.52,2.45,1.09,6.3,1.39,2.77,2.15,1.65,3.65,1.24,6.4,1.08,1.91,1.8,1.93,1.82,,,8.0,10.0,19.0,51.0,6.5,6.0,13.0,34.0,8.5,8.0,15.0,46.0,15.0,15.0,31.0,81.0,201.0
15,plpIC1oI,06/10/2023,11:30,BULGARIA - PARVA LIGA,Krumovgrad,Botev Vratsa,ROUND 13,1.83,3.5,4.5,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.88,1.98,1.24,3.9,8.5,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,201.0
16,vHAZl2o8,06/10/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Abha,ROUND 9,1.09,9.5,21.0,1.17,4.5,1.01,15.0,1.06,8.0,1.25,3.75,1.62,2.2,2.38,1.53,2.2,1.62,1.1,7.0,,,26.0,51.0,101.0,151.0,13.0,19.0,51.0,126.0,8.0,13.0,34.0,101.0,7.0,12.0,34.0,81.0,201.0
17,fqNC6HKe,06/10/2023,12:00,GHANA - PREMIER LEAGUE,Aduana,Berekum Chelsea,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
