Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,AXrkdeaF,15/10/2023,07:00,SPAIN - PRIMERA RFEF,UD Ibiza,Recreativo Huelva,GROUP 2 ,1.5,3.8,5.5,1.44,2.63,1.06,8.0,1.4,2.75,2.2,1.65,4.0,1.22,7.5,1.07,2.38,1.53,1.55,2.38,1.15,5.5,8.5,11.0,29.0,67.0,5.5,8.5,19.0,51.0,6.0,9.5,23.0,51.0,10.0,15.0,41.0,81.0,67.0
2,4KDlbHU2,15/10/2023,07:00,SPAIN - PRIMERA RFEF,Murcia,Algeciras,GROUP 2 ,2.3,2.7,3.25,1.62,2.2,1.13,5.5,1.53,2.38,2.63,1.44,5.0,1.14,9.0,1.04,2.2,1.62,2.3,1.6,1.3,3.45,5.5,8.0,15.0,34.0,6.0,6.0,15.0,34.0,9.5,11.0,19.0,51.0,21.0,23.0,41.0,81.0,67.0
3,xEL2zExd,15/10/2023,07:00,SPAIN - PRIMERA RFEF,Ceuta,Castellon,GROUP 2 ,2.7,3.0,2.45,1.5,2.5,1.07,7.5,1.36,3.0,2.2,1.65,4.0,1.22,7.5,1.07,1.91,1.8,2.75,1.43,1.53,2.43,8.0,7.5,12.0,23.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,800.0
4,W2FuZ09I,15/10/2023,07:00,SPAIN - PRIMERA RFEF,Fuenlabrada,Gimnastic,GROUP 1 ,2.75,3.1,2.3,1.57,2.25,1.08,7.0,1.5,2.5,2.5,1.5,4.5,1.17,8.5,1.05,2.2,1.62,2.85,1.4,1.58,2.35,7.0,6.5,10.0,23.0,7.0,6.5,11.0,23.0,13.0,12.0,21.0,41.0,29.0,29.0,41.0,81.0,67.0
5,KjfJhnrd,15/10/2023,09:00,ITALY - SERIE C,Giana Erminio,Pro Vercelli,GROUP A ,2.25,3.0,3.35,1.57,2.32,1.1,5.8,1.44,2.57,2.3,1.55,4.05,1.2,7.0,1.07,1.95,1.75,2.2,1.62,,,5.8,7.9,16.0,45.0,6.4,5.8,12.0,35.0,10.0,9.0,16.0,50.0,22.0,20.0,35.0,90.0,900.0
6,AZwuWDul,15/10/2023,09:00,ITALY - SERIE C,Entella,Gubbio,GROUP B ,1.85,3.25,4.3,1.53,2.4,1.09,6.1,1.42,2.65,2.27,1.6,3.95,1.21,6.9,1.07,2.05,1.7,1.82,1.93,,,6.1,9.75,22.0,70.0,5.6,6.4,14.5,50.0,7.6,8.75,18.0,60.0,15.0,17.0,37.0,110.0,201.0
7,tKFHECAD,15/10/2023,09:00,ITALY - SERIE C,Perugia,Torres,GROUP B ,1.87,3.35,4.05,1.47,2.55,1.08,6.6,1.37,2.87,2.07,1.7,3.55,1.25,6.3,1.09,1.93,1.78,1.83,1.91,,,6.6,10.25,21.0,65.0,6.2,6.5,13.5,40.0,8.0,8.5,16.5,50.0,15.0,16.0,32.0,90.0,800.0
8,vsSLpx61,15/10/2023,09:00,ITALY - SERIE C,ACR Messina,Giugliano,GROUP C ,2.47,3.05,2.87,1.5,2.47,1.08,6.4,1.38,2.8,2.15,1.65,3.65,1.24,6.4,1.08,1.83,1.87,2.4,1.53,,,6.4,8.25,14.0,35.0,7.1,5.9,10.25,25.0,11.5,9.5,14.5,35.0,26.0,22.0,35.0,75.0,600.0
9,pfaCOoON,15/10/2023,09:00,SPAIN - LALIGA2,Burgos CF,Villarreal B,ROUND 11,2.0,3.4,3.8,1.44,2.63,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.03,1.83,1.28,3.55,9.0,10.0,19.0,41.0,7.0,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
10,hpWPqdL7,15/10/2023,09:00,ITALY - SERIE C,Benevento,Picerno,GROUP C ,1.82,3.25,4.45,1.52,2.42,1.09,6.2,1.42,2.67,2.25,1.6,3.85,1.22,6.7,1.07,2.02,1.7,1.8,1.95,,,6.2,10.25,23.0,75.0,5.6,6.4,14.5,50.0,7.5,8.5,17.5,55.0,14.5,16.5,35.0,100.0,900.0
11,pvJB7aDE,15/10/2023,09:00,ITALY - SERIE C,Juve Stabia,Catania,GROUP C ,2.55,3.05,2.8,1.55,2.37,1.09,6.0,1.44,2.62,2.3,1.57,4.0,1.21,7.0,1.07,1.93,1.78,2.37,1.55,,,6.0,7.2,13.0,32.0,7.0,5.9,10.5,27.0,11.5,9.75,16.0,40.0,27.0,23.0,37.0,90.0,1000.0
12,OldTC5ED,15/10/2023,09:30,NETHERLANDS - EERSTE DIVISIE,Willem II,Den Bosch,ROUND 10,1.45,4.75,6.5,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.8,1.91,1.45,2.68,1.13,6.0,15.0,19.0,34.0,67.0,8.0,9.0,19.0,41.0,7.5,8.5,17.0,41.0,10.0,12.0,23.0,51.0,251.0
13,tbAtSVFa,15/10/2023,10:00,SERBIA - PRVA LIGA,Smederevo,OFK Beograd,ROUND 12,4.2,3.35,1.75,1.45,2.45,1.05,8.0,1.32,2.98,1.98,1.65,3.48,1.24,8.0,1.05,1.91,1.85,,,,,8.5,5.3,6.5,11.25,9.0,5.7,7.1,12.5,18.0,11.75,13.5,24.0,50.0,32.0,37.0,65.0,500.0
14,8QVy8aZ1,15/10/2023,11:00,CAMEROON - ELITE ONE,Union Douala,Bamboutos FC,ROUND 3,2.9,2.75,2.5,1.6,2.1,1.08,6.5,1.52,2.22,2.75,1.4,5.5,1.11,11.0,1.01,2.2,1.64,,,,,5.9,5.2,9.0,22.0,5.8,4.85,8.5,21.0,10.75,9.25,14.0,35.0,28.0,24.0,37.0,80.0,101.0
15,rBChcyp9,15/10/2023,11:00,SPAIN - PRIMERA RFEF,San Fernando,Granada CF B,GROUP 2 ,1.91,3.1,3.8,1.53,2.38,1.1,6.5,1.44,2.63,2.38,1.53,4.5,1.17,8.5,1.05,2.2,1.62,1.98,1.83,1.25,3.8,6.5,9.0,19.0,41.0,5.5,6.5,15.0,41.0,8.0,10.0,21.0,51.0,17.0,19.0,41.0,81.0,1000.0
16,hKxVpiVl,15/10/2023,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Knockbreda,Bangor FC,ROUND 11,5.8,4.5,1.44,1.24,3.6,1.01,12.5,1.14,4.9,1.47,2.32,2.12,1.57,3.3,1.24,1.62,2.02,,,,,16.5,9.25,8.25,10.5,20.0,9.25,8.25,10.5,40.0,18.5,16.0,20.0,120.0,55.0,45.0,60.0,350.0
17,4ftZqBpe,15/10/2023,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Newington,Portadown,ROUND 11,2.92,3.65,2.12,1.28,3.3,1.02,11.5,1.19,3.75,1.57,2.12,2.35,1.47,3.75,1.19,1.5,2.25,,,,,14.5,10.25,12.5,21.0,12.0,7.4,8.75,15.0,17.5,10.5,12.0,21.0,35.0,22.0,26.0,40.0,250.0
18,0lxtjXss,15/10/2023,11:15,ITALY - SERIE C,Latina,Monopoli,GROUP C ,2.0,3.1,3.85,1.55,2.37,1.09,6.0,1.42,2.65,2.27,1.6,3.9,1.21,6.9,1.07,1.98,1.75,1.98,1.78,,,6.0,9.0,19.5,60.0,6.0,6.1,13.5,40.0,8.5,8.75,16.5,55.0,17.5,18.0,35.0,100.0,900.0
19,EBrdnks6,15/10/2023,11:15,ITALY - SERIE C,Virtus Francavilla,Sorrento,GROUP C ,1.8,3.55,4.15,1.47,2.55,1.07,6.7,1.37,2.85,2.07,1.7,3.6,1.25,6.3,1.09,2.0,1.72,1.78,1.98,,,6.7,10.0,21.0,65.0,6.1,6.8,14.5,45.0,7.6,8.5,18.0,55.0,14.0,15.5,32.0,100.0,1000.0
20,zPVA1O3q,15/10/2023,11:15,SPAIN - LALIGA2,Andorra,Alcorcon,ROUND 11,2.05,3.0,4.2,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.1,1.78,1.25,3.8,7.0,9.5,19.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,17.0,41.0,17.0,19.0,34.0,67.0,301.0
21,jkc8yzIQ,15/10/2023,11:15,ITALY - SERIE C,Recanatese,Arezzo,GROUP B ,2.92,3.0,2.5,1.57,2.3,1.11,5.6,1.5,2.42,2.42,1.5,4.35,1.18,7.5,1.06,2.02,1.7,2.4,1.53,1.53,2.42,5.6,6.5,11.0,27.0,6.9,5.8,10.0,24.0,13.0,11.25,17.0,40.0,37.0,32.0,50.0,110.0,900.0
22,IyDMi6c2,15/10/2023,11:15,ITALY - SERIE C,L.R. Vicenza,Renate,GROUP A ,1.65,3.5,5.2,1.55,2.37,1.1,6.0,1.45,2.55,2.32,1.53,4.2,1.19,7.3,1.06,2.3,1.55,1.65,2.15,,,6.0,10.25,27.0,100.0,5.1,7.0,18.0,70.0,6.4,9.0,23.0,90.0,11.75,16.5,45.0,150.0,201.0
23,WngimVRa,15/10/2023,11:15,ITALY - SERIE C,Taranto,Crotone,GROUP C ,2.82,2.77,2.75,1.62,2.2,1.12,5.3,1.52,2.37,2.52,1.47,4.5,1.17,7.8,1.05,2.02,1.7,2.42,1.52,1.52,2.42,5.3,6.4,12.0,32.0,6.8,5.5,10.75,29.0,13.0,10.5,16.5,45.0,35.0,29.0,45.0,100.0,900.0
24,Sd91IfBl,15/10/2023,11:15,ITALY - SERIE C,Carrarese,Ancona,GROUP B ,1.78,3.35,4.5,1.5,2.47,1.08,6.4,1.4,2.75,2.2,1.62,3.75,1.23,6.6,1.08,2.02,1.7,1.75,2.0,,,6.4,10.5,24.0,75.0,5.7,6.5,15.0,50.0,7.4,8.5,18.0,60.0,14.0,16.0,35.0,100.0,900.0
25,vHKowowH,15/10/2023,11:15,SPAIN - LALIGA2,Eldense,Elche,ROUND 11,3.4,3.0,2.3,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,3.45,1.3,1.65,2.2,8.0,7.5,11.0,21.0,9.5,6.0,9.5,19.0,17.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,251.0
26,2NNOxqAg,15/10/2023,11:15,SPAIN - PRIMERA RFEF,Barcelona B,Teruel,GROUP 1 ,1.73,3.25,4.33,1.53,2.38,1.08,7.0,1.44,2.63,2.38,1.53,4.5,1.17,8.5,1.05,2.25,1.57,1.78,2.03,1.2,4.4,7.0,9.5,21.0,51.0,5.5,7.0,17.0,41.0,7.0,9.5,21.0,51.0,13.0,19.0,41.0,81.0,67.0
27,UZWX8uKe,15/10/2023,11:30,CAMEROON - ELITE ONE,Gazelle,Canon Yaounde,ROUND 3,2.82,2.85,2.47,1.6,2.12,1.08,6.5,1.52,2.22,2.6,1.44,5.5,1.11,11.0,1.01,2.2,1.64,,,,,6.1,5.1,8.75,21.0,5.7,5.1,8.75,21.0,10.5,9.25,15.0,37.0,27.0,24.0,37.0,90.0,101.0
28,xhpBykiE,15/10/2023,11:45,NETHERLANDS - EERSTE DIVISIE,Cambuur,Breda,ROUND 10,1.85,3.8,3.8,1.25,3.75,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.44,2.63,1.88,1.98,1.26,3.7,19.0,17.0,23.0,41.0,12.0,7.5,13.0,26.0,12.0,9.0,11.0,26.0,17.0,13.0,19.0,34.0,101.0
