Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,xUPOjNb9,29/02/2024,00:00,MEXICO - LIGA MX,Club Tijuana,Monterrey,CLAUSURA ,3.75,3.5,2.0,1.42,2.87,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.7,2.05,3.3,1.33,1.73,2.08,11.0,8.5,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
2,8CvoVWnK,29/02/2024,07:00,INDIA - I-LEAGUE,Namdhari,Gokulam,ROUND 17,6.1,4.5,1.42,1.24,3.6,1.01,14.4,1.14,4.6,1.52,2.2,2.25,1.5,3.55,1.21,1.7,1.91,,,,,15.0,8.5,7.6,10.0,19.5,9.0,8.25,10.75,40.0,19.0,17.0,22.0,120.0,60.0,55.0,65.0,450.0
3,QmZkUj2Q,29/02/2024,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Mohammedan,ROUND 17,1.95,3.6,3.3,1.32,3.1,1.03,7.1,1.18,3.8,1.55,2.15,2.32,1.47,3.65,1.19,1.5,2.25,1.91,1.8,,,7.1,14.0,21.0,45.0,9.75,7.4,11.5,25.0,11.0,8.5,12.0,26.0,18.5,14.0,20.0,40.0,250.0
4,rZCfRIvc,29/02/2024,08:30,IRAQ - SUPER LEAGUE,Newroz,Al Shorta,ROUND 17,3.1,3.15,2.15,1.47,2.22,1.06,7.2,1.41,2.6,2.2,1.53,4.25,1.17,8.1,1.04,1.95,1.81,,,,,7.4,5.4,7.8,16.0,6.6,5.4,7.8,16.0,12.0,9.75,14.0,29.0,30.0,25.0,35.0,75.0,
5,SODgOvcB,29/02/2024,09:00,INDONESIA - LIGA 1,Bali United,Persis Solo,ROUND 26,1.65,3.95,4.3,1.28,3.34,1.03,11.9,1.19,3.75,1.57,2.1,2.37,1.45,3.6,1.2,1.6,2.05,,,,,14.0,15.5,27.0,70.0,8.75,7.9,14.0,37.0,9.0,8.25,14.0,35.0,13.5,12.0,21.0,50.0,350.0
6,KONbyFtS,29/02/2024,11:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Taawon,ROUND 22,2.9,3.5,2.25,1.36,3.1,1.04,9.0,1.22,4.0,1.73,2.08,2.75,1.4,4.5,1.17,1.57,2.25,2.85,1.4,1.63,2.25,13.0,10.0,12.0,21.0,12.0,7.0,9.5,17.0,17.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
7,j7EUVh4k,29/02/2024,11:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Feiha,ROUND 22,1.95,3.5,3.75,1.45,2.7,1.05,8.5,1.29,3.5,1.95,1.85,3.25,1.33,6.0,1.11,1.83,1.83,1.9,1.9,1.26,3.7,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,600.0
8,tKVcQxf3,29/02/2024,11:00,IRAQ - SUPER LEAGUE,Erbil,Baghdad,ROUND 17,2.07,3.05,3.35,1.52,2.12,1.08,6.5,1.47,2.32,2.51,1.48,4.8,1.13,9.4,1.03,2.1,1.7,,,,,6.6,6.5,12.5,35.0,4.85,5.4,10.5,29.0,7.1,7.9,15.5,45.0,14.5,16.5,32.0,90.0,
9,zsV1Pd99,29/02/2024,11:00,IRAQ - SUPER LEAGUE,Al Minaa,Duhok,ROUND 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Em6pwQXn,29/02/2024,11:00,INDIA - ISL,Odisha FC,East Bengal,-,1.62,3.75,5.0,1.4,2.75,1.04,13.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.83,1.83,1.68,2.15,1.19,4.5,11.0,15.0,26.0,51.0,7.0,7.5,17.0,41.0,8.0,8.5,17.0,41.0,12.0,13.0,26.0,51.0,251.0
