Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,I9vK7A9O,14/10/2024,07:00,GHANA - PREMIER LEAGUE,Samartex,Nsoatreman,ROUND 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,tWZbkcin,14/10/2024,10:00,URUGUAY - SEGUNDA DIVISION,Montevideo City,Oriental,ROUND 22,1.55,3.75,5.7,1.38,2.6,1.03,7.7,1.32,2.85,1.93,1.7,3.15,1.26,6.5,1.1,2.0,1.65,,,,,9.0,13.0,32.0,120.0,5.9,7.4,19.0,70.0,6.6,8.25,20.0,75.0,10.5,13.5,32.0,110.0,101.0
3,6g3M1aPq,14/10/2024,15:00,BRAZIL - BRASILEIRO U23,Vila Nova FC U23,Mirassol U23,ROUND 4,1.95,2.65,4.5,1.44,2.27,1.01,7.9,1.36,2.61,2.2,1.52,4.1,1.15,7.8,1.01,2.1,1.7,1.88,1.72,,,6.2,8.75,21.0,65.0,5.0,4.7,11.75,40.0,7.4,7.0,11.75,40.0,15.0,14.0,24.0,55.0,450.0
4,AeLgfj9t,14/10/2024,15:15,IRELAND - PREMIER DIVISION,Derry City,Sligo Rovers,ROUND 33,1.33,4.0,8.0,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,2.0,1.75,1.38,3.0,1.08,6.6,12.0,21.0,41.0,101.0,7.0,8.5,23.0,51.0,6.5,8.5,19.0,51.0,9.0,12.0,26.0,51.0,351.0
5,hnayKBJt,14/10/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Almirante Brown,Atl. Rafaela,ROUND 36,3.3,2.9,2.4,1.73,2.08,1.17,5.0,1.67,2.1,3.4,1.33,7.0,1.1,17.0,1.03,2.5,1.5,3.1,1.35,1.58,2.35,5.0,5.5,9.5,23.0,6.5,6.0,12.0,29.0,15.0,15.0,23.0,51.0,41.0,41.0,51.0,101.0,201.0
6,d2d7HTod,14/10/2024,15:30,SPAIN - LALIGA2,Gijon,Castellon,ROUND 9,2.25,3.5,3.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.2,1.65,1.38,3.0,13.0,11.0,17.0,34.0,9.5,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
7,QyaI8nTc,14/10/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,St. Patricks,ROUND 33,2.9,3.3,2.15,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.4,1.3,6.5,1.11,1.75,2.0,3.0,1.38,1.65,2.2,11.0,8.0,11.0,21.0,10.0,6.5,9.0,17.0,15.0,11.0,15.0,26.0,34.0,23.0,34.0,51.0,201.0
8,K6E3LGt1,14/10/2024,16:00,COLOMBIA - PRIMERA A,Patriotas,Santa Fe,CLAUSURA ,3.2,3.2,2.3,1.53,2.38,1.1,7.0,1.44,2.63,2.4,1.53,5.0,1.17,11.0,1.05,2.1,1.67,3.1,1.35,1.63,2.25,7.0,6.0,10.0,21.0,7.5,6.5,10.0,21.0,15.0,12.0,19.0,41.0,34.0,29.0,41.0,67.0,900.0
9,Y9tGUKJE,14/10/2024,18:10,COLOMBIA - PRIMERA A,Once Caldas,Dep. Pasto,CLAUSURA ,2.0,3.5,3.7,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.73,2.05,1.8,1.3,3.45,8.0,9.0,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,19.0,41.0,17.0,19.0,34.0,67.0,900.0
10,2qL0pE6t,14/10/2024,18:30,BRAZIL - SERIE B,Brusque,Ituano,ROUND 31,2.05,3.1,3.9,1.53,2.38,1.1,7.0,1.44,2.63,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,2.1,1.78,1.26,3.7,6.5,8.5,19.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,19.0,51.0,19.0,21.0,41.0,67.0,201.0
11,8Sfbsb3K,14/10/2024,20:20,COLOMBIA - PRIMERA A,America De Cali,Ind. Medellin,CLAUSURA ,1.7,3.5,5.0,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.2,1.62,1.7,2.1,1.18,4.65,7.5,11.0,23.0,51.0,5.5,7.0,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,34.0,81.0,201.0
12,hKYvTCy6,14/10/2024,21:00,BRAZIL - SERIE B,Guarani,CRB,ROUND 31,2.1,3.0,3.8,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.2,1.62,2.08,1.73,1.28,3.55,6.5,8.5,17.0,41.0,6.0,6.0,15.0,41.0,8.5,9.5,19.0,51.0,19.0,21.0,41.0,67.0,1000.0
13,nNDvJVYn,14/10/2024,21:10,ARGENTINA - PRIMERA NACIONAL,Atletico Atlanta,Deportivo Madryn,ROUND 36,2.8,2.75,2.9,1.75,2.05,1.17,4.75,1.73,2.0,3.5,1.3,8.0,1.08,19.0,1.02,2.63,1.44,2.75,1.43,1.4,2.85,4.75,6.0,12.0,34.0,5.5,6.0,13.0,34.0,11.0,13.0,23.0,51.0,29.0,34.0,51.0,101.0,201.0
14,63lU6HR7,14/10/2024,22:30,COLOMBIA - PRIMERA A,Atl. Nacional,Envigado,CLAUSURA ,1.36,4.5,9.0,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,2.2,1.62,1.38,3.0,,,10.0,17.0,41.0,101.0,6.0,9.0,23.0,67.0,6.0,9.0,23.0,67.0,8.5,13.0,34.0,81.0,201.0
15,lCF9FDct,14/10/2024,22:30,PANAMA - LPF,Independiente,Veraguas,CLAUSURA ,1.47,3.65,7.2,1.4,2.52,1.04,10.0,1.2,3.65,1.6,2.07,2.37,1.45,4.3,1.13,1.62,2.02,,,,,11.5,22.0,60.0,200.0,7.7,7.3,21.0,80.0,8.0,7.5,13.5,55.0,11.5,11.0,19.5,55.0,350.0
