Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
23/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Independiente,ROUND 26,2.38,3.1,3.25,2.7,1.44,2.2,1.62
23/07/2023,18:45,ARGENTINA - LIGA PROFESIONAL,Defensa y Justicia,Sarmiento Junin,ROUND 26,1.83,3.5,4.5,2.1,1.7,1.95,1.8
23/07/2023,21:00,ARGENTINA - LIGA PROFESIONAL,Rosario Central,River Plate,ROUND 26,3.4,3.4,2.2,1.98,1.88,1.75,2.0
23/07/2023,15:05,ARGENTINA - PRIMERA NACIONAL,Flandria,Almirante Brown,ROUND 26,2.8,2.9,2.88,2.6,1.48,2.1,1.67
23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Chacarita Juniors,ROUND 23,2.88,2.88,2.8,2.5,1.5,2.1,1.67
23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Maipu,Racing Cordoba,ROUND 23,1.53,3.8,7.0,2.2,1.65,2.38,1.53
23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Club A. Guemes,ROUND 26,2.0,3.25,4.2,2.7,1.44,2.38,1.53
23/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Villa Dalmine,Dep. Riestra,ROUND 23,3.6,3.0,2.25,2.6,1.48,2.1,1.67
23/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Atl. Rafaela,Gimnasia Jujuy,ROUND 23,1.91,3.2,4.5,2.35,1.57,2.1,1.67
23/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Chaco For Ever,Tristan Suarez,ROUND 23,2.0,3.1,4.5,2.4,1.53,2.1,1.67
23/07/2023,17:10,ARGENTINA - PRIMERA NACIONAL,Almagro,San Martin T.,ROUND 26,3.1,2.8,2.63,3.1,1.36,2.5,1.5
23/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,Guabira,ROUND 20,1.83,3.3,3.75,1.95,1.85,1.8,1.91
23/07/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,Bolivar,The Strongest,ROUND 20,1.75,3.75,3.75,1.6,2.3,1.57,2.25
23/07/2023,20:30,BOLIVIA - DIVISION PROFESIONAL,Palmaflor,Royal Pari,ROUND 20,1.67,3.5,4.2,1.88,1.93,1.83,1.83
23/07/2023,16:00,BRAZIL - SERIE A,Bragantino,Internacional,ROUND 16,1.95,3.5,4.0,2.1,1.73,1.95,1.8
23/07/2023,16:00,BRAZIL - SERIE A,Cruzeiro,Goias,ROUND 16,1.62,3.75,6.0,2.1,1.73,2.1,1.67
23/07/2023,16:00,BRAZIL - SERIE A,Santos,Botafogo RJ,ROUND 16,3.75,3.2,2.15,2.5,1.53,2.05,1.7
23/07/2023,18:30,BRAZIL - SERIE A,Vasco,Athletico-PR,ROUND 16,3.0,3.3,2.4,2.3,1.62,2.0,1.75
23/07/2023,11:00,BRAZIL - SERIE B,Guarani,Atletico GO,ROUND 19,2.4,3.04,3.25,2.34,1.61,1.95,1.81
23/07/2023,15:30,BRAZIL - SERIE B,Juventude,Ceara,ROUND 19,2.02,3.34,3.85,2.32,1.62,2.02,1.75
23/07/2023,18:00,BRAZIL - SERIE B,Sampaio Correa,Sport Recife,ROUND 19,3.12,3.13,2.42,2.4,1.49,2.06,1.73
23/07/2023,13:00,BULGARIA - PARVA LIGA,Cherno More,Hebar,ROUND 2,1.55,3.8,6.5,1.9,1.95,1.91,1.8
23/07/2023,15:15,BULGARIA - PARVA LIGA,Lok. Sofia,Lok. Plovdiv,ROUND 2,3.1,3.2,2.45,2.25,1.62,1.83,1.83
