Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,jFjBUWd4,16/12/2023,04:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Perth Glory,ROUND 8,2.05,3.75,3.4,1.3,3.4,1.03,15.0,1.2,4.5,1.6,2.3,2.5,1.53,4.5,1.2,1.53,2.38,2.05,1.85,1.33,3.3,15.0,13.0,19.0,41.0,10.0,7.5,12.0,23.0,12.0,9.0,12.0,26.0,19.0,15.0,21.0,41.0,126.0
2,OjuF4g0L,16/12/2023,05:00,INDONESIA - LIGA 1,PSIS Semarang,Madura United,ROUND 23,1.9,3.6,3.5,1.32,3.1,10.5,1.01,1.22,3.4,1.65,1.98,2.57,1.39,4.95,1.12,1.62,2.05,1.87,1.85,,,12.0,11.75,20.0,50.0,8.5,7.1,12.0,29.0,10.0,8.25,13.5,32.0,16.5,14.0,23.0,55.0,350.0
3,fZVpaXNr,16/12/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,Borneo,ROUND 23,3.45,3.15,2.07,1.47,2.35,1.04,7.9,1.36,2.67,2.05,1.62,3.4,1.23,7.3,1.05,1.83,1.78,,,1.75,1.98,8.25,6.5,9.25,19.0,9.25,6.1,8.75,18.5,18.0,12.0,15.5,32.0,50.0,32.0,40.0,80.0,700.0
4,YmJuh7gq,16/12/2023,05:30,INDIA - I-LEAGUE,Real Kashmir,Lajong,ROUND 11,1.78,3.65,4.0,1.34,3.1,10.2,1.04,1.23,3.35,1.7,1.91,2.62,1.37,5.1,1.12,1.65,1.98,1.83,1.88,,,11.75,13.0,24.0,65.0,7.7,7.2,13.5,35.0,8.75,8.25,14.0,37.0,14.5,13.5,24.0,60.0,400.0
5,YwtGTjCA,16/12/2023,05:45,AUSTRALIA - A-LEAGUE,Melbourne Victory,Sydney FC,ROUND 8,2.1,3.8,3.2,1.25,3.75,1.03,17.0,1.14,5.5,1.5,2.5,2.2,1.67,4.0,1.25,1.44,2.63,2.05,1.75,1.35,3.1,19.0,15.0,21.0,34.0,12.0,7.5,12.0,21.0,13.0,9.0,11.0,23.0,21.0,15.0,19.0,29.0,81.0
6,CvIqiR8k,16/12/2023,06:30,INDIA - I-LEAGUE,Aizawl,Gokulam,ROUND 11,2.65,3.35,2.4,1.3,3.34,1.02,12.7,1.2,3.65,1.6,2.05,2.4,1.44,4.3,1.16,1.5,2.27,,,1.8,1.91,13.0,11.0,14.5,27.0,10.75,6.8,9.25,17.5,15.5,9.75,11.25,21.0,32.0,20.0,24.0,40.0,250.0
7,rkXUSg7S,16/12/2023,07:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Binh Dinh,ROUND 6,3.1,3.4,2.1,1.42,2.47,1.03,8.4,1.32,2.82,1.93,1.7,3.2,1.25,6.7,1.06,1.8,1.8,,,,,9.25,7.1,9.75,19.0,9.0,6.5,9.0,18.0,15.5,11.25,15.5,32.0,40.0,29.0,40.0,80.0,700.0
8,EFSQTZiM,16/12/2023,08:00,VIETNAM - V.LEAGUE 1,Thanh Hoa,Ho Chi Minh,ROUND 6,1.5,4.1,5.7,1.35,2.94,1.01,9.6,1.26,3.15,1.83,1.88,2.82,1.32,5.6,1.09,1.93,1.7,,,,,10.75,14.5,35.0,120.0,6.4,8.0,19.0,65.0,6.6,8.25,19.5,65.0,10.0,12.5,29.0,100.0,900.0
9,OOA59NLp,16/12/2023,08:00,THAILAND - THAI LEAGUE 1,Khonkaen Utd.,Pathum United,ROUND 14,4.55,3.9,1.65,1.31,3.15,1.04,8.75,1.19,4.2,1.57,2.25,2.35,1.53,3.85,1.22,1.6,2.22,,,2.15,1.65,8.75,9.25,9.5,14.0,15.5,7.8,8.0,11.75,29.0,14.5,13.5,19.5,75.0,40.0,37.0,50.0,300.0
10,zPTMUFxG,16/12/2023,08:00,VIETNAM - V.LEAGUE 1,Binh Duong,Nam Dinh,ROUND 6,3.1,3.35,2.12,1.42,2.45,1.03,8.2,1.33,2.8,1.98,1.65,3.25,1.25,6.8,1.06,1.8,1.8,,,1.75,1.95,9.0,7.0,9.75,19.0,9.0,6.5,9.0,18.0,15.5,11.25,15.5,32.0,40.0,29.0,40.0,80.0,700.0
11,plI7KfnQ,16/12/2023,08:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Torreense,ROUND 14,1.91,3.5,4.0,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,1.95,1.9,1.26,3.7,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
12,xSE98syi,16/12/2023,08:30,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Ratchaburi,ROUND 14,2.27,3.55,2.8,1.34,3.0,1.04,8.5,1.21,3.9,1.65,2.15,2.55,1.45,4.25,1.18,1.55,2.3,2.22,1.62,,,8.5,11.25,16.0,32.0,10.25,7.1,10.25,21.0,13.0,9.0,12.0,25.0,23.0,16.5,22.0,45.0,250.0
13,MsH7LYko,16/12/2023,08:30,IRAQ - SUPER LEAGUE,Karbala,Al Quwa Al Jawiya,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,IDvJ3DFR,16/12/2023,09:00,INDONESIA - LIGA 1,Persija Jakarta,PSS Sleman,ROUND 23,1.47,4.15,5.9,1.3,3.22,12.0,1.01,1.21,3.55,1.62,2.02,2.45,1.42,3.7,1.19,1.75,1.87,,,,,12.5,17.0,37.0,120.0,7.6,8.25,18.5,60.0,7.4,8.0,17.0,55.0,10.5,11.25,23.0,75.0,500.0
15,tYdwS8M1,16/12/2023,09:00,ROMANIA - LIGA 1,UTA Arad,Farul Constanta,ROUND 20,3.25,3.3,2.2,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.4,1.3,7.0,1.1,1.73,2.0,3.1,1.35,1.68,2.15,10.0,8.0,11.0,21.0,10.0,6.5,9.0,17.0,17.0,12.0,13.0,29.0,34.0,26.0,34.0,41.0,201.0
16,Q9dgQuyk,16/12/2023,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Tuzla City,Sloga Doboj,ROUND 18,1.62,3.75,4.75,1.33,3.04,1.01,11.5,1.24,3.3,1.7,1.91,2.65,1.37,5.1,1.13,1.72,1.9,1.78,1.93,,,11.25,13.5,28.0,80.0,7.4,7.4,15.5,45.0,8.0,8.0,15.5,45.0,12.5,12.5,24.0,70.0,500.0
17,4fIhSQ9a,16/12/2023,09:00,INDIA - ISL,Bengaluru FC,Jamshedpur,-,1.95,3.5,3.3,1.4,2.75,1.06,10.0,1.33,3.25,2.03,1.78,3.5,1.29,7.0,1.1,1.83,1.83,2.0,1.8,1.33,3.3,10.0,9.5,17.0,41.0,7.0,7.0,12.0,29.0,9.0,9.0,17.0,41.0,17.0,17.0,29.0,51.0,301.0
18,6goCjgYL,16/12/2023,09:00,SLOVENIA - PRVA LIGA,Rogaska,Aluminij,ROUND 17,2.42,3.4,2.7,1.44,2.62,1.06,7.1,1.33,3.05,2.0,1.75,3.3,1.28,5.8,1.1,1.8,1.91,2.3,1.57,,,7.1,8.25,13.0,29.0,7.8,6.5,10.25,23.0,11.5,9.5,15.0,35.0,24.0,20.0,32.0,70.0,600.0
19,KjvfGgfc,16/12/2023,09:00,THAILAND - THAI LEAGUE 1,Uthai Thani,Lamphun Warrior,ROUND 14,2.37,3.4,2.77,1.37,2.85,1.05,7.9,1.24,3.6,1.75,2.02,2.72,1.4,4.65,1.16,1.6,2.2,2.3,1.57,,,7.9,10.75,15.5,32.0,9.25,6.6,10.0,21.0,12.5,9.0,12.0,26.0,25.0,18.0,25.0,45.0,300.0
20,4lkUdUfe,16/12/2023,09:00,SLOVENIA - PRVA LIGA,Domzale,Bravo,ROUND 20,2.27,3.2,3.05,1.45,2.57,1.07,6.9,1.32,3.1,1.98,1.78,3.25,1.3,5.6,1.11,1.72,2.0,2.22,1.62,,,6.9,9.0,15.5,40.0,7.9,6.1,10.75,28.0,11.25,8.75,13.5,35.0,23.0,18.0,27.0,60.0,500.0
21,OEDS83VJ,16/12/2023,09:30,ENGLAND - CHAMPIONSHIP,Ipswich,Norwich,ROUND 22,1.57,4.2,5.75,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.3,1.62,4.0,1.25,1.62,2.2,1.55,2.38,1.15,5.5,17.0,21.0,34.0,51.0,9.5,8.0,17.0,41.0,9.0,8.5,13.0,41.0,12.0,12.0,21.0,41.0,126.0
22,MBUalXrA,16/12/2023,09:30,ALBANIA - SUPERLIGA,Kukesi,Partizani,ROUND 17,3.2,2.82,2.25,1.5,2.15,1.07,6.9,1.41,2.6,2.2,1.52,4.15,1.17,8.2,1.04,1.93,1.83,,,,,6.8,5.5,8.5,18.5,6.9,4.9,7.7,16.5,13.0,9.5,12.0,27.0,35.0,25.0,32.0,60.0,450.0
23,jR8nozg3,16/12/2023,10:00,SERBIA - SUPER LIGA,Radnicki Nis,Vojvodina,ROUND 19,3.35,3.5,2.02,1.37,2.85,1.05,7.9,1.25,3.55,1.78,1.98,2.8,1.38,4.8,1.15,1.65,2.1,,,1.78,1.98,7.9,8.25,10.25,18.5,11.5,6.8,8.5,15.5,19.0,11.25,13.0,24.0,45.0,27.0,30.0,55.0,350.0
24,IeewyjVe,16/12/2023,10:00,SERBIA - SUPER LIGA,Mladost,Napredak,ROUND 19,2.35,3.25,2.87,1.47,2.55,1.08,6.7,1.37,2.87,2.07,1.7,3.55,1.25,6.2,1.09,1.85,1.85,2.3,1.57,,,6.7,8.25,14.0,35.0,7.2,6.2,10.5,26.0,10.75,9.5,15.0,37.0,23.0,20.0,35.0,80.0,700.0
