Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,0lp7Kemp,05/05/2024,00:00,FIJI - PREMIER LEAGUE,Rewa,Ba,ROUND 9,1.72,3.45,4.15,,,,,,,1.65,1.98,,,,,,,,,,,11.75,11.5,21.0,50.0,7.0,6.1,11.25,29.0,7.8,6.8,11.0,28.0,12.0,10.5,17.0,40.0,250.0
2,bubuPyuT,05/05/2024,00:00,FIJI - PREMIER LEAGUE,Navua,Labasa,ROUND 9,2.52,3.35,2.4,1.32,3.1,,,1.21,3.94,1.65,1.98,2.67,1.39,,,1.56,2.36,,,,,12.0,8.75,11.5,21.0,8.5,6.0,7.9,14.5,11.75,8.25,10.0,18.5,23.0,16.0,20.0,35.0,200.0
3,SOXsVTKG,05/05/2024,02:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Gangwon,ROUND 11,2.45,3.1,2.63,1.44,2.63,1.06,10.0,1.3,3.4,2.03,1.83,3.4,1.3,7.0,1.1,1.8,1.91,2.43,1.53,1.45,2.68,9.5,9.0,13.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
4,S8PeEPab,05/05/2024,02:00,SOUTH KOREA - K LEAGUE 2,Seongnam,Suwon Bluewings,ROUND 10,3.8,3.3,1.85,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.8,1.91,3.8,1.25,1.9,1.9,10.0,7.5,9.0,17.0,12.0,6.5,8.5,15.0,21.0,13.0,15.0,26.0,41.0,34.0,41.0,51.0,201.0
5,YNZR1axg,05/05/2024,04:00,HONG KONG - PREMIER LEAGUE,North District,Lee Man Warriors,ROUND 20,16.5,7.4,1.12,1.19,4.19,1.01,9.65,1.09,6.18,1.36,2.7,1.93,1.78,2.8,1.33,2.27,1.5,,,,,19.0,9.25,6.3,6.2,50.0,17.0,11.75,11.5,175.0,60.0,40.0,40.0,800.0,300.0,200.0,200.0,201.0
6,tlZV0Jia,05/05/2024,04:00,HONG KONG - PREMIER LEAGUE,Resources Capital,Sham Shui Po,ROUND 20,3.15,3.75,1.98,1.26,3.49,1.01,9.7,1.16,4.55,1.53,2.2,2.25,1.5,3.6,1.2,1.5,2.25,,,1.78,1.93,15.5,10.5,11.5,18.5,13.5,7.7,8.75,14.0,19.5,11.25,12.5,20.0,40.0,24.0,26.0,40.0,250.0
7,jkco0TIO,05/05/2024,04:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Melbourne City,PLAY OFFS ,2.45,3.6,2.7,1.3,3.4,1.03,15.0,1.17,5.0,1.57,2.38,2.5,1.53,4.33,1.22,1.53,2.38,2.38,1.55,1.48,2.6,17.0,12.0,15.0,29.0,11.0,7.5,10.0,19.0,15.0,9.5,12.0,23.0,23.0,17.0,21.0,34.0,126.0
8,IgnWV4fb,05/05/2024,04:00,PHILIPPINES - PFL,United City,Don Bosco Garelli,ROUND 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,dpozVO94,05/05/2024,04:00,PHILIPPINES - PFL,Kaya,Cebu FC,ROUND 5,1.67,4.0,3.75,1.23,3.7,1.01,9.7,1.11,5.5,1.5,2.5,2.12,1.57,4.01,1.2,1.45,2.66,,,,,17.0,17.0,23.0,41.0,11.0,9.0,15.0,29.0,11.0,9.5,15.0,29.0,15.0,13.0,21.0,41.0,150.0
10,6aOaDqF4,05/05/2024,04:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Gyeongnam,ROUND 10,2.63,3.2,2.45,1.36,3.0,1.05,11.0,1.25,3.75,1.85,1.95,3.0,1.36,6.0,1.13,1.67,2.1,2.68,1.45,1.53,2.43,11.0,9.5,13.0,23.0,10.0,6.5,10.0,19.0,15.0,10.0,13.0,26.0,26.0,21.0,29.0,41.0,151.0
