Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,txaSpjnG,06/12/2023,05:30,INDIA - I-LEAGUE,Lajong,Churchill Brothers,ROUND 9,2.67,3.25,2.45,1.35,3.04,1.01,10.0,1.22,3.45,1.65,1.98,2.5,1.4,4.65,1.14,1.52,2.22,,,,,12.0,10.25,14.5,28.0,10.5,6.5,9.25,18.5,15.5,9.75,11.25,23.0,32.0,21.0,25.0,40.0,250.0
2,0OWpmUMP,06/12/2023,06:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Samtredia,FC Gareji Sagarejo,RELEGATION ,1.93,3.45,3.35,1.29,3.3,1.02,12.5,1.19,4.1,1.6,2.07,2.6,1.44,4.7,1.15,1.6,2.27,1.85,1.75,,,13.0,11.0,17.0,37.0,8.0,6.2,9.75,21.0,9.25,7.2,10.0,22.0,15.0,11.75,16.5,32.0,175.0
3,bFILSzQj,06/12/2023,07:00,SOUTH KOREA - K LEAGUE 1,Busan,Suwon FC,RELEGATION ,2.15,3.4,3.25,1.4,2.75,1.06,10.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.75,2.0,2.1,1.7,1.35,3.1,10.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0
4,UwyW1SMQ,06/12/2023,07:00,SOUTH KOREA - K LEAGUE 1,Gimpo FC,Gangwon,RELEGATION ,3.4,3.2,2.2,1.57,2.25,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.1,1.67,3.3,1.33,1.68,2.15,7.0,6.0,9.0,21.0,8.0,6.0,10.0,21.0,15.0,13.0,19.0,41.0,41.0,34.0,41.0,81.0,501.0
5,UizFqSQp,06/12/2023,07:00,ARMENIA - PREMIER LEAGUE,Alashkert,Pyunik Yerevan,ROUND 19,3.9,3.45,1.78,1.37,2.52,1.01,9.4,1.25,3.42,1.8,1.83,3.04,1.31,5.7,1.09,1.75,2.03,,,1.9,1.72,10.25,6.2,7.3,12.0,9.75,6.0,7.0,11.5,17.5,11.0,12.0,20.0,45.0,28.0,32.0,50.0,350.0
6,SAtLcSh2,06/12/2023,08:00,SPAIN - COPA DEL REY,Barbastro,Almeria,1/32-FINALS,11.0,6.0,1.25,1.3,3.4,1.04,13.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,2.25,1.57,,,3.9,1.24,13.0,7.0,6.0,7.0,21.0,12.0,9.5,12.0,51.0,29.0,29.0,34.0,151.0,81.0,67.0,101.0,501.0
7,rwRJITUR,06/12/2023,08:00,SPAIN - COPA DEL REY,Dep. La Coruna,Tenerife,1/32-FINALS,2.7,3.2,2.8,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,1.95,1.8,2.5,1.5,1.45,2.68,8.0,7.5,12.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,351.0
8,GncyJct8,06/12/2023,08:00,SPAIN - COPA DEL REY,Yeclano,Rayo Vallecano,1/32-FINALS,7.5,6.0,1.33,1.3,3.4,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,2.05,1.7,6.8,1.11,3.3,1.33,15.0,7.0,6.5,8.5,17.0,11.0,9.0,12.0,41.0,21.0,23.0,29.0,101.0,51.0,51.0,67.0,451.0
9,fwduIHeE,06/12/2023,08:00,SPAIN - COPA DEL REY,Antequera,Huesca,1/32-FINALS,2.75,2.8,2.9,1.53,2.38,1.11,6.5,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.75,2.68,1.45,1.4,2.85,6.5,7.5,13.0,29.0,7.0,5.5,11.0,26.0,12.0,11.0,15.0,41.0,26.0,26.0,41.0,51.0,401.0
10,l8wbQicM,06/12/2023,08:00,BELARUS - VYSSHAYA LIGA,Energetik-BGU,Vitebsk,RELEGATION ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
