Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,UmCS7pVQ,16/11/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Cimarrones de Sonora,Atlante,APERTURA ,2.52,3.0,2.85,1.55,2.35,1.1,5.8,1.45,2.57,2.32,1.55,4.1,1.2,7.1,1.06,1.95,1.75,2.4,1.53,,,5.8,7.1,13.0,35.0,6.9,5.8,10.75,29.0,11.5,9.75,16.0,45.0,28.0,23.0,37.0,90.0,900.0
2,jJzdFZv8,16/11/2023,10:00,URUGUAY - PRIMERA DIVISION,River Plate,Fenix,CLAUSURA ,2.4,3.1,2.88,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,2.43,1.53,1.43,2.75,8.0,8.0,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,21.0,34.0,51.0,351.0
3,4Q2Uq76i,16/11/2023,12:30,IVORY COAST - LIGUE 1,SO Armee,AS Denguele,ROUND 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,xp2dfaoH,16/11/2023,12:30,IVORY COAST - LIGUE 1,SOL,Mouna,ROUND 10,2.2,2.77,3.35,1.52,2.12,1.07,6.6,1.43,2.54,2.25,1.5,4.3,1.16,9.0,1.03,1.98,1.79,,,,,6.6,7.1,14.0,37.0,5.3,4.85,9.75,27.0,8.25,7.6,12.5,35.0,17.5,16.5,27.0,60.0,500.0
5,rN2heuWA,16/11/2023,12:30,IVORY COAST - LIGUE 1,Sporting Gagnoa,Academie de FAD,ROUND 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6iSNKIG3,16/11/2023,12:30,IVORY COAST - LIGUE 1,Stade d'Abidjan,San Pedro,ROUND 10,3.65,2.85,2.07,1.55,2.05,1.09,5.65,1.5,2.25,2.54,1.43,4.9,1.12,11.0,1.01,2.16,1.66,,,,,6.1,4.8,7.2,15.0,6.5,5.1,7.7,16.0,14.0,11.0,15.0,30.0,40.0,35.0,45.0,90.0,101.0
7,ETyVtjB3,16/11/2023,14:00,ITALY - SERIE C,Sestri Levante,Rimini,GROUP B ,2.37,3.15,2.95,1.5,2.5,1.08,6.5,1.38,2.82,2.15,1.65,3.6,1.25,6.3,1.09,1.83,1.87,2.3,1.57,,,6.5,8.25,14.5,37.0,7.2,6.0,10.75,27.0,11.0,9.25,14.5,37.0,24.0,20.0,32.0,75.0,700.0
8,jm60gJ0N,16/11/2023,15:00,IVORY COAST - LIGUE 1,Zoman,Korhogo,ROUND 10,2.52,2.7,2.9,1.57,2.02,1.1,5.45,1.53,2.18,2.64,1.4,5.15,1.11,11.0,1.01,2.14,1.67,,,,,5.7,5.8,11.0,28.0,5.1,4.85,9.25,24.0,9.0,8.75,14.0,35.0,22.0,22.0,37.0,80.0,101.0
9,pIeeGX9e,16/11/2023,16:30,URUGUAY - PRIMERA DIVISION,Boston River,La Luz,CLAUSURA ,2.05,3.2,3.4,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.0,1.13,1.67,2.1,2.1,1.7,1.33,3.3,11.0,12.0,19.0,41.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,151.0
10,bgufuwza,16/11/2023,16:45,ITALY - SERIE C,Entella,Cesena,GROUP B ,3.0,3.05,2.4,1.55,2.35,1.1,5.9,1.44,2.57,2.3,1.55,4.05,1.2,7.1,1.07,1.95,1.75,,,1.57,2.32,5.9,6.7,10.75,24.0,7.4,5.9,9.5,22.0,14.0,11.25,16.5,37.0,37.0,30.0,45.0,100.0,900.0
