Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,OKCMYQwr,09/08/2024,07:30,SOUTH KOREA - K LEAGUE 1,Gimcheon Sangmu,Gangwon,ROUND 26,2.05,3.4,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.73,2.0,2.08,1.73,1.33,3.3,11.0,11.0,17.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
2,6uQfw7VQ,09/08/2024,07:30,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Gwangju FC,ROUND 26,2.7,3.4,2.4,1.36,3.0,1.04,13.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.62,2.2,2.68,1.45,1.55,2.38,12.0,9.5,13.0,23.0,10.0,6.5,9.5,19.0,15.0,10.0,13.0,26.0,29.0,21.0,26.0,41.0,151.0
3,vekV6eeP,09/08/2024,08:35,CHINA - SUPER LEAGUE,Shenzhen Xinpengcheng,Chengdu Rongcheng,ROUND 22,7.0,4.1,1.45,1.33,3.25,1.04,13.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.91,1.91,6.8,1.11,2.68,1.45,12.0,7.0,7.0,10.0,19.0,8.0,8.5,12.0,41.0,21.0,17.0,23.0,81.0,51.0,51.0,51.0,251.0
4,AqP9aDma,09/08/2024,08:35,CHINA - SUPER LEAGUE,Shanghai Port,Meizhou Hakka,ROUND 22,1.03,17.0,41.0,1.11,6.5,41.0,28.0,1.04,13.0,1.17,5.0,1.44,2.63,2.0,1.73,2.63,1.44,,,,,34.0,67.0,201.0,501.0,17.0,34.0,81.0,351.0,8.5,19.0,51.0,201.0,6.5,15.0,41.0,201.0,800.0
5,xjBnrCIO,09/08/2024,08:35,CHINA - SUPER LEAGUE,Cangzhou,Shandong Taishan,ROUND 22,4.33,4.0,1.73,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.62,2.2,4.15,1.22,2.1,1.7,15.0,9.5,9.5,15.0,15.0,8.0,8.5,13.0,23.0,15.0,13.0,21.0,41.0,29.0,34.0,41.0,151.0
6,Gz95UXve,09/08/2024,09:00,INDONESIA - LIGA 1,Persib Bandung,PSBS Biak Numfor,ROUND 1,1.17,5.9,14.5,1.28,3.34,1.02,12.9,1.19,3.75,1.57,2.12,2.35,1.47,3.6,1.2,2.62,1.37,,,,,12.0,37.0,175.0,67.0,6.5,14.5,65.0,450.0,5.1,11.25,50.0,300.0,5.7,12.5,55.0,350.0,67.0
7,joD9xIQ1,09/08/2024,09:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Prachuap,ROUND 1,1.42,4.45,6.5,1.34,3.0,1.04,8.25,1.23,3.8,1.7,2.07,2.65,1.42,4.45,1.17,1.9,1.8,,,,,8.25,17.5,40.0,120.0,7.2,8.75,20.0,65.0,6.8,8.25,19.0,65.0,9.5,11.5,26.0,90.0,700.0
8,jqUSDrfK,09/08/2024,10:00,ARMENIA - PREMIER LEAGUE,Alashkert,Van,ROUND 2,1.7,3.8,3.85,1.3,3.22,1.01,10.4,1.18,4.05,1.62,2.05,2.57,1.42,4.6,1.14,1.61,2.25,,,,,13.0,11.5,19.0,45.0,7.3,6.7,11.0,26.0,7.7,7.1,11.75,28.0,11.5,10.5,17.5,40.0,250.0
9,YPth4uuP,09/08/2024,11:00,UZBEKISTAN - SUPER LEAGUE,Lok. Tashkent,Olympic,ROUND 15,2.42,3.05,2.85,1.44,2.42,1.02,8.7,1.32,2.85,1.93,1.7,3.1,1.27,6.35,1.07,1.7,1.91,,,,,8.75,8.5,14.5,35.0,7.9,6.0,10.25,25.0,12.0,9.25,13.5,35.0,26.0,20.0,29.0,65.0,500.0
10,2q1qy5nn,09/08/2024,12:00,ROMANIA - LIGA 2,FC Voluntari,Concordia,ROUND 2,1.95,3.3,3.75,1.47,2.55,1.07,6.7,1.35,2.92,2.05,1.72,3.45,1.27,6.0,1.09,1.87,1.85,1.91,1.82,,,6.7,9.75,19.0,55.0,6.7,6.4,13.0,37.0,9.0,8.5,15.5,45.0,17.0,16.0,30.0,80.0,700.0
