Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
15/07/2023,08:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daegu,ROUND 23,2.15,3.1,3.3,2.15,1.67,1.83,1.83
15/07/2023,07:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Cheongju,ROUND 21,2.88,3.2,2.38,2.25,1.62,1.91,1.8
15/07/2023,07:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Bucheon FC 1995,ROUND 21,3.25,3.3,2.1,1.95,1.85,1.8,1.91
15/07/2023,07:30,SOUTH KOREA - K LEAGUE 2,Gimpo FC,Gimcheon Sangmu,ROUND 21,3.6,3.4,1.91,2.15,1.67,2.0,1.73
15/07/2023,08:00,SOUTH KOREA - K LEAGUE 2,Asan,Anyang,ROUND 21,3.4,3.3,2.0,2.3,1.6,2.0,1.73
15/07/2023,10:00,SWEDEN - ALLSVENSKAN,Halmstad,Varnamo,ROUND 15,2.38,3.25,3.1,2.08,1.73,1.8,1.95
15/07/2023,12:30,SWEDEN - ALLSVENSKAN,Degerfors,Sirius,ROUND 15,2.8,3.4,2.5,1.75,2.05,1.57,2.25
15/07/2023,12:30,SWEDEN - ALLSVENSKAN,Hacken,Brommapojkarna,ROUND 15,1.29,5.75,10.0,1.33,3.4,1.67,2.1
15/07/2023,08:00,SWEDEN - SUPERETTAN,Jonkoping,Sundsvall,ROUND 14,1.8,3.6,3.8,1.65,2.2,1.62,2.2
15/07/2023,10:00,SWEDEN - SUPERETTAN,Orgryte,Helsingborg,ROUND 14,2.0,3.3,3.4,1.93,1.93,1.8,1.95
15/07/2023,10:00,SWEDEN - SUPERETTAN,Vasteras SK,Utsikten,ROUND 14,2.0,3.5,3.3,1.75,2.05,1.62,2.2
15/07/2023,12:00,SWEDEN - SUPERETTAN,Ostersund,Landskrona,ROUND 14,2.15,3.4,3.0,1.95,1.9,1.75,2.0
15/07/2023,12:30,URUGUAY - PRIMERA DIVISION,Liverpool M.,Plaza Colonia,TORNEO INTERMEDIO ,1.4,4.5,6.5,1.67,2.15,1.91,1.8
15/07/2023,15:00,URUGUAY - PRIMERA DIVISION,Cerro Largo,Racing Montevideo,TORNEO INTERMEDIO ,2.2,3.2,3.1,2.15,1.67,1.83,1.83
15/07/2023,19:00,URUGUAY - PRIMERA DIVISION,Nacional,Fenix,TORNEO INTERMEDIO ,1.4,4.2,7.0,1.9,1.9,2.1,1.67
15/07/2023,20:30,USA - MLS,Atlanta Utd,Orlando City,-,2.0,3.75,3.5,1.67,2.15,1.57,2.25
15/07/2023,20:30,USA - MLS,CF Montreal,Charlotte,-,2.15,3.5,3.3,1.88,1.98,1.7,2.05
15/07/2023,20:30,USA - MLS,FC Cincinnati,Nashville SC,-,1.91,3.5,4.0,1.95,1.9,1.8,1.95
15/07/2023,20:30,USA - MLS,New England Revolution,DC United,-,2.05,3.5,3.5,1.7,2.1,1.62,2.2
15/07/2023,20:30,USA - MLS,Philadelphia Union,New York City,-,1.91,3.6,4.0,1.9,1.95,1.75,2.0
15/07/2023,21:30,USA - MLS,Chicago Fire,Toronto FC,-,1.65,4.0,5.0,1.75,2.05,1.75,2.0
15/07/2023,21:30,USA - MLS,Minnesota United,Los Angeles FC,-,2.5,3.75,2.55,1.62,2.25,1.57,2.25
15/07/2023,21:30,USA - MLS,St. Louis City,Inter Miami,-,1.57,4.2,5.5,1.6,2.3,1.67,2.1
15/07/2023,22:30,USA - MLS,Austin FC,Sporting Kansas City,-,2.2,3.5,3.2,1.7,2.1,1.57,2.25
15/07/2023,22:30,USA - MLS,Colorado Rapids,Houston Dynamo,-,2.2,3.5,3.25,1.9,1.95,1.7,2.05
15/07/2023,22:30,USA - MLS,Real Salt Lake,New York Red Bulls,-,2.0,3.6,3.6,1.9,1.95,1.75,2.0
15/07/2023,23:30,USA - MLS,Portland Timbers,Columbus Crew,-,2.15,3.6,3.1,1.67,2.15,1.57,2.25
15/07/2023,23:30,USA - MLS,Seattle Sounders,FC Dallas,-,1.7,3.6,5.25,2.05,1.8,1.95,1.8
15/07/2023,23:30,USA - MLS,Vancouver Whitecaps,Los Angeles Galaxy,-,1.75,4.2,4.0,1.44,2.7,1.5,2.5
15/07/2023,20:00,USA - USL CHAMPIONSHIP,Miami FC,Charleston,-,2.38,3.28,2.77,1.85,1.93,1.63,2.22
15/07/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Detroit,-,1.55,3.8,5.79,2.09,1.72,2.09,1.71
15/07/2023,20:30,USA - USL CHAMPIONSHIP,Birmingham,Tampa Bay,-,2.76,3.5,2.32,1.74,2.07,1.57,2.33
15/07/2023,20:30,USA - USL CHAMPIONSHIP,Loudoun,Orange County SC,-,2.68,3.42,2.38,1.8,1.99,1.61,2.25
15/07/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Hartford Athletic,-,2.01,3.58,3.3,1.7,2.13,1.57,2.34
15/07/2023,22:30,USA - USL CHAMPIONSHIP,El Paso,Rio Grande,-,2.01,3.45,3.42,1.89,1.89,1.7,2.1
15/07/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Oakland Roots,-,2.31,3.34,2.89,1.93,1.85,1.7,2.1
