Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
15/07/2023,14:00,ARGENTINA - LIGA PROFESIONAL,Union de Santa Fe,Platense,ROUND 25,2.1,3.3,3.75,2.7,1.44,2.25,1.57
15/07/2023,16:00,ARGENTINA - LIGA PROFESIONAL,Racing Club,Rosario Central,ROUND 25,2.1,3.25,3.75,2.25,1.62,1.95,1.8
15/07/2023,19:00,ARGENTINA - LIGA PROFESIONAL,River Plate,Estudiantes L.P.,ROUND 25,1.36,4.33,10.0,2.05,1.8,2.2,1.62
15/07/2023,12:10,ARGENTINA - PRIMERA NACIONAL,Tristan Suarez,Ind. Rivadavia,ROUND 22,3.1,3.2,2.4,2.15,1.67,1.83,1.83
15/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Almirante Brown,San Martin S.J.,ROUND 25,2.63,3.0,2.9,2.7,1.44,2.2,1.62
15/07/2023,15:40,ARGENTINA - PRIMERA NACIONAL,Chacarita Juniors,Chaco For Ever,ROUND 22,1.7,3.4,6.0,2.6,1.48,2.5,1.5
15/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,CA Estudiantes,ROUND 22,2.38,3.1,3.25,2.7,1.44,2.2,1.62
15/07/2023,16:00,ARGENTINA - PRIMERA NACIONAL,Patronato,Gimnasia Mendoza,ROUND 25,2.25,3.0,3.6,2.7,1.44,2.2,1.62
15/07/2023,19:00,ARGENTINA - PRIMERA NACIONAL,Quilmes,Brown Adrogue,ROUND 22,2.1,3.0,4.0,3.1,1.36,2.5,1.5
15/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Guabira,Palmaflor,ROUND 19,2.05,3.5,3.1,1.85,1.95,1.73,2.0
15/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Libertad Gran Mamore,Always Ready,ROUND 19,3.3,3.5,1.85,1.7,2.1,1.62,2.2
15/07/2023,18:30,BRAZIL - SERIE A,America MG,Vasco,ROUND 15,,,,,,,
15/07/2023,21:00,BRAZIL - SERIE A,Botafogo RJ,Bragantino,ROUND 15,1.95,3.2,4.2,2.2,1.67,1.95,1.8
15/07/2023,21:00,BRAZIL - SERIE A,Corinthians,Gremio,ROUND 15,,,,,,,
15/07/2023,11:00,BRAZIL - SERIE B,Juventude,ABC,ROUND 17,1.54,3.9,7.1,2.3,1.63,2.38,1.55
15/07/2023,17:00,BRAZIL - SERIE B,Londrina,Vila Nova FC,ROUND 17,3.87,3.2,2.07,2.56,1.52,2.18,1.65
15/07/2023,17:00,BRAZIL - SERIE B,Ponte Preta,Tombense,ROUND 17,1.96,3.38,4.06,2.3,1.63,2.02,1.75
15/07/2023,12:45,BULGARIA - PARVA LIGA,Levski Sofia,CSKA 1948 Sofia,ROUND 1,2.0,3.1,4.33,2.5,1.5,2.1,1.67
15/07/2023,15:00,BULGARIA - PARVA LIGA,Arda,Cherno More,ROUND 1,2.25,3.1,3.5,2.25,1.62,1.83,1.83
15/07/2023,17:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,HFX Wanderers,-,2.01,3.42,3.46,1.95,1.83,1.75,2.03
15/07/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Forge,Valour,-,1.74,3.6,4.4,1.96,1.82,1.84,1.92
15/07/2023,13:30,CHILE - PRIMERA DIVISION,Colo Colo,O'Higgins,ROUND 17,1.95,3.3,4.0,2.1,1.7,1.91,1.8
15/07/2023,18:00,COLOMBIA - PRIMERA A,Ind. Medellin,La Equidad,CLAUSURA ,1.95,3.3,4.2,2.2,1.65,2.0,1.73
15/07/2023,20:10,COLOMBIA - PRIMERA A,Junior,Aguilas,CLAUSURA ,1.83,3.5,4.5,2.15,1.67,2.0,1.73
15/07/2023,22:20,COLOMBIA - PRIMERA A,Dep. Pasto,Millonarios,CLAUSURA ,2.75,3.2,2.63,2.3,1.6,1.91,1.8
15/07/2023,13:00,EGYPT - PREMIER LEAGUE,Al Masry,Smouha,ROUND 34,1.95,3.58,3.77,1.94,1.86,1.78,1.99
15/07/2023,13:00,EGYPT - PREMIER LEAGUE,Enppi,Ceramica Cleopatra,ROUND 34,3.73,3.18,2.11,2.42,1.47,2.12,1.69
15/07/2023,15:30,EGYPT - PREMIER LEAGUE,El Ismaily,Al Ittihad,ROUND 34,2.21,2.98,3.73,2.15,1.7,1.85,1.91
15/07/2023,09:00,FINLAND - VEIKKAUSLIIGA,Ilves,Mariehamn,-,1.7,3.6,4.5,2.05,1.8,1.95,1.8
15/07/2023,11:00,FINLAND - VEIKKAUSLIIGA,VPS,AC Oulu,-,2.4,3.2,2.63,1.95,1.9,1.67,2.1
15/07/2023,15:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Cork City,ROUND 24,1.85,3.4,3.8,2.03,1.83,1.91,1.91
15/07/2023,01:00,JAPAN - J1 LEAGUE,Hokkaido Consadole Sapporo,Albirex Niigata,ROUND 21,1.85,4.0,3.75,1.53,2.4,1.53,2.38
15/07/2023,07:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Kawasaki Frontale,ROUND 21,2.15,3.75,3.1,1.48,2.6,1.44,2.63
15/07/2023,06:00,JAPAN - J2 LEAGUE,Verdy,Tokushima,ROUND 26,1.73,3.5,5.0,2.15,1.67,2.0,1.73
15/07/2023,07:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Iwaki,ROUND 26,2.55,3.1,3.0,2.15,1.67,1.83,1.83
15/07/2023,00:10,MEXICO - LIGA MX,Club Tijuana,Cruz Azul,APERTURA ,2.05,3.4,3.6,1.88,1.98,1.7,2.05
15/07/2023,20:00,MEXICO - LIGA MX,Atl. San Luis,Queretaro,APERTURA ,1.91,3.6,4.0,1.8,2.0,1.67,2.1
15/07/2023,22:00,MEXICO - LIGA MX,Club America,Puebla,APERTURA ,1.4,5.0,7.0,1.44,2.7,1.67,2.1
15/07/2023,13:00,NORWAY - ELITESERIEN,Valerenga,Molde,ROUND 14,3.8,4.0,1.83,1.53,2.4,1.53,2.38
15/07/2023,17:00,PARAGUAY - PRIMERA DIVISION,Resistencia,Olimpia Asuncion,CLAUSURA ,4.75,3.5,1.62,1.9,1.9,1.83,1.83
15/07/2023,19:30,PARAGUAY - PRIMERA DIVISION,Ameliano,Cerro Porteno,CLAUSURA ,3.25,3.4,2.0,1.83,1.98,1.67,2.1
15/07/2023,15:00,PERU - LIGA 1,Deportivo Garcilaso,ADT Tarma,CLAUSURA ,1.7,3.6,5.0,1.73,2.08,1.73,2.0
15/07/2023,17:15,PERU - LIGA 1,Sporting Cristal,Carlos Mannucci,CLAUSURA ,1.25,5.5,13.0,1.53,2.4,2.1,1.67
15/07/2023,21:00,PERU - LIGA 1,Cesar Vallejo,AD Cantolao,CLAUSURA ,1.36,5.0,8.0,1.67,2.15,1.91,1.8
15/07/2023,12:30,ROMANIA - LIGA 1,FC Hermannstadt,Farul Constanta,ROUND 1,1.83,3.3,4.0,2.35,1.57,2.2,1.62
15/07/2023,15:30,ROMANIA - LIGA 1,CFR Cluj,Poli Iasi,ROUND 1,1.36,4.2,8.0,2.1,1.7,2.63,1.44
15/07/2023,07:00,SOUTH KOREA - K LEAGUE 1,Suwon Bluewings,Ulsan Hyundai,ROUND 23,4.33,3.6,1.7,1.88,1.98,1.8,1.91
15/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Gangwon,Seoul,ROUND 23,3.4,3.1,2.1,2.15,1.67,1.83,1.83
