Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,80QkJ85b,15/08/2024,10:00,UZBEKISTAN - SUPER LEAGUE,Metallurg Bekabad,Neftchi Fargona,ROUND 16,3.15,2.87,2.35,1.53,2.2,1.07,6.15,1.5,2.27,2.4,1.44,4.15,1.15,9.9,1.01,2.02,1.62,,,,,6.3,6.0,10.25,24.0,7.1,5.8,9.75,23.0,14.5,12.0,18.0,45.0,45.0,37.0,55.0,120.0,
2,fHOcHnzB,15/08/2024,12:15,UZBEKISTAN - SUPER LEAGUE,Olympic,Sogdiana,ROUND 16,2.65,3.0,2.65,1.44,2.42,1.05,7.2,1.38,2.6,2.1,1.57,3.5,1.21,7.6,1.04,1.82,1.8,,,,,7.6,7.4,12.5,30.0,7.5,5.8,10.0,24.0,12.5,10.0,14.5,37.0,30.0,24.0,37.0,80.0,700.0
3,hKUolb9m,15/08/2024,15:00,PERU - LIGA 1,Alianza Atl.,Cusco,CLAUSURA ,1.91,3.2,4.33,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.9,1.95,1.21,4.25,8.0,11.0,21.0,41.0,6.5,6.0,15.0,41.0,8.5,9.0,17.0,41.0,15.0,17.0,34.0,51.0,351.0
4,O2yFKvs0,15/08/2024,15:00,SERBIA - SUPER LIGA,Cukaricki,Crvena zvezda,ROUND 5,8.0,4.2,1.39,1.35,2.92,1.04,8.25,1.21,3.95,1.65,2.15,2.52,1.47,4.25,1.18,1.83,1.87,,,,,8.25,7.1,6.8,9.25,24.0,8.5,8.0,11.0,60.0,23.0,17.0,24.0,200.0,90.0,65.0,70.0,500.0
5,6eQuWbQ8,15/08/2024,15:30,SPAIN - LALIGA2,Granada CF,Albacete,ROUND 1,1.85,3.5,4.1,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,1.88,1.98,1.23,4.0,9.0,10.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0
6,rFIWlt2O,15/08/2024,16:15,ICELAND - BESTA DEILD KARLA,Valur,Breidablik,ROUND 16,2.05,3.85,3.0,1.21,3.9,1.02,20.0,1.1,5.7,1.34,3.0,1.85,1.9,2.77,1.39,1.33,3.05,2.0,1.75,,,27.0,20.0,25.0,45.0,15.5,9.25,11.75,21.0,16.0,9.5,10.5,19.0,23.0,14.0,15.5,25.0,100.0
7,8Ct3NAbJ,15/08/2024,17:00,DOMINICAN REPUBLIC - LDF,Moca,Universidad O&M,WINNERS STAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,tvWMkBph,15/08/2024,17:15,PERU - LIGA 1,Comerciantes Unidos,Cajamarca,CLAUSURA ,2.75,3.0,2.7,1.5,2.5,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.83,1.83,2.68,1.45,1.85,2.0,8.0,8.0,13.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
9,tS1CWB9T,15/08/2024,18:00,VENEZUELA - LIGA FUTVE,Angostura,Carabobo,CLAUSURA ,3.4,2.72,2.35,1.47,2.35,1.05,7.2,1.4,2.52,2.18,1.53,3.6,1.2,8.1,1.03,1.8,1.8,,,,,6.8,6.6,11.0,26.0,8.75,5.4,9.0,22.0,18.0,11.5,14.0,35.0,50.0,35.0,40.0,75.0,600.0
10,p65RnSa6,15/08/2024,19:00,SOUTH AMERICA - COPA LIBERTADORES,Nacional (Uru),Sao Paulo (Bra),PLAY OFFS ,3.1,3.0,2.55,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.0,1.17,13.0,1.04,2.1,1.67,2.85,1.4,1.5,2.5,6.5,6.5,11.0,26.0,7.0,6.0,11.0,23.0,13.0,12.0,19.0,41.0,34.0,29.0,41.0,67.0,501.0
11,6Z0wCakA,15/08/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Athletico-PR (Bra),Belgrano (Arg),PLAY OFFS ,1.48,4.0,7.5,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,2.25,1.57,1.48,2.6,1.11,6.6,8.5,15.0,34.0,81.0,5.5,8.0,23.0,51.0,6.0,9.0,21.0,67.0,9.5,15.0,34.0,81.0,351.0
12,2c84e6Ib,15/08/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Libertad Asuncion (Par),Ameliano (Par),PLAY OFFS ,1.48,4.5,7.0,1.4,2.75,1.06,9.5,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,2.2,1.62,1.45,2.68,1.12,6.4,9.5,15.0,34.0,81.0,6.0,8.5,21.0,51.0,6.0,9.0,23.0,51.0,9.5,13.0,34.0,81.0,201.0
13,8E34YXvH,15/08/2024,20:45,VENEZUELA - LIGA FUTVE,Caracas,Estudiantes Merida,CLAUSURA ,1.87,3.1,4.35,1.42,2.45,1.04,7.7,1.36,2.65,2.07,1.6,3.4,1.23,7.5,1.04,1.85,1.75,1.83,1.88,,,7.8,11.25,25.0,80.0,5.9,6.1,14.0,45.0,8.0,8.5,15.5,50.0,16.0,16.5,32.0,80.0,700.0
14,n1SwUw49,15/08/2024,21:00,BRAZIL - SERIE B,Operario,Ituano,ROUND 21,1.57,3.7,6.5,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.5,1.5,1.55,2.38,1.13,6.0,7.0,12.0,29.0,81.0,5.0,7.5,21.0,51.0,6.0,9.5,23.0,67.0,11.0,17.0,41.0,101.0,201.0
15,KOJ9a5qC,15/08/2024,21:30,SOUTH AMERICA - COPA LIBERTADORES,Flamengo RJ (Bra),Bolivar (Bol),PLAY OFFS ,1.13,9.0,19.0,1.2,4.33,1.02,21.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,2.25,1.57,1.12,6.25,,,21.0,41.0,81.0,351.0,10.0,17.0,41.0,126.0,6.5,11.0,34.0,101.0,6.5,11.0,34.0,81.0,501.0
16,48FYbuPj,15/08/2024,21:30,SOUTH AMERICA - COPA SUDAMERICANA,Boca Juniors (Arg),Cruzeiro (Bra),PLAY OFFS ,2.3,3.0,3.5,1.57,2.25,1.11,6.5,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,2.2,1.65,1.33,3.3,6.5,7.5,15.0,41.0,6.0,6.5,13.0,34.0,9.5,10.0,21.0,41.0,21.0,23.0,41.0,81.0,201.0
17,tA4BmpZg,14/08/2024,22:00,USA - USL CHAMPIONSHIP,New Mexico,FC Tulsa,-,1.57,3.7,5.1,1.34,3.0,1.04,8.25,1.22,3.85,1.65,2.15,2.55,1.45,4.25,1.18,1.65,2.1,1.65,2.15,,,8.25,16.0,35.0,100.0,8.0,7.5,16.5,50.0,8.5,7.8,14.0,45.0,12.5,11.75,21.0,55.0,350.0
18,OYgGn4l0,14/08/2024,23:30,USA - USL CHAMPIONSHIP,Sacramento Republic,El Paso,-,1.57,3.75,5.1,1.39,2.77,1.05,7.7,1.26,3.45,1.8,1.95,2.87,1.37,4.9,1.14,1.83,1.87,1.57,2.3,,,7.7,14.5,32.0,100.0,6.9,7.5,16.5,50.0,7.4,8.0,16.5,50.0,11.5,12.5,25.0,75.0,600.0
