Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
06/06/2023,15:00,NETHERLANDS - EREDIVISIE,Almere City,FC Emmen,RELEGATION ,2.5,3.3,2.88,1.93,1.93,1.7,2.05
06/06/2023,10:00,ARMENIA - PREMIER LEAGUE,Alashkert,Pyunik Yerevan,ROUND 36,3.36,3.18,2.13,2.14,1.69,1.83,1.93
06/06/2023,12:00,ARMENIA - PREMIER LEAGUE,Urartu,Ararat Yerevan,ROUND 36,1.37,4.5,7.8,1.85,1.93,2.07,1.72
06/06/2023,19:00,BRAZIL - SERIE B,Chapecoense-SC,Vila Nova FC,ROUND 11,2.68,3.13,2.74,2.46,1.56,2.02,1.76
06/06/2023,19:00,BRAZIL - SERIE B,Ponte Preta,ABC,ROUND 11,1.72,3.62,5.1,2.25,1.66,2.12,1.69
06/06/2023,19:00,BRAZIL - SERIE B,Tombense,Vitoria,ROUND 11,2.61,3.18,2.78,2.34,1.61,1.96,1.8
06/06/2023,21:30,BRAZIL - SERIE B,Atletico GO,Ceara,ROUND 11,2.05,3.44,3.62,2.09,1.76,1.87,1.89
06/06/2023,21:30,BRAZIL - SERIE B,Botafogo SP,Ituano,ROUND 11,2.06,3.24,3.84,2.48,1.55,2.12,1.69
06/06/2023,13:30,BULGARIA - PARVA LIGA,Botev Plovdiv,Arda,CONFERENCE LEAGUE GROUP ,13.0,8.0,1.17,1.53,2.4,2.5,1.5
06/06/2023,13:30,BULGARIA - PARVA LIGA,Slavia Sofia,Lok. Sofia,CONFERENCE LEAGUE GROUP ,1.6,3.8,6.5,2.3,1.6,2.38,1.53
06/06/2023,13:00,EGYPT - PREMIER LEAGUE,El Daklyeh,Haras El Hodood,ROUND 31,2.0,3.08,4.3,2.5,1.53,2.14,1.67
06/06/2023,13:00,EGYPT - PREMIER LEAGUE,Pharco,Pyramids,ROUND 31,4.98,3.24,1.83,2.59,1.5,2.27,1.6
06/06/2023,15:30,EGYPT - PREMIER LEAGUE,Future FC,Enppi,ROUND 31,1.72,3.58,5.1,2.31,1.62,2.14,1.67
06/06/2023,12:00,ESTONIA - MEISTRILIIGA,Kuressaare,Levadia,ROUND 16,5.35,3.98,1.56,1.83,1.95,1.83,1.93
06/06/2023,14:00,ESTONIA - MEISTRILIIGA,Kalju,Parnu JK Vaprus,ROUND 16,1.71,3.86,4.24,1.68,2.16,1.62,2.23
06/06/2023,15:45,GERMANY - 2. BUNDESLIGA,Arminia Bielefeld,Wehen,RELEGATION ,1.83,4.0,3.8,1.57,2.35,1.53,2.38
06/06/2023,12:00,LITHUANIA - A LYGA,Banga,Suduva,ROUND 17,1.99,3.3,3.64,2.18,1.67,1.9,1.86
06/06/2023,14:00,LITHUANIA - A LYGA,Riteriai,Kauno Zalgiris,ROUND 17,5.1,3.64,1.64,2.09,1.72,2.0,1.77
06/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Athletico-PR (Bra),Libertad Asuncion (Par),GROUP STAGE ,1.67,3.6,5.75,2.08,1.73,2.0,1.75
06/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Monagas (Ven),Pereira (Col),GROUP STAGE ,3.3,3.2,2.3,2.15,1.67,1.8,1.95
06/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Alianza Lima (Per),Atletico-MG (Bra),GROUP STAGE ,5.5,3.75,1.67,2.05,1.8,1.95,1.8
06/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Boca Juniors (Arg),Colo Colo (Chi),GROUP STAGE ,1.62,3.6,6.0,2.25,1.62,2.2,1.62
06/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,FBC Melgar (Per),Patronato (Arg),GROUP STAGE ,1.7,3.8,4.75,2.1,1.7,2.05,1.7
06/06/2023,23:00,SOUTH AMERICA - COPA LIBERTADORES,Bolivar (Bol),Cerro Porteno (Par),GROUP STAGE ,1.45,4.5,7.0,1.7,2.1,1.91,1.91
06/06/2023,04:30,SOUTH KOREA - K LEAGUE 1,Suwon FC,Ulsan Hyundai,ROUND 17,5.0,4.0,1.53,1.53,2.4,1.62,2.2
06/06/2023,06:00,SOUTH KOREA - K LEAGUE 1,Pohang,Jeju Utd,ROUND 17,2.0,3.25,3.4,2.05,1.75,1.83,1.83
06/06/2023,10:00,SWEDEN - SUPERETTAN,Helsingborg,Jonkoping,ROUND 11,2.38,3.3,2.75,1.93,1.93,1.7,2.05
06/06/2023,10:00,SWEDEN - SUPERETTAN,Orgryte,Landskrona,ROUND 11,2.0,3.5,3.25,1.85,2.0,1.7,2.05
06/06/2023,10:00,SWEDEN - SUPERETTAN,Sundsvall,GAIS,ROUND 11,3.5,3.5,1.95,1.82,2.02,1.7,2.05
06/06/2023,15:30,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Sion,RELEGATION ,2.0,3.75,3.5,1.67,2.15,1.62,2.2
06/06/2023,11:00,TURKEY - SUPER LIG,Karagumruk,Kasimpasa,ROUND 38,2.0,4.0,3.0,1.36,3.1,1.33,3.25
06/06/2023,11:00,TURKEY - SUPER LIG,Sivasspor,Kayserispor,ROUND 38,1.65,4.0,4.2,1.53,2.4,1.57,2.25
06/06/2023,14:00,TURKEY - SUPER LIG,Basaksehir,Trabzonspor,ROUND 38,2.1,3.6,3.0,1.65,2.2,1.57,2.25
