Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Cd5pFx5e,30/07/2024,11:30,EGYPT - PREMIER LEAGUE,El Daklyeh,El Gaish,ROUND 32,4.25,2.65,2.1,1.57,2.12,1.13,4.4,1.53,2.18,2.52,1.4,4.3,1.14,10.5,12.0,2.05,1.6,,,1.75,1.98,4.7,5.3,8.75,21.0,8.5,5.4,9.0,22.0,23.0,14.5,17.5,40.0,80.0,55.0,65.0,120.0,900.0
2,zVjuyKRE,30/07/2024,15:00,EGYPT - PREMIER LEAGUE,Baladiyat El Mahalla,El Ismaily,ROUND 32,4.05,3.05,1.93,1.44,2.42,1.04,7.5,1.39,2.57,2.1,1.57,3.5,1.21,7.8,1.04,1.88,1.72,,,1.8,1.9,7.3,6.2,8.75,17.0,9.25,6.0,8.5,16.5,21.0,14.0,16.0,32.0,70.0,45.0,55.0,90.0,900.0
3,8ObgDGZ7,30/07/2024,15:00,EGYPT - PREMIER LEAGUE,Pharco,Pyramids,ROUND 32,6.5,3.9,1.47,1.4,2.52,1.02,9.1,1.28,3.05,1.88,1.82,2.92,1.3,6.05,1.08,1.98,1.65,,,,,9.75,6.0,6.4,9.75,16.0,7.7,8.25,12.5,40.0,21.0,19.5,30.0,150.0,75.0,70.0,100.0,900.0
4,86HZgPNP,30/07/2024,17:00,PERU - LIGA 1,Sport Boys,Cienciano,CLAUSURA ,1.91,3.3,4.0,1.4,2.75,1.06,10.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.95,1.9,1.25,3.8,10.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.5,8.5,15.0,41.0,17.0,15.0,26.0,41.0,201.0
5,fRZnWLVI,30/07/2024,17:00,PERU - LIGA 1,Sport Huancayo,Cesar Vallejo,CLAUSURA ,1.57,3.8,5.0,1.4,2.75,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,2.0,1.73,1.58,2.35,1.17,5.0,10.0,13.0,26.0,51.0,6.5,7.5,17.0,41.0,7.0,8.5,19.0,41.0,11.0,13.0,29.0,67.0,351.0
6,AiLZSv2K,30/07/2024,19:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,SA Bulo Bulo,CLAUSURA ,1.44,4.33,7.0,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.83,1.83,1.43,2.75,1.11,6.8,13.0,19.0,41.0,81.0,8.0,8.5,21.0,51.0,7.5,8.5,17.0,51.0,10.0,12.0,23.0,51.0,251.0
7,CC5KNqLl,30/07/2024,20:00,BRAZIL - COPA DO BRASIL,Sao Paulo,Goias,1/8-FINALS,1.33,4.5,11.0,1.44,2.63,1.08,8.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,2.5,1.5,1.35,3.1,,,8.0,17.0,41.0,126.0,5.0,9.0,29.0,81.0,5.5,9.5,29.0,81.0,8.0,15.0,41.0,101.0,201.0
8,KdJ9xotJ,30/07/2024,20:00,COLOMBIA - PRIMERA A,Aguilas,Patriotas,CLAUSURA ,1.67,3.5,5.5,1.57,2.25,1.11,6.5,1.5,2.5,2.5,1.5,5.0,1.17,13.0,1.04,2.5,1.5,1.65,2.2,1.17,5.0,6.5,11.0,29.0,67.0,4.75,7.0,21.0,51.0,6.5,9.5,23.0,67.0,12.0,17.0,41.0,101.0,201.0
9,Uy26NIPs,30/07/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Wilstermann,CLAUSURA ,1.7,3.8,4.75,1.4,2.75,1.06,9.5,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,1.91,1.8,1.68,2.15,1.19,4.5,9.5,12.0,23.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,41.0,13.0,15.0,29.0,51.0,351.0
10,KhX6Ah7J,30/07/2024,21:00,BRAZIL - SERIE B,Avai,Botafogo SP,ROUND 18,1.75,3.1,5.75,1.57,2.25,1.13,6.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.38,1.53,1.75,2.05,1.16,5.25,6.0,11.0,26.0,67.0,5.0,6.5,19.0,51.0,7.0,9.5,21.0,67.0,13.0,19.0,41.0,81.0,201.0
