Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,OrTiCZHc,31/01/2025,05:30,INDONESIA - LIGA 1,Persik Kediri,Barito Putera,ROUND 21,1.9,3.35,3.8,1.39,2.55,,,1.26,3.2,1.75,1.85,2.75,1.34,,,1.65,2.0,1.87,1.85,,,10.5,11.25,21.0,60.0,7.9,6.6,12.5,35.0,9.75,8.25,13.5,37.0,17.0,14.5,23.0,55.0,400.0
2,YTrod91U,31/01/2025,05:35,AUSTRALIA - A-LEAGUE,Brisbane Roar,WS Wanderers,ROUND 17,2.7,4.0,2.3,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,2.1,1.73,3.5,1.3,1.4,2.75,2.6,1.48,1.63,2.25,21.0,13.0,15.0,23.0,15.0,8.0,9.5,15.0,19.0,11.0,11.0,19.0,29.0,19.0,21.0,29.0,81.0
3,GMwqs9w3,31/01/2025,09:00,AZERBAIJAN - PREMIER LEAGUE,Kapaz,Sabah Baku,ROUND 21,5.3,3.95,1.55,1.38,2.6,,,1.28,3.05,1.82,1.78,2.92,1.3,,,1.91,1.7,,,,,10.25,6.3,6.8,10.5,13.5,7.7,8.25,13.0,30.0,17.5,19.0,30.0,100.0,60.0,65.0,100.0,900.0
4,roqgADnA,31/01/2025,09:00,INDONESIA - LIGA 1,Persebaya,Persita,ROUND 21,1.5,3.7,6.4,1.38,2.57,,,1.31,2.87,1.93,1.7,3.1,1.27,,,2.0,1.65,,,,,9.0,15.0,40.0,150.0,5.7,7.4,20.0,80.0,6.3,8.25,19.5,75.0,10.25,13.5,32.0,110.0,900.0
5,8MTXwaYF,31/01/2025,10:30,QATAR - QSL,Umm-Salal,Al-Duhail,ROUND 14,7.9,5.2,1.31,1.22,3.85,,,1.11,5.5,1.37,2.87,1.9,1.82,2.9,1.36,1.62,2.15,,,3.1,1.3,24.0,11.0,8.5,9.75,32.0,11.25,8.75,9.75,65.0,24.0,16.5,19.0,200.0,75.0,50.0,50.0,300.0
6,f1U3YkYP,31/01/2025,10:45,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Feiha,Al Taawon,ROUND 18,2.55,3.0,2.63,1.53,2.38,1.08,7.0,1.44,2.63,2.35,1.57,4.33,1.2,8.0,1.06,2.0,1.73,2.6,1.48,1.45,2.68,7.0,7.5,12.0,26.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,1000.0
7,bqflVeW0,31/01/2025,11:00,INDIA - ISL,Mumbai City,East Bengal,ROUND 20,1.55,3.9,5.0,1.3,3.4,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.73,2.0,1.58,2.35,1.17,5.0,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
8,GhAZ9WKF,31/01/2025,11:00,EGYPT - PREMIER LEAGUE,El Ismaily,El Gaish,ROUND 11,2.37,2.65,3.6,1.6,2.2,1.15,4.8,1.6,2.22,2.7,1.4,4.9,1.14,8.25,1.04,2.12,1.65,2.3,1.57,1.29,3.3,4.8,7.5,17.5,55.0,5.5,5.3,12.5,40.0,10.0,9.75,17.5,60.0,26.0,26.0,45.0,120.0,101.0
9,KQGQBhj3,31/01/2025,11:00,EGYPT - PREMIER LEAGUE,El Gouna,Haras El Hodood,ROUND 11,2.45,2.5,3.7,1.7,2.05,1.17,4.35,1.65,2.1,2.95,1.35,5.4,1.12,9.0,1.03,2.25,1.57,2.4,1.53,1.28,3.35,4.35,7.0,17.5,65.0,5.4,5.2,13.5,50.0,10.5,10.25,19.0,70.0,28.0,28.0,50.0,150.0,101.0
10,S0clLRGq,31/01/2025,11:30,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Shamakhi,ROUND 21,1.65,3.7,4.6,1.39,2.55,,,1.29,3.0,1.85,1.75,3.0,1.29,,,1.85,1.75,,,,,10.0,12.0,26.0,80.0,6.5,7.1,15.0,45.0,7.5,8.25,17.0,50.0,12.5,14.0,29.0,80.0,700.0
11,EoBzTTem,31/01/2025,12:15,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Okhdood,ROUND 18,1.17,8.0,11.0,1.2,4.33,1.01,15.0,1.08,7.0,1.3,3.4,1.73,2.0,2.63,1.44,1.83,1.83,1.17,5.0,,,26.0,34.0,51.0,151.0,12.0,17.0,34.0,67.0,8.0,11.0,26.0,51.0,8.0,11.0,26.0,51.0,700.0
12,xQZCzoqL,31/01/2025,12:45,QATAR - QSL,Al Wakra,Al-Shahaniya,ROUND 14,1.65,4.25,4.15,1.26,3.5,1.03,9.5,1.15,4.7,1.47,2.5,2.15,1.62,3.45,1.26,1.53,2.35,1.65,2.15,1.2,4.1,9.5,17.5,27.0,65.0,10.5,8.75,14.0,32.0,10.0,8.5,13.5,30.0,14.0,11.75,18.5,45.0,250.0
13,rLcIHrIb,31/01/2025,13:00,SERBIA - SUPER LIGA,Napredak,Vojvodina,ROUND 21,4.75,3.45,1.72,1.47,2.5,1.08,6.3,1.4,2.72,2.18,1.6,3.8,1.22,6.7,1.08,2.1,1.65,4.4,1.18,2.07,1.7,6.3,5.6,7.1,13.0,10.5,6.7,8.5,15.5,25.0,16.0,19.5,35.0,80.0,55.0,65.0,120.0,1000.0
14,Sl1faUvJ,31/01/2025,13:00,CROATIA - HNL,Istra 1961,Gorica,ROUND 20,1.75,3.4,4.1,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.8,2.05,1.22,4.15,8.5,10.0,21.0,51.0,6.0,7.0,15.0,41.0,7.5,9.0,19.0,41.0,15.0,17.0,34.0,67.0,351.0
15,GUNqp5Oc,31/01/2025,14:00,MALTA - PREMIER LEAGUE,Balzan,Marsaxlokk,SECOND STAGE ,3.75,3.5,1.87,1.39,2.57,,,1.31,2.87,1.91,1.7,3.1,1.27,,,1.82,1.78,,,1.88,1.83,9.5,6.7,8.25,15.0,10.25,6.8,8.5,15.5,19.5,13.0,16.5,30.0,55.0,37.0,45.0,80.0,700.0
16,SIEulkbd,31/01/2025,14:00,EGYPT - PREMIER LEAGUE,Pyramids,Zamalek,ROUND 11,2.25,3.0,3.3,1.37,2.85,1.07,6.8,1.32,3.1,1.93,1.78,3.15,1.31,5.5,1.11,1.7,2.05,2.2,1.62,1.31,3.15,6.8,10.0,18.0,45.0,7.7,5.9,11.0,28.0,11.25,8.75,12.5,32.0,23.0,18.5,27.0,55.0,400.0
17,WboU4XXG,31/01/2025,14:00,POLAND - EKSTRAKLASA,GKS Katowice,Stal Mielec,ROUND 19,2.25,3.5,3.1,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.25,1.63,1.4,2.85,13.0,12.0,17.0,34.0,9.5,6.5,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
18,SWqHu7ug,31/01/2025,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Shabab,ROUND 18,2.9,3.5,2.25,1.33,3.25,1.03,10.0,1.2,4.33,1.65,2.2,2.5,1.5,4.33,1.2,1.57,2.25,2.75,1.43,1.63,2.25,13.0,10.0,12.0,21.0,12.0,7.0,9.5,17.0,17.0,11.0,12.0,23.0,29.0,21.0,26.0,41.0,126.0
19,xjyHqK87,31/01/2025,15:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Leixoes,ROUND 20,2.45,3.0,3.1,1.5,2.5,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,2.38,1.55,1.38,3.0,7.5,8.5,15.0,34.0,7.0,6.0,12.0,29.0,11.0,10.0,15.0,41.0,23.0,21.0,34.0,51.0,351.0
20,KKLdYQeo,31/01/2025,15:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Thun,ROUND 20,4.35,3.65,1.75,1.35,2.95,1.04,8.25,1.22,3.85,1.65,2.1,2.57,1.44,4.35,1.18,1.62,2.15,3.95,1.23,2.05,1.72,8.25,8.0,9.0,14.5,15.0,7.2,8.0,13.0,28.0,13.5,13.0,21.0,75.0,37.0,35.0,50.0,300.0
21,zTkstwFi,31/01/2025,15:30,SWITZERLAND - CHALLENGE LEAGUE,Lausanne Ouchy,Etoile-Carouge,ROUND 20,2.07,3.45,3.25,1.35,2.92,1.05,8.0,1.23,3.75,1.7,2.05,2.65,1.42,4.45,1.17,1.6,2.22,2.05,1.72,1.44,2.65,8.0,11.5,18.5,45.0,9.25,6.8,11.25,26.0,11.25,8.5,12.0,29.0,20.0,15.0,22.0,45.0,300.0
22,0ruJx0mf,31/01/2025,16:00,NETHERLANDS - EERSTE DIVISIE,Dordrecht,De Graafschap,ROUND 24,2.5,3.6,2.5,1.29,3.5,1.03,17.0,1.14,5.5,1.53,2.4,2.2,1.62,3.75,1.25,1.44,2.63,2.43,1.53,1.53,2.43,19.0,13.0,15.0,26.0,13.0,7.5,10.0,17.0,15.0,10.0,11.0,21.0,26.0,17.0,21.0,29.0,101.0
23,YXfvpreK,31/01/2025,16:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Eindhoven FC,ROUND 24,1.75,4.0,4.0,1.33,3.25,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.67,2.1,1.78,2.03,1.26,3.7,15.0,13.0,23.0,41.0,8.5,8.0,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,21.0,41.0,151.0
24,McTRzvI6,31/01/2025,16:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Jong PSV,ROUND 24,1.36,6.0,6.0,1.2,4.33,1.01,26.0,1.1,7.0,1.33,3.4,1.83,1.83,3.0,1.36,1.57,2.25,1.38,3.0,1.14,5.75,26.0,23.0,41.0,67.0,12.0,12.0,19.0,41.0,9.5,9.0,17.0,34.0,11.0,10.0,19.0,41.0,126.0
25,hIyBvMIs,31/01/2025,16:00,NETHERLANDS - EERSTE DIVISIE,Den Bosch,FC Volendam,ROUND 24,3.0,3.6,2.25,1.29,3.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.5,2.5,2.85,1.4,1.65,2.2,21.0,12.0,12.0,11.0,19.0,8.0,9.0,13.0,26.0,13.0,12.0,19.0,41.0,26.0,26.0,34.0,101.0
