Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
16/07/2023,21:30,COLOMBIA - PRIMERA A,Once Caldas,Atl. Nacional,CLAUSURA ,2.7,3.1,2.7,2.35,1.57,2.0,1.73
16/07/2023,13:00,EGYPT - PREMIER LEAGUE,Arab Contractors,Al Ahly,ROUND 34,7.65,4.76,1.4,1.99,1.82,2.09,1.71
16/07/2023,15:30,EGYPT - PREMIER LEAGUE,Zamalek,Pharco,ROUND 34,1.62,4.0,5.27,1.87,1.93,1.85,1.91
16/07/2023,12:30,FINLAND - VEIKKAUSLIIGA,Lahti,SJK,-,4.0,3.3,1.83,2.05,1.75,1.91,1.91
16/07/2023,06:00,JAPAN - J1 LEAGUE,Sanfrecce Hiroshima,Yokohama FC,ROUND 21,1.4,5.0,7.5,1.62,2.25,1.91,1.91
16/07/2023,07:00,JAPAN - J1 LEAGUE,Cerezo Osaka,Urawa Reds,ROUND 21,3.4,3.2,2.25,2.08,1.73,1.8,1.95
16/07/2023,07:00,JAPAN - J1 LEAGUE,FC Tokyo,Kashima Antlers,ROUND 21,2.7,3.0,2.88,2.25,1.62,1.91,1.91
16/07/2023,07:00,JAPAN - J1 LEAGUE,Gamba Osaka,Kashiwa Reysol,ROUND 21,1.91,3.4,4.2,2.05,1.75,1.91,1.91
16/07/2023,07:00,JAPAN - J1 LEAGUE,Kyoto,Nagoya Grampus,ROUND 21,3.8,3.4,2.0,2.05,1.75,1.91,1.91
16/07/2023,07:00,JAPAN - J1 LEAGUE,Shonan Bellmare,Avispa Fukuoka,ROUND 21,2.5,3.2,2.9,2.15,1.67,1.95,1.8
16/07/2023,07:00,JAPAN - J1 LEAGUE,Vissel Kobe,Sagan Tosu,ROUND 21,1.55,4.2,6.0,1.73,2.08,1.91,1.91
16/07/2023,06:00,JAPAN - J2 LEAGUE,Blaublitz,Machida,ROUND 26,4.5,3.0,2.0,2.88,1.4,2.5,1.5
16/07/2023,06:00,JAPAN - J2 LEAGUE,Kofu,Kusatsu,ROUND 26,1.73,3.75,4.75,1.98,1.88,1.83,1.83
16/07/2023,06:00,JAPAN - J2 LEAGUE,Mito,Montedio Yamagata,ROUND 26,2.63,3.4,2.63,1.75,2.05,1.62,2.2
16/07/2023,06:00,JAPAN - J2 LEAGUE,Okayama,V-Varen Nagasaki,ROUND 26,2.25,3.2,3.4,2.1,1.7,1.83,1.83
16/07/2023,06:00,JAPAN - J2 LEAGUE,Shimizu S-Pulse,Chiba,ROUND 26,1.67,3.8,5.0,1.88,1.98,1.8,1.91
16/07/2023,07:00,JAPAN - J2 LEAGUE,Iwata,Fujieda MYFC,ROUND 26,1.62,4.2,5.0,1.5,2.5,1.57,2.25
16/07/2023,07:00,JAPAN - J2 LEAGUE,Kanazawa,Vegalta Sendai,ROUND 26,2.6,3.4,2.63,1.65,2.2,1.53,2.38
16/07/2023,07:00,JAPAN - J2 LEAGUE,Kumamoto,Oita Trinita,ROUND 26,2.3,3.5,3.1,2.05,1.8,1.8,1.91
16/07/2023,07:00,JAPAN - J2 LEAGUE,Omiya Ardija,Tochigi SC,ROUND 26,2.8,3.1,2.7,2.3,1.6,1.91,1.8
16/07/2023,11:55,LITHUANIA - A LYGA,Riteriai,Dainava Alytus,ROUND 22,2.66,2.95,2.69,2.49,1.52,2.01,1.76
16/07/2023,00:05,MEXICO - LIGA MX,U.A.N.L.- Tigres,Club Leon,APERTURA ,2.0,3.4,3.8,1.93,1.93,1.75,2.0
16/07/2023,15:00,MEXICO - LIGA MX,Toluca,Juarez,APERTURA ,1.55,4.2,6.0,1.67,2.15,1.7,2.05
16/07/2023,23:15,MEXICO - LIGA MX,Pachuca,U.N.A.M.- Pumas,APERTURA ,1.85,4.0,3.8,1.6,2.3,1.57,2.25
16/07/2023,12:00,NORWAY - ELITESERIEN,Aalesund,Odd,ROUND 14,2.38,3.3,3.1,1.95,1.9,1.75,2.0
16/07/2023,12:00,NORWAY - ELITESERIEN,Bodo/Glimt,Haugesund,ROUND 14,1.22,7.0,10.0,1.3,3.5,1.75,2.0
16/07/2023,12:00,NORWAY - ELITESERIEN,Lillestrom,Sandefjord,ROUND 14,1.33,5.5,9.0,1.5,2.5,1.8,1.95
16/07/2023,12:00,NORWAY - ELITESERIEN,Rosenborg,Tromso,ROUND 14,1.95,3.75,3.6,2.03,1.83,1.91,1.91
16/07/2023,12:00,NORWAY - ELITESERIEN,Sarpsborg 08,Ham-Kam,ROUND 14,1.4,4.75,7.5,1.4,2.88,1.57,2.25
16/07/2023,12:00,NORWAY - ELITESERIEN,Stabaek,Viking,ROUND 14,3.1,3.5,2.25,1.62,2.25,1.53,2.38
16/07/2023,14:15,NORWAY - ELITESERIEN,Brann,Stromsgodset,ROUND 14,1.45,5.5,5.75,1.33,3.4,1.57,2.25
16/07/2023,17:00,PARAGUAY - PRIMERA DIVISION,General Caballero JLM,Sportivo Trinidense,CLAUSURA ,3.0,3.0,2.25,1.75,2.05,1.62,2.2
16/07/2023,19:30,PARAGUAY - PRIMERA DIVISION,Guarani,Libertad Asuncion,CLAUSURA ,4.5,3.3,1.7,1.8,2.0,1.73,2.0
16/07/2023,15:00,PERU - LIGA 1,Grau,Binacional,CLAUSURA ,1.45,4.5,7.0,1.62,2.25,1.73,2.0
16/07/2023,17:00,PERU - LIGA 1,Sport Boys,Alianza Lima,CLAUSURA ,7.0,3.8,1.55,2.0,1.85,2.0,1.73
16/07/2023,19:00,PERU - LIGA 1,Cusco,Cienciano,CLAUSURA ,2.2,3.5,3.1,1.95,1.9,1.73,2.0
16/07/2023,12:30,ROMANIA - LIGA 1,Petrolul,U. Cluj,ROUND 1,2.7,3.0,2.55,2.4,1.53,2.0,1.73
16/07/2023,15:30,ROMANIA - LIGA 1,U Craiova 1948,FCSB,ROUND 1,4.0,3.3,1.85,2.15,1.67,2.0,1.73
16/07/2023,07:00,SOUTH KOREA - K LEAGUE 1,Jeonbuk,Suwon FC,ROUND 23,1.5,3.8,6.0,1.53,2.4,1.67,2.1
16/07/2023,07:30,SOUTH KOREA - K LEAGUE 1,Pohang,Jeju Utd,ROUND 23,1.73,3.4,4.5,2.0,1.85,1.8,1.91
16/07/2023,08:00,SOUTH KOREA - K LEAGUE 1,Incheon,Daejeon,ROUND 23,2.0,3.2,3.6,1.95,1.9,1.73,2.0
16/07/2023,07:00,SOUTH KOREA - K LEAGUE 2,Busan,Seongnam,ROUND 21,1.91,3.4,3.5,2.25,1.62,2.0,1.73
16/07/2023,08:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Jeonnam,ROUND 21,1.95,3.4,3.5,1.7,2.1,1.57,2.25
16/07/2023,10:00,SWEDEN - ALLSVENSKAN,Elfsborg,Goteborg,ROUND 15,1.3,5.25,10.0,1.53,2.4,1.95,1.8
16/07/2023,10:00,SWEDEN - ALLSVENSKAN,Hammarby,Kalmar,ROUND 15,1.75,3.8,4.5,1.88,1.98,1.8,1.95
16/07/2023,12:30,SWEDEN - ALLSVENSKAN,Mjallby,Norrkoping,ROUND 15,2.15,3.3,3.5,2.1,1.7,1.8,1.95
16/07/2023,10:00,SWEDEN - SUPERETTAN,AFC Eskilstuna,Brage,ROUND 14,3.0,3.4,2.15,1.85,2.0,1.7,2.05
16/07/2023,10:00,SWEDEN - SUPERETTAN,GAIS,Gefle,ROUND 14,1.2,6.5,10.0,1.53,2.4,2.2,1.62
16/07/2023,12:00,URUGUAY - PRIMERA DIVISION,River Plate,La Luz,TORNEO INTERMEDIO ,2.3,3.25,2.8,1.95,1.85,1.67,2.1
16/07/2023,15:00,URUGUAY - PRIMERA DIVISION,Penarol,Boston River,TORNEO INTERMEDIO ,1.5,4.0,5.5,2.0,1.8,2.1,1.67
16/07/2023,18:00,URUGUAY - PRIMERA DIVISION,Wanderers,Montevideo City,TORNEO INTERMEDIO ,2.38,3.2,2.75,2.1,1.7,1.83,1.83
15/07/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Oakland Roots,-,2.15,3.36,3.26,2.01,1.8,1.87,1.87
16/07/2023,00:00,USA - USL CHAMPIONSHIP,Sacramento Republic,Memphis,-,1.82,3.78,3.76,1.65,2.21,1.57,2.34
