Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
16/07/2023,14:00,ARGENTINA - LIGA PROFESIONAL,Belgrano,San Lorenzo,ROUND 25,1.83,3.25,5.25,3.1,1.36,2.63,1.44
16/07/2023,16:30,ARGENTINA - LIGA PROFESIONAL,Gimnasia L.P.,Boca Juniors,ROUND 25,3.1,3.1,2.45,2.7,1.44,2.2,1.62
16/07/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Banfield,ROUND 25,2.0,3.1,4.33,2.7,1.44,2.25,1.57
16/07/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Colon Santa Fe,ROUND 25,1.6,3.6,6.5,2.15,1.67,2.2,1.62
16/07/2023,21:30,ARGENTINA - LIGA PROFESIONAL,Central Cordoba,Independiente,ROUND 25,2.38,3.25,3.1,2.6,1.48,2.2,1.62
16/07/2023,13:40,ARGENTINA - PRIMERA NACIONAL,All Boys,Agropecuario,ROUND 25,2.9,3.1,2.6,2.7,1.44,2.2,1.62
16/07/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,Flandria,ROUND 25,1.57,4.33,5.25,2.35,1.57,2.5,1.5
16/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Dep. Riestra,Deportivo Madryn,ROUND 22,1.91,3.3,4.5,2.4,1.53,2.2,1.62
16/07/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Racing Cordoba,Villa Dalmine,ROUND 22,1.53,4.0,6.5,2.3,1.6,2.5,1.5
16/07/2023,17:00,ARGENTINA - PRIMERA NACIONAL,Estudiantes Rio Cuarto,Guillermo Brown,ROUND 25,1.7,3.4,5.75,2.6,1.48,2.5,1.5
16/07/2023,19:05,ARGENTINA - PRIMERA NACIONAL,Ferro,Atl. Rafaela,ROUND 22,2.1,3.4,3.5,2.25,1.62,2.0,1.73
16/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Royal Pari,Bolivar,ROUND 19,3.0,3.5,2.3,1.7,2.1,1.57,2.25
16/07/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,Aurora,Wilstermann,ROUND 19,2.05,3.5,3.6,2.05,1.75,1.83,1.83
16/07/2023,20:30,BOLIVIA - DIVISION PROFESIONAL,Blooming,Nacional Potosi,ROUND 19,2.15,3.6,3.2,1.67,2.15,1.57,2.25
16/07/2023,11:00,BRAZIL - SERIE A,Cruzeiro,Coritiba,ROUND 15,1.55,4.0,6.0,2.05,1.85,2.0,1.75
16/07/2023,16:00,BRAZIL - SERIE A,Fluminense,Flamengo RJ,ROUND 15,2.7,3.4,2.55,1.94,1.96,1.7,2.05
16/07/2023,16:00,BRAZIL - SERIE A,Fortaleza,Cuiaba,ROUND 15,1.65,4.0,5.25,2.2,1.67,2.1,1.67
16/07/2023,16:00,BRAZIL - SERIE A,Sao Paulo,Santos,ROUND 15,1.65,3.6,5.75,2.38,1.57,2.25,1.57
16/07/2023,18:30,BRAZIL - SERIE A,Athletico-PR,Bahia,ROUND 15,1.6,4.0,5.5,2.02,1.88,2.0,1.75
16/07/2023,18:30,BRAZIL - SERIE A,Internacional,Palmeiras,ROUND 15,2.63,3.2,2.75,2.2,1.67,1.95,1.8
16/07/2023,15:30,BRAZIL - SERIE B,Mirassol,Ceara,ROUND 17,1.94,3.35,4.18,2.39,1.59,2.09,1.71
16/07/2023,18:00,BRAZIL - SERIE B,Vitoria,Novorizontino,ROUND 17,2.4,3.13,3.16,2.56,1.52,2.11,1.69
16/07/2023,12:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,Botev Plovdiv,ROUND 1,2.3,3.0,3.5,2.25,1.62,1.91,1.8
16/07/2023,15:00,BULGARIA - PARVA LIGA,Hebar,CSKA Sofia,ROUND 1,7.0,5.75,1.36,1.93,1.93,2.5,1.5
16/07/2023,15:00,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,Vancouver FC,-,1.58,3.9,5.26,1.86,1.92,1.84,1.92
16/07/2023,13:30,CHILE - PRIMERA DIVISION,Copiapo,A. Italiano,ROUND 17,2.3,3.4,3.0,1.83,2.03,1.62,2.2
16/07/2023,16:00,CHILE - PRIMERA DIVISION,Magallanes,Nublense,ROUND 17,2.25,3.3,3.2,2.1,1.7,1.83,1.83
16/07/2023,18:30,CHILE - PRIMERA DIVISION,Everton,Union La Calera,ROUND 17,1.85,3.5,4.33,1.93,1.93,1.8,1.91
16/07/2023,21:00,CHILE - PRIMERA DIVISION,Curico Unido,U. Catolica,ROUND 17,3.0,3.5,2.3,1.67,2.15,1.57,2.25
16/07/2023,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Wuhan Three Towns,ROUND 17,2.63,3.5,2.63,1.7,2.1,1.57,2.25
16/07/2023,08:35,CHINA - SUPER LEAGUE,Dalian Pro,Changchun Yatai,ROUND 17,2.8,3.4,2.5,1.88,1.98,1.67,2.1
16/07/2023,08:35,CHINA - SUPER LEAGUE,Nantong Zhiyun,Shandong Taishan,ROUND 17,8.5,4.5,1.4,2.05,1.75,2.38,1.53
16/07/2023,08:35,CHINA - SUPER LEAGUE,Shenzhen,Shanghai Port,ROUND 17,29.0,15.0,1.05,1.29,3.6,2.75,1.4
16/07/2023,08:35,CHINA - SUPER LEAGUE,Zhejiang Professional,Tianjin Jinmen Tiger,ROUND 17,2.2,3.4,3.25,1.88,1.98,1.7,2.05
16/07/2023,19:15,COLOMBIA - PRIMERA A,America De Cali,Deportes Tolima,CLAUSURA ,1.91,3.3,4.5,2.05,1.75,1.83,1.83
