Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,GbXgxz8q,12/10/2023,07:00,SPAIN - PRIMERA RFEF,Malaga,Melilla,GROUP 2 ,1.3,4.0,9.0,1.4,2.75,1.05,8.5,1.33,3.25,2.05,1.75,3.5,1.29,6.5,1.1,2.63,1.44,1.35,3.1,1.1,7.0,8.5,19.0,41.0,126.0,5.5,9.0,29.0,81.0,5.5,10.0,26.0,81.0,8.0,15.0,41.0,101.0,67.0
2,YqXbfPsS,12/10/2023,07:00,SPAIN - COPA DEL REY,Hernan Cortes,Sauzal,1/128-FINALS,1.83,3.6,4.5,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.85,2.0,1.23,4.0,13.0,15.0,23.0,41.0,9.5,7.0,15.0,29.0,10.0,8.5,12.0,34.0,15.0,13.0,21.0,41.0,126.0
3,IF7DT255,12/10/2023,10:30,UZBEKISTAN - SUPER LEAGUE,Qizilqum,OKMK,ROUND 22,3.0,3.25,2.22,1.44,2.42,1.03,8.2,1.33,2.8,1.98,1.65,3.2,1.25,6.85,1.06,1.78,1.83,,,,,,,,,,,,,,,,,,,,,
4,fugMt6DS,12/10/2023,11:30,SPAIN - COPA DEL REY,Turegano,Santurtzi,1/128-FINALS,2.3,3.4,2.6,1.26,3.64,1.01,13.9,1.13,4.85,1.5,2.5,2.15,1.55,3.65,1.22,1.46,2.63,,,,,19.0,15.0,17.0,29.0,13.0,7.5,11.0,19.0,15.0,10.0,11.0,21.0,23.0,17.0,21.0,29.0,81.0
5,j5kViN35,12/10/2023,12:00,NIGERIA - NPFL,Enyimba,Bendel,ROUND 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,pSlZjsJB,12/10/2023,12:00,NIGERIA - NPFL,Rivers United,Remo Stars,ROUND 1,1.82,3.2,4.45,1.53,2.2,1.07,6.7,1.44,2.4,2.27,1.5,3.85,1.17,,,2.07,1.6,1.78,1.93,,,,,,,,,,,,,,,,,,,
7,W0plxQLq,12/10/2023,12:00,SPAIN - COPA DEL REY,Tardienta,Zirauki,1/128-FINALS,1.7,3.8,3.8,1.26,3.5,,,1.16,4.6,1.57,2.35,2.36,1.52,4.2,1.19,1.58,2.31,,,,,17.0,15.0,23.0,41.0,10.0,8.0,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,126.0
8,fgYfe5SL,12/10/2023,12:00,SPAIN - COPA DEL REY,UE Rubi,Rotlet Molinar,1/128-FINALS,1.8,4.0,3.2,1.29,3.42,1.01,14.0,1.16,4.4,1.6,2.3,2.4,1.48,4.2,1.17,1.56,2.36,,,,,17.0,13.0,21.0,41.0,10.0,8.5,12.0,26.0,11.0,8.5,15.0,26.0,17.0,13.0,21.0,41.0,151.0
9,WxQJsPZE,12/10/2023,12:30,IVORY COAST - LIGUE 1,San Pedro,Korhogo,ROUND 2,1.82,3.25,3.95,1.47,2.37,1.05,8.0,1.39,2.75,2.1,1.57,3.9,1.22,8.0,1.05,2.03,1.75,,,,,7.5,9.5,19.0,56.0,5.5,5.5,12.0,34.0,7.5,7.5,13.0,61.0,13.0,13.0,26.0,76.0,101.0
10,KMQrb7r3,12/10/2023,12:30,SPAIN - COPA DEL REY,CD Monte,Boiro,1/128-FINALS,2.4,3.5,2.4,1.33,3.16,,,1.21,3.74,1.73,2.08,2.71,1.38,4.95,1.12,1.6,2.27,,,,,13.0,10.0,13.0,26.0,10.0,7.0,9.5,19.0,13.0,9.5,13.0,23.0,26.0,19.0,23.0,41.0,151.0
11,tWRvamTd,12/10/2023,12:30,SPAIN - COPA DEL REY,Melilla CD,Deportivo Murcia,1/128-FINALS,1.57,4.0,4.33,1.25,3.72,1.01,14.9,1.12,5.1,1.48,2.6,2.05,1.6,3.48,1.24,1.48,2.57,,,,,19.0,19.0,29.0,51.0,11.0,9.0,15.0,34.0,10.0,8.5,13.0,29.0,13.0,12.0,19.0,41.0,126.0
12,0WYjdoDF,12/10/2023,12:30,SPAIN - COPA DEL REY,Quintanar de la Orden,Union Zona Norte,1/128-FINALS,2.0,3.6,3.0,1.31,3.28,,,1.18,4.05,1.67,2.15,2.57,1.42,4.6,1.14,1.58,2.31,,,,,15.0,12.0,19.0,34.0,9.5,7.5,11.0,23.0,11.0,9.0,13.0,26.0,19.0,15.0,21.0,41.0,151.0
13,CbxT9L4k,12/10/2023,13:00,CAMEROON - ELITE ONE,Colombe,Bamenda,ROUND 3,2.25,2.8,3.25,1.6,2.12,1.08,6.15,1.5,2.25,2.32,1.47,5.05,1.12,11.0,1.01,2.12,1.69,,,,,6.0,7.0,13.0,36.0,5.5,5.0,11.0,29.0,9.0,9.0,15.0,56.0,21.0,21.0,36.0,76.0,101.0
14,xv92Z0se,12/10/2023,13:00,IVORY COAST - LIGUE 1,ASI d'Abengourou,AS Denguele,ROUND 2,1.57,3.85,4.6,1.42,2.5,1.03,9.0,1.24,3.6,1.7,1.93,2.85,1.37,4.9,1.14,1.68,2.13,,,,,9.0,13.0,26.0,76.0,5.5,7.0,15.0,56.0,6.0,7.0,15.0,61.0,9.5,11.0,21.0,76.0,101.0
15,ATONtqkL,12/10/2023,15:00,IVORY COAST - LIGUE 1,ASEC Mimosas,Academie de FAD,ROUND 2,1.29,4.15,10.75,1.5,2.3,1.07,6.8,1.52,2.22,2.18,1.53,4.2,1.18,7.85,1.05,2.46,1.52,,,,,5.5,7.5,15.0,56.0,5.0,5.5,12.0,36.0,8.0,8.5,15.0,67.0,15.0,17.0,36.0,81.0,101.0
16,h4ACIstk,12/10/2023,15:45,IRELAND - PREMIER DIVISION,UC Dublin,Bohemians,ROUND 33,13.0,6.5,1.14,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,2.1,1.67,,,4.8,1.18,19.0,9.0,6.5,7.0,34.0,13.0,10.0,11.0,67.0,41.0,26.0,29.0,201.0,101.0,81.0,67.0,401.0
