Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,n7gUfEwh,21/12/2024,01:00,AUSTRALIA - A-LEAGUE,Auckland FC,Western United,ROUND 9,1.55,4.33,5.75,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.38,2.5,1.53,4.33,1.22,1.67,2.1,1.55,2.38,1.16,5.25,15.0,17.0,29.0,51.0,9.0,8.5,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
2,AXnGT74C,21/12/2024,03:00,AUSTRALIA - A-LEAGUE,Brisbane Roar,Perth Glory,ROUND 9,1.53,4.5,5.75,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.75,2.1,1.73,3.75,1.29,1.57,2.25,1.53,2.43,1.16,5.25,19.0,21.0,34.0,51.0,10.0,9.0,17.0,41.0,9.5,8.5,13.0,34.0,12.0,11.0,19.0,41.0,126.0
3,SdTRjpUG,21/12/2024,04:00,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,Tai Po,ROUND 10,12.0,5.5,1.21,1.2,4.0,1.02,15.5,1.11,5.7,1.4,2.5,1.98,1.65,3.0,1.28,1.85,1.75,,,,,17.0,9.0,6.9,7.6,40.0,12.0,9.0,10.0,110.0,37.0,23.0,25.0,450.0,150.0,100.0,90.0,600.0
4,rTs6IeMt,21/12/2024,05:30,INDONESIA - LIGA 1,Persik Kediri,Semen Padang,ROUND 16,1.57,3.7,5.4,1.4,2.52,1.02,7.8,1.28,3.05,1.82,1.78,2.9,1.31,5.25,1.09,1.85,1.75,,,,,9.75,13.5,32.0,110.0,6.4,7.2,17.5,60.0,7.2,8.0,17.0,60.0,11.5,13.0,27.0,90.0,700.0
5,fX2dbhyP,21/12/2024,05:30,INDONESIA - LIGA 1,Arema FC,PSBS Biak Numfor,ROUND 16,1.7,3.5,4.7,1.39,2.55,1.01,9.55,1.28,3.05,1.83,1.78,2.9,1.31,6.35,1.06,1.78,1.83,1.78,1.93,,,9.75,12.5,27.0,80.0,6.8,6.8,15.0,50.0,8.0,8.0,15.5,50.0,13.5,13.5,26.0,75.0,600.0
6,rooORoZO,21/12/2024,05:35,AUSTRALIA - A-LEAGUE,Melbourne Victory,Melbourne City,ROUND 9,2.05,3.6,3.4,1.33,3.25,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.57,2.25,2.05,1.75,1.33,3.3,13.0,13.0,19.0,34.0,10.0,7.0,12.0,23.0,11.0,9.0,12.0,29.0,19.0,15.0,21.0,41.0,126.0
7,xA9tWoMH,21/12/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Vizela,FC Porto B,ROUND 15,1.85,3.4,3.9,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.8,1.91,1.93,1.93,1.25,3.8,10.0,12.0,21.0,41.0,7.5,6.5,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
8,WAi1OK2T,21/12/2024,08:00,PORTUGAL - TAÇA DE PORTUGAL,Tirsense,Rebordosa,1/8-FINALS,2.3,3.1,2.8,1.44,2.63,1.07,8.5,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,2.35,1.58,1.4,2.85,8.5,8.5,13.0,29.0,7.5,6.0,11.0,26.0,11.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
9,2aqWrvOH,21/12/2024,08:30,INDIA - ISL,Mumbai City,Chennaiyin,ROUND 13,1.6,4.1,4.75,1.3,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.8,1.91,1.58,2.35,1.18,4.65,13.0,15.0,26.0,51.0,8.0,8.0,15.0,41.0,8.0,8.5,17.0,41.0,12.0,13.0,23.0,51.0,201.0
10,UHXr3q35,21/12/2024,09:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Zeleznicar Pancevo,ROUND 20,2.12,3.15,3.25,1.39,2.75,1.07,6.8,1.34,3.0,2.0,1.72,3.35,1.28,5.9,1.1,1.8,1.91,2.07,1.7,1.44,2.65,6.8,9.5,17.0,45.0,7.1,6.2,11.5,30.0,10.0,8.75,14.0,37.0,20.0,18.0,29.0,70.0,600.0
