Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
29/07/2023,12:00,AUSTRIA - BUNDESLIGA,Wolfsberger AC,BW Linz,ROUND 1,2.2,3.5,3.2,1.8,2.0,1.67,2.1
29/07/2023,14:30,AUSTRIA - BUNDESLIGA,Altach,Salzburg,ROUND 1,8.5,5.5,1.33,1.57,2.35,1.95,1.8
29/07/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,Eupen,Westerlo,ROUND 1,3.4,3.3,2.05,1.88,1.98,1.7,2.05
29/07/2023,13:15,BELGIUM - JUPILER PRO LEAGUE,Charleroi,Leuven,ROUND 1,1.95,3.5,3.5,1.7,2.1,1.62,2.2
29/07/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,RWDM,Genk,ROUND 1,3.6,3.75,1.85,1.73,2.08,1.67,2.1
29/07/2023,16:00,BOLIVIA - DIVISION PROFESIONAL,Vaca Diez,Wilstermann,ROUND 21,2.3,3.5,2.9,2.03,1.78,1.83,1.83
29/07/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,The Strongest,Palmaflor,ROUND 21,1.11,8.5,23.0,1.44,2.7,2.63,1.44
29/07/2023,21:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Bolivar,ROUND 21,2.8,3.75,2.3,1.7,2.1,1.62,2.2
29/07/2023,16:00,BRAZIL - SERIE A,Athletico-PR,Cruzeiro,ROUND 17,2.05,3.3,3.8,2.2,1.67,1.95,1.8
29/07/2023,16:00,BRAZIL - SERIE A,Fluminense,Santos,ROUND 17,1.57,4.0,6.0,2.2,1.67,2.2,1.62
29/07/2023,16:00,BRAZIL - SERIE A,Internacional,Cuiaba,ROUND 17,1.85,3.5,4.33,2.5,1.53,2.25,1.57
29/07/2023,18:30,BRAZIL - SERIE A,Corinthians,Vasco,ROUND 17,1.83,3.3,4.75,2.63,1.5,2.25,1.57
29/07/2023,18:30,BRAZIL - SERIE A,Fortaleza,Bragantino,ROUND 17,2.1,3.3,3.6,2.1,1.73,1.8,1.95
29/07/2023,21:00,BRAZIL - SERIE A,Atletico-MG,Flamengo RJ,ROUND 17,2.45,3.2,3.0,2.1,1.73,1.91,1.91
29/07/2023,11:00,BRAZIL - SERIE B,Chapecoense-SC,Mirassol,ROUND 20,2.69,3.05,2.79,2.62,1.5,2.11,1.69
29/07/2023,15:30,BRAZIL - SERIE B,Botafogo SP,Juventude,ROUND 20,2.49,3.05,3.08,2.57,1.43,2.16,1.66
29/07/2023,17:00,BRAZIL - SERIE B,ABC,Londrina,ROUND 20,1.98,3.2,4.22,2.65,1.49,2.25,1.61
29/07/2023,17:00,BRAZIL - SERIE B,Avai,Guarani,ROUND 20,2.21,3.13,3.55,2.62,1.5,2.18,1.65
29/07/2023,18:00,BRAZIL - SERIE B,Atletico GO,Sampaio Correa,ROUND 20,1.68,3.68,5.35,2.23,1.67,2.13,1.68
29/07/2023,12:00,BULGARIA - PARVA LIGA,Etar,CSKA Sofia,ROUND 3,,,,,,,
29/07/2023,12:00,BULGARIA - PARVA LIGA,Slavia Sofia,Ludogorets,ROUND 3,,,,,,,
29/07/2023,13:00,BULGARIA - PARVA LIGA,Hebar,Beroe,ROUND 3,2.25,3.1,3.5,2.35,1.57,2.0,1.73
29/07/2023,15:15,BULGARIA - PARVA LIGA,Pirin Blagoevgrad,Botev Plovdiv,ROUND 3,3.8,3.3,2.05,2.15,1.67,1.91,1.8
29/07/2023,17:00,CANADA - CANADIAN PREMIER LEAGUE,Valour,Pacific FC,-,2.92,3.2,2.36,2.16,1.68,1.83,1.93
29/07/2023,20:00,CANADA - CANADIAN PREMIER LEAGUE,Atl. Ottawa,Cavalry,-,2.34,3.34,2.84,1.9,1.88,1.68,2.13
29/07/2023,16:00,CHILE - PRIMERA DIVISION,Cobresal,U. Catolica,ROUND 19,2.1,3.5,3.4,1.85,2.0,1.67,2.1
29/07/2023,18:30,CHILE - PRIMERA DIVISION,Colo Colo,Huachipato,ROUND 19,1.6,4.0,5.25,1.85,2.0,1.83,1.83
29/07/2023,21:00,CHILE - PRIMERA DIVISION,U. Espanola,A. Italiano,ROUND 19,2.1,3.4,3.5,1.93,1.93,1.73,2.0
29/07/2023,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Zhejiang Professional,ROUND 19,1.67,4.2,4.75,1.85,2.0,1.8,1.95
29/07/2023,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Dalian Pro,ROUND 19,1.67,3.8,5.0,1.85,2.0,1.8,1.95
29/07/2023,08:35,CHINA - SUPER LEAGUE,Nantong Zhiyun,Cangzhou,ROUND 19,2.55,3.25,2.8,2.15,1.67,1.91,1.91
29/07/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Shenhua,Shanghai Port,ROUND 19,4.0,3.3,2.0,2.05,1.75,1.91,1.91
29/07/2023,08:35,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Changchun Yatai,ROUND 19,2.15,3.5,3.3,1.85,2.0,1.67,2.1
29/07/2023,18:00,COLOMBIA - PRIMERA A,Deportes Tolima,Aguilas,CLAUSURA ,2.05,3.3,3.8,2.08,1.73,1.83,1.83
29/07/2023,20:10,COLOMBIA - PRIMERA A,Petrolera,Millonarios,CLAUSURA ,2.8,3.2,2.6,2.2,1.65,1.91,1.8
29/07/2023,22:20,COLOMBIA - PRIMERA A,Atl. Nacional,Jaguares de Cordoba,CLAUSURA ,1.57,3.8,6.5,2.05,1.8,2.1,1.67
29/07/2023,13:45,CROATIA - HNL,Gorica,Lok. Zagreb,ROUND 2,2.2,3.2,3.1,1.88,1.98,1.67,2.1
29/07/2023,16:00,CROATIA - HNL,Istra 1961,D. Zagreb,ROUND 2,5.5,4.0,1.5,2.05,1.75,2.2,1.62
29/07/2023,11:00,DENMARK - SUPERLIGA,Vejle,FC Copenhagen,ROUND 2,5.25,4.0,1.65,1.8,2.0,1.75,2.0
29/07/2023,09:00,DENMARK - 1ST DIVISION,Aalborg,Horsens,ROUND 2,1.57,4.5,5.25,1.6,2.3,1.67,2.1
29/07/2023,09:00,DENMARK - 1ST DIVISION,Kolding IF,Hillerod,ROUND 2,1.65,4.0,5.0,1.8,2.0,1.8,1.91
29/07/2023,11:00,FINLAND - VEIKKAUSLIIGA,SJK,HJK,-,2.55,2.9,2.8,2.35,1.57,2.0,1.75
29/07/2023,08:00,GERMANY - 2. BUNDESLIGA,Hannover,Elversberg,ROUND 1,2.1,3.6,3.3,1.6,2.3,1.53,2.38
29/07/2023,08:00,GERMANY - 2. BUNDESLIGA,Kaiserslautern,St. Pauli,ROUND 1,3.1,3.5,2.25,1.85,2.0,1.67,2.1
29/07/2023,08:00,GERMANY - 2. BUNDESLIGA,VfL Osnabruck,Karlsruher SC,ROUND 1,2.8,3.75,2.3,1.62,2.25,1.5,2.5
29/07/2023,08:00,GERMANY - 2. BUNDESLIGA,Wehen,Magdeburg,ROUND 1,2.88,3.6,2.3,1.62,2.25,1.53,2.38
29/07/2023,15:30,GERMANY - 2. BUNDESLIGA,Dusseldorf,Hertha Berlin,ROUND 1,2.3,3.6,2.88,1.7,2.1,1.62,2.2
29/07/2023,13:00,HUNGARY - OTP BANK LIGA,DVTK,Puskas Academy,ROUND 1,2.7,3.4,2.55,1.83,2.03,1.62,2.2
29/07/2023,15:15,HUNGARY - OTP BANK LIGA,Ujpest,MOL Fehervar,ROUND 1,2.25,3.3,3.3,1.88,1.98,1.67,2.1
29/07/2023,06:00,JAPAN - J2 LEAGUE,Blaublitz,Kusatsu,ROUND 28,2.2,2.9,3.7,2.7,1.44,2.25,1.57
29/07/2023,06:00,JAPAN - J2 LEAGUE,Iwaki,Iwata,ROUND 28,3.8,3.75,1.95,1.75,2.05,1.67,2.1
29/07/2023,06:00,JAPAN - J2 LEAGUE,Machida,Tokushima,ROUND 28,1.67,3.75,5.25,2.3,1.6,2.25,1.57
29/07/2023,06:00,JAPAN - J2 LEAGUE,Shimizu S-Pulse,Okayama,ROUND 28,1.53,4.0,6.0,1.85,2.0,1.83,1.83
29/07/2023,06:00,JAPAN - J2 LEAGUE,Tochigi SC,Kofu,ROUND 28,3.0,3.1,2.55,2.5,1.5,2.1,1.67
29/07/2023,06:00,JAPAN - J2 LEAGUE,Verdy,Mito,ROUND 28,1.91,3.5,4.0,2.03,1.83,1.83,1.83
29/07/2023,07:00,JAPAN - J2 LEAGUE,Chiba,Renofa Yamaguchi,ROUND 28,1.91,3.4,4.33,2.3,1.6,2.1,1.67
29/07/2023,07:00,JAPAN - J2 LEAGUE,Oita Trinita,Montedio Yamagata,ROUND 28,2.2,3.5,3.0,1.85,2.0,1.67,2.1
29/07/2023,07:00,JAPAN - J2 LEAGUE,V-Varen Nagasaki,Kumamoto,ROUND 28,2.7,3.3,2.55,1.88,1.98,1.67,2.1
29/07/2023,07:00,JAPAN - J2 LEAGUE,Vegalta Sendai,Fujieda MYFC,ROUND 28,2.2,4.0,2.88,1.48,2.6,1.44,2.63
29/07/2023,12:00,LITHUANIA - A LYGA,Dziugas Telsiai,Suduva,ROUND 24,2.27,3.46,2.85,1.98,1.81,1.75,2.03
29/07/2023,15:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,OFK Petrovac,Mladost DG,ROUND 2,1.87,3.4,3.67,1.8,1.9,1.71,2.08
29/07/2023,15:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jedinstvo,Rudar,ROUND 2,1.93,3.3,3.58,1.93,1.78,1.76,2.01
29/07/2023,10:30,NORWAY - ELITESERIEN,Valerenga,Sandefjord,ROUND 16,1.5,4.75,5.5,1.53,2.4,1.7,2.05
29/07/2023,13:00,NORWAY - ELITESERIEN,Stabaek,Molde,ROUND 16,5.25,3.8,1.67,1.62,2.25,1.62,2.2
29/07/2023,17:30,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Olimpia Asuncion,CLAUSURA ,3.6,3.6,1.91,1.7,2.1,1.62,2.2
29/07/2023,20:00,PARAGUAY - PRIMERA DIVISION,Ameliano,Libertad Asuncion,CLAUSURA ,4.0,3.75,1.73,1.73,2.08,1.73,2.0
29/07/2023,17:15,PERU - LIGA 1,Cajamarca,Union Comercio,CLAUSURA ,1.6,4.0,5.75,1.73,2.08,1.8,1.91
29/07/2023,22:30,PERU - LIGA 1,Cesar Vallejo,Alianza Lima,CLAUSURA ,3.25,3.4,2.25,2.05,1.75,1.83,1.83
29/07/2023,10:00,POLAND - EKSTRAKLASA,Warta Poznan,Gornik Zabrze,ROUND 2,2.55,3.1,2.9,2.15,1.67,1.91,1.91
29/07/2023,12:30,POLAND - EKSTRAKLASA,Jagiellonia,Puszcza,ROUND 2,2.1,3.5,3.5,1.83,2.03,1.67,2.1
29/07/2023,12:30,POLAND - EKSTRAKLASA,Korona Kielce,Rakow,ROUND 2,4.39,3.5,1.78,,,,
29/07/2023,15:00,POLAND - EKSTRAKLASA,Slask Wroclaw,Zaglebie,ROUND 2,2.5,3.2,3.0,2.03,1.83,1.75,2.0
29/07/2023,12:30,ROMANIA - LIGA 1,FC Hermannstadt,UTA Arad,ROUND 3,1.91,3.3,4.33,2.6,1.48,2.25,1.57
29/07/2023,15:30,ROMANIA - LIGA 1,Otelul,FCSB,ROUND 3,5.5,3.75,1.65,2.05,1.75,2.0,1.73
29/07/2023,13:55,SERBIA - SUPER LIGA,Cukaricki,Radnicki Nis,ROUND 1,1.55,4.0,5.69,1.91,1.89,1.91,1.85
29/07/2023,13:55,SERBIA - SUPER LIGA,Sp. Subotica,IMT Novi Beograd,ROUND 1,1.88,3.3,4.29,2.13,1.71,1.9,1.86
29/07/2023,16:00,SERBIA - SUPER LIGA,FK Vozdovac,Javor,ROUND 1,2.57,3.18,2.7,2.25,1.64,1.86,1.9
29/07/2023,16:00,SERBIA - SUPER LIGA,TSC,Partizan,ROUND 1,2.68,3.08,2.65,2.23,1.65,1.85,1.91
29/07/2023,12:30,SLOVENIA - PRVA LIGA,Koper,Radomlje,ROUND 2,1.72,3.74,4.82,2.0,1.81,1.9,1.86
29/07/2023,15:15,SLOVENIA - PRVA LIGA,O. Ljubljana,Rogaska,ROUND 2,1.34,5.25,8.3,1.6,2.34,1.88,1.88
29/07/2023,07:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Gimpo FC,ROUND 24,2.0,3.5,3.1,1.95,1.85,1.8,1.91
29/07/2023,07:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Jeonnam,ROUND 24,2.55,3.3,2.5,1.85,1.95,1.67,2.1
29/07/2023,10:00,SWEDEN - ALLSVENSKAN,Hacken,Elfsborg,ROUND 17,2.4,3.6,2.75,1.48,2.6,1.44,2.63
29/07/2023,12:30,SWEDEN - ALLSVENSKAN,Degerfors,Brommapojkarna,ROUND 17,2.75,3.4,2.45,1.67,2.15,1.57,2.25
29/07/2023,15:00,SWEDEN - ALLSVENSKAN,Halmstad,Varberg,ROUND 17,1.91,3.5,4.0,2.05,1.75,1.95,1.8
29/07/2023,08:00,SWEDEN - SUPERETTAN,Ostersund,Sundsvall,ROUND 16,1.75,3.5,4.2,1.7,2.1,1.67,2.1
29/07/2023,10:00,SWEDEN - SUPERETTAN,Orgryte,Brage,ROUND 16,2.05,3.5,3.2,1.75,2.05,1.67,2.1
29/07/2023,10:00,SWEDEN - SUPERETTAN,Oster,Jonkoping,ROUND 16,1.53,4.2,5.25,1.65,2.2,1.75,2.0
29/07/2023,13:00,SWITZERLAND - SUPER LEAGUE,Lausanne,Grasshoppers,ROUND 2,2.0,3.75,3.5,1.7,2.1,1.62,2.2
29/07/2023,13:00,SWITZERLAND - SUPER LEAGUE,Lugano,St. Gallen,ROUND 2,2.3,3.6,2.9,1.57,2.35,1.4,2.75
29/07/2023,15:30,SWITZERLAND - SUPER LEAGUE,Servette,Zurich,ROUND 2,1.85,4.0,3.8,1.67,2.15,1.62,2.2
29/07/2023,09:00,UKRAINE - PREMIER LEAGUE,Rukh Lviv,FK Zorya Luhansk,ROUND 1,4.72,3.75,1.75,1.9,1.9,1.84,1.92
29/07/2023,11:00,UKRAINE - PREMIER LEAGUE,Metalist 1925,Shakhtar Donetsk,ROUND 1,14.0,6.3,1.23,1.7,2.15,2.45,1.52
29/07/2023,11:00,UKRAINE - PREMIER LEAGUE,Vorskla Poltava,Dnipro-1,ROUND 1,3.83,3.6,1.97,2.1,1.74,1.92,1.84
29/07/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,Memphis,-,1.87,3.5,3.86,1.95,1.83,1.79,1.98
29/07/2023,20:30,USA - USL CHAMPIONSHIP,Birmingham,Charleston,-,2.05,3.58,3.2,1.68,2.16,1.55,2.38
29/07/2023,20:30,USA - USL CHAMPIONSHIP,Loudoun,Miami FC,-,2.53,3.38,2.53,1.86,1.92,1.64,2.2
29/07/2023,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,FC Tulsa,-,1.4,4.55,6.88,1.68,2.16,1.84,1.92
29/07/2023,21:00,USA - USL CHAMPIONSHIP,Louisville City,Indy Eleven,-,1.7,3.62,4.65,2.01,1.78,1.9,1.86
29/07/2023,21:00,USA - USL CHAMPIONSHIP,Rio Grande,El Paso,-,2.15,3.4,3.12,1.87,1.91,1.67,2.15
29/07/2023,22:00,USA - USL CHAMPIONSHIP,San Antonio,Hartford Athletic,-,1.43,4.45,6.43,1.65,2.21,1.77,2.0
29/07/2023,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Phoenix Rising,-,2.25,3.45,2.9,1.8,1.99,1.61,2.25
29/07/2023,23:00,USA - USL CHAMPIONSHIP,Oakland Roots,Detroit,-,1.67,3.7,4.74,1.93,1.85,1.84,1.92
29/07/2023,23:00,USA - USL CHAMPIONSHIP,Orange County SC,New Mexico,-,1.98,3.52,3.44,1.8,1.99,1.65,2.18
29/07/2023,23:30,USA - USL CHAMPIONSHIP,Las Vegas Lights,Sacramento Republic,-,3.52,3.48,1.97,1.89,1.89,1.72,2.07
