Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,Sr87NjYq,18/07/2024,00:00,MEXICO - LIGA MX,U.A.N.L.- Tigres,Club America,APERTURA ,2.2,3.4,3.25,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.7,2.05,2.15,1.68,1.35,3.1,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
2,rBWzTCAM,18/07/2024,00:00,MEXICO - LIGA MX,Toluca,Mazatlan FC,APERTURA ,1.25,6.0,12.0,1.2,4.33,1.01,23.0,1.1,7.0,1.33,3.4,1.83,1.83,3.0,1.36,1.75,2.0,1.24,3.9,1.1,7.0,23.0,34.0,51.0,126.0,12.0,12.0,29.0,51.0,8.5,10.0,19.0,51.0,8.5,10.0,21.0,51.0,151.0
3,YF5Szdad,18/07/2024,08:45,SINGAPORE - PREMIER LEAGUE,Albirex Niigata,Balestier Khalsa,ROUND 9,4.33,5.5,1.48,1.11,6.5,1.01,34.0,1.03,15.0,1.14,5.5,1.4,2.75,1.83,1.83,1.25,3.75,4.4,1.2,2.6,1.48,34.0,26.0,17.0,19.0,41.0,17.0,11.0,11.0,41.0,19.0,13.0,13.0,51.0,29.0,21.0,23.0,51.0
4,vDhEbai3,18/07/2024,08:45,SINGAPORE - PREMIER LEAGUE,Lion City,Tampines,ROUND 9,1.7,4.5,3.3,1.14,5.5,1.01,34.0,1.06,10.0,1.22,4.2,1.57,2.25,2.25,1.57,1.29,3.5,1.75,2.05,1.3,3.45,34.0,26.0,29.0,41.0,21.0,12.0,15.0,23.0,17.0,10.0,12.0,19.0,19.0,12.0,15.0,23.0,51.0
5,OvyOn2Ms,18/07/2024,18:00,VENEZUELA - LIGA FUTVE,Universidad Central,Angostura,CLAUSURA ,1.82,3.25,4.35,1.42,2.45,1.04,7.5,1.38,2.57,2.1,1.57,3.5,1.21,7.8,1.04,1.98,1.65,1.78,1.93,,,7.7,10.0,23.0,75.0,5.8,6.4,15.0,50.0,7.7,8.5,18.0,60.0,14.5,16.0,35.0,100.0,900.0
6,WGpwGjLa,18/07/2024,18:45,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Tigre,ROUND 6,1.6,3.8,6.0,1.5,2.5,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.2,1.62,1.58,2.35,1.14,5.75,8.0,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,9.0,21.0,51.0,11.0,15.0,34.0,81.0,201.0
7,zkF80BLC,18/07/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Ind. Rivadavia,Gimnasia L.P.,ROUND 6,2.9,3.1,2.55,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.0,1.75,2.75,1.43,1.53,2.43,7.0,7.0,11.0,26.0,7.5,6.0,10.0,23.0,13.0,11.0,17.0,41.0,29.0,26.0,41.0,67.0,451.0
8,C8HER01N,18/07/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Palestino (Chi),Cuiaba (Bra),PLAY OFFS ,2.8,3.1,2.63,1.5,2.5,1.08,7.5,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,2.75,1.43,1.5,2.5,7.5,7.5,12.0,26.0,7.5,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,351.0
9,OYstT6hB,18/07/2024,19:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Valour,-,1.82,3.5,4.3,1.42,2.8,1.06,7.7,1.31,3.3,1.91,1.85,3.15,1.33,5.6,1.12,1.78,1.93,1.8,2.0,,,7.7,11.0,25.0,75.0,6.9,7.1,15.0,45.0,9.25,8.75,16.0,50.0,16.0,15.0,28.0,80.0,700.0
10,IgnHtwbd,18/07/2024,20:00,COLOMBIA - PRIMERA A,Bucaramanga,Junior,CLAUSURA ,2.75,2.88,2.8,1.5,2.5,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,1.91,1.8,2.75,1.43,1.43,2.75,7.0,7.5,13.0,29.0,7.5,5.5,11.0,26.0,12.0,11.0,15.0,41.0,29.0,26.0,41.0,51.0,351.0
11,xENPcf6G,18/07/2024,20:00,BRAZIL - SERIE B,Vila Nova FC,Santos,ROUND 16,3.25,3.2,2.25,1.57,2.25,1.1,7.0,1.5,2.5,2.6,1.48,5.5,1.14,13.0,1.04,2.2,1.62,3.3,1.33,1.65,2.2,7.0,6.0,9.5,21.0,7.5,6.5,10.0,21.0,15.0,13.0,19.0,41.0,41.0,34.0,41.0,81.0,351.0
12,tMfCTlV1,17/07/2024,20:30,USA - MLS,New York Red Bulls,CF Montreal,-,1.45,4.75,6.5,1.25,3.75,1.02,19.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.67,2.1,1.43,2.75,1.13,5.9,19.0,21.0,34.0,67.0,9.5,9.5,19.0,41.0,8.5,8.5,17.0,41.0,11.0,11.0,21.0,41.0,151.0
13,W4vWptif,18/07/2024,20:45,VENEZUELA - LIGA FUTVE,Carabobo,Puerto Cabello,CLAUSURA ,2.32,2.8,3.3,1.52,2.22,1.08,6.05,1.5,2.27,2.4,1.44,4.1,1.15,10.2,1.01,2.0,1.65,,,,,6.1,7.4,16.0,50.0,6.0,5.6,12.5,37.0,10.25,9.5,17.0,55.0,24.0,23.0,40.0,110.0,900.0
14,nmDaihqp,18/07/2024,21:00,BRAZIL - SERIE B,Novorizontino,Chapecoense-SC,ROUND 16,1.8,3.3,5.0,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.2,1.62,1.75,2.05,1.18,4.8,7.0,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,9.0,21.0,51.0,13.0,17.0,41.0,81.0,201.0
15,vNLa2Xj0,18/07/2024,21:00,ARGENTINA - LIGA PROFESIONAL,Instituto,Independiente,ROUND 6,2.55,2.9,3.1,1.67,2.1,1.13,6.0,1.57,2.25,2.88,1.4,6.0,1.13,15.0,1.03,2.25,1.57,2.43,1.53,1.38,3.0,5.5,6.5,13.0,34.0,6.0,6.0,13.0,34.0,11.0,11.0,21.0,51.0,26.0,29.0,41.0,81.0,201.0
16,UmtWVdld,18/07/2024,21:30,SOUTH AMERICA - COPA SUDAMERICANA,LDU Quito (Ecu),Always Ready (Bol),PLAY OFFS ,1.22,5.75,15.0,1.3,3.4,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,2.38,1.53,1.24,3.9,,,11.0,26.0,51.0,201.0,7.0,11.0,34.0,101.0,5.5,10.0,29.0,81.0,7.0,12.0,41.0,101.0,201.0
17,4KRAvPVq,18/07/2024,21:30,SOUTH AMERICA - COPA SUDAMERICANA,Cerro Porteno (Par),Athletico-PR (Bra),PLAY OFFS ,2.6,3.2,2.88,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.83,1.83,2.5,1.5,1.43,2.75,8.5,8.0,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,34.0,51.0,301.0
18,xETSUYuA,17/07/2024,22:00,MEXICO - LIGA MX,Juarez,U.N.A.M.- Pumas,APERTURA ,3.2,3.5,2.2,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.57,2.25,3.1,1.35,1.68,2.15,13.0,10.0,12.0,21.0,12.0,6.5,9.0,17.0,17.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,126.0
19,biWFraTq,18/07/2024,22:10,COLOMBIA - PRIMERA A,Ind. Medellin,Millonarios,CLAUSURA ,2.45,2.9,3.25,1.44,2.63,1.07,9.0,1.3,3.4,2.08,1.73,3.5,1.29,8.0,1.08,1.73,2.0,2.38,1.55,1.35,3.1,8.5,10.0,15.0,34.0,8.0,5.5,12.0,26.0,12.0,10.0,13.0,34.0,23.0,21.0,29.0,41.0,201.0
20,p0v34tj3,17/07/2024,22:10,COLOMBIA - PRIMERA A,Alianza,Atl. Nacional,CLAUSURA ,3.8,3.0,2.15,1.62,2.2,1.11,6.5,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.25,1.57,3.7,1.26,1.7,2.1,6.0,5.5,8.5,19.0,8.0,6.0,10.0,21.0,17.0,15.0,21.0,41.0,41.0,41.0,51.0,81.0,900.0
21,KdTaErjA,17/07/2024,23:30,USA - MLS,Los Angeles Galaxy,Colorado Rapids,-,1.9,4.2,3.6,1.22,4.0,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.25,1.33,1.4,2.75,1.88,1.98,1.3,3.45,23.0,19.0,23.0,41.0,13.0,9.0,13.0,23.0,13.0,9.0,11.0,23.0,19.0,13.0,17.0,29.0,81.0
22,vaq1CMKM,17/07/2024,23:30,USA - MLS,San Jose Earthquakes,Houston Dynamo,-,3.0,3.75,2.15,1.29,3.5,1.03,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5,3.0,1.38,1.73,2.08,17.0,11.0,13.0,21.0,13.0,7.5,9.0,15.0,19.0,11.0,12.0,21.0,34.0,21.0,23.0,34.0,101.0
23,YLr5BtzT,17/07/2024,23:30,USA - MLS,Seattle Sounders,St. Louis City,-,1.62,4.2,5.0,1.3,3.4,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.67,2.1,1.6,2.3,1.18,4.65,15.0,17.0,29.0,51.0,8.5,8.0,15.0,34.0,8.5,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0
24,rRYfhY72,17/07/2024,23:30,USA - MLS,Vancouver Whitecaps,Sporting Kansas City,-,1.57,4.33,5.25,1.25,3.75,1.02,19.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.62,2.2,1.55,2.38,1.17,5.0,19.0,19.0,29.0,51.0,10.0,8.5,17.0,34.0,9.5,8.5,15.0,34.0,13.0,11.0,19.0,41.0,126.0
25,08pcD25G,17/07/2024,23:45,USA - MLS,Los Angeles FC,Real Salt Lake,-,1.44,5.0,6.0,1.22,4.0,1.02,21.0,1.11,6.5,1.4,2.88,2.0,1.73,3.25,1.33,1.57,2.25,1.45,2.68,1.15,5.5,23.0,21.0,34.0,67.0,11.0,11.0,17.0,41.0,9.5,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0
