Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,KbncCiCt,16/11/2024,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Da Nang,ROUND 8,1.42,4.15,6.7,1.39,2.57,1.01,8.0,1.29,3.0,1.9,1.8,2.95,1.29,5.7,1.06,2.07,1.6,,,,,10.0,15.5,40.0,150.0,5.9,8.25,22.0,90.0,6.0,8.5,23.0,90.0,9.0,12.5,35.0,120.0,201.0
2,hCp5AVtg,16/11/2024,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Cong An Ha Noi,ROUND 8,3.85,3.4,1.87,1.44,2.4,1.02,7.2,1.38,2.6,2.1,1.57,3.5,1.21,7.6,1.01,1.98,1.65,,,1.87,1.83,8.25,6.0,7.9,15.0,9.25,6.6,8.75,17.0,19.5,13.5,18.0,35.0,60.0,40.0,55.0,110.0,1000.0
3,fcAISRoS,16/11/2024,09:30,ENGLAND - LEAGUE ONE,Exeter,Lincoln,ROUND 16,2.6,3.1,2.7,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.8,1.95,2.6,1.48,1.45,2.68,8.5,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,251.0
4,IZVHUC1k,16/11/2024,09:45,URUGUAY - SEGUNDA DIVISION,Sud America,Atenas,ROUND 26,2.3,3.05,3.05,1.45,2.37,1.05,6.1,1.4,2.55,2.15,1.55,3.6,1.2,6.65,1.03,1.87,1.75,,,,,7.5,7.9,14.5,40.0,6.7,6.0,11.25,30.0,10.25,9.25,16.0,45.0,23.0,21.0,35.0,90.0,900.0
5,vHd13DpS,16/11/2024,10:00,SPAIN - LALIGA2,Eibar,Racing Club Ferrol,ROUND 15,1.8,3.25,5.0,1.53,2.38,1.1,7.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.2,1.62,1.8,2.05,1.18,4.65,7.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,67.0,201.0
6,KrxtMK1N,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Scheveningen,Spakenburg,ROUND 13,4.75,4.45,1.53,1.23,3.74,1.01,16.5,1.09,5.0,1.42,2.45,2.02,1.62,3.1,1.27,1.53,2.2,,,,,19.0,10.5,9.5,12.0,20.0,9.25,8.5,11.0,32.0,16.0,14.0,18.5,80.0,40.0,35.0,45.0,250.0
7,AD0bv2Hi,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,RKAV Volendam,Katwijk,ROUND 13,5.5,4.9,1.42,1.17,4.4,1.01,15.0,1.08,6.6,1.33,2.77,1.87,1.85,2.7,1.35,1.5,2.27,,,,,24.0,12.5,10.0,11.5,26.0,11.0,8.75,10.25,45.0,18.5,15.0,17.5,110.0,45.0,37.0,45.0,200.0
8,6uf7xtn4,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Noordwijk,HFC,ROUND 13,2.6,3.55,2.35,1.37,2.85,1.01,7.48,1.24,3.3,1.78,1.93,2.7,1.35,4.95,1.09,1.62,2.02,,,,,11.75,9.0,12.5,24.0,9.75,6.9,9.25,18.5,14.0,10.0,13.5,26.0,29.0,21.0,28.0,55.0,400.0
9,4GDCGbPp,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Hardenberg,ACV Assen,ROUND 13,1.83,3.85,3.55,1.28,3.34,1.02,12.8,1.2,3.6,1.55,2.15,2.32,1.47,3.7,1.19,1.55,2.15,1.8,1.91,,,15.0,14.0,22.0,50.0,9.5,7.8,12.5,28.0,10.25,8.5,13.0,30.0,16.0,13.0,20.0,45.0,300.0
10,zLoOYcoT,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,GVVV,ADO 20 Heemskerk,ROUND 13,1.35,4.9,7.0,1.24,3.6,1.01,15.0,1.14,5.0,1.5,2.27,2.15,1.55,3.4,1.23,1.75,1.85,,,,,16.0,22.0,50.0,150.0,8.5,10.0,22.0,70.0,7.3,8.5,19.0,60.0,9.0,10.5,23.0,75.0,500.0
11,vghFzKGG,16/11/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Excelsior Maassluis,De Treffers,ROUND 13,3.65,3.9,1.8,1.27,3.42,1.01,14.0,1.13,4.4,1.52,2.22,2.22,1.52,3.5,1.21,1.52,2.22,,,1.95,1.75,15.5,10.0,10.5,16.0,14.5,8.0,8.25,12.5,23.0,12.5,12.5,19.0,55.0,29.0,29.0,45.0,250.0
12,vuw13Byh,16/11/2024,11:00,ITALY - SERIE C,AlbinoLeffe,Trento,GROUP A ,2.6,2.75,2.87,1.57,2.32,1.12,5.4,1.5,2.4,2.5,1.47,4.4,1.17,7.6,1.05,2.0,1.72,2.35,1.55,1.38,2.8,5.4,6.9,13.5,37.0,6.6,5.5,11.0,30.0,12.0,10.0,16.0,45.0,30.0,26.0,40.0,100.0,201.0
