Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No
27/07/2023,15:30,EUROPE - EUROPA CONFERENCE LEAGUE,Austria Vienna (Aut),Borac Banja Luka (Bih),QUALIFICATION ,1.22,5.25,11.0,1.62,2.25,2.25,1.57
27/07/2023,15:30,EUROPE - EUROPA CONFERENCE LEAGUE,Lech Poznan (Pol),Kauno Zalgiris (Ltu),QUALIFICATION ,1.1,8.0,23.0,1.57,2.35,3.4,1.3
27/07/2023,15:45,EUROPE - EUROPA CONFERENCE LEAGUE,Derry City (Nir),KuPS (Fin),QUALIFICATION ,2.1,3.25,3.3,2.5,1.5,2.2,1.62
27/07/2023,15:45,EUROPE - EUROPA CONFERENCE LEAGUE,Linfield (Nir),Pogon Szczecin (Pol),QUALIFICATION ,3.8,3.75,1.75,1.98,1.83,1.91,1.8
27/07/2023,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Crusaders (Nir),Rosenborg (Nor),QUALIFICATION ,4.2,3.5,1.73,1.93,1.88,1.83,1.83
27/07/2023,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Shkupi (Mkd),Levski Sofia (Bul),QUALIFICATION ,3.1,3.25,2.05,2.2,1.65,2.0,1.73
27/07/2023,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Sutjeska (Mne),FC Santa Coloma (And),QUALIFICATION ,1.5,4.0,5.5,2.0,1.8,2.1,1.67
27/07/2023,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Zeljeznicar (Bih),Neftci Baku (Aze),QUALIFICATION ,2.45,2.9,2.9,2.25,1.62,1.91,1.8
27/07/2023,17:00,PERU - LIGA 1,Sporting Cristal,Binacional,CLAUSURA ,1.18,7.0,15.0,1.4,2.88,2.0,1.73
27/07/2023,00:00,USA - USL CHAMPIONSHIP,Sacramento Republic,Phoenix Rising,-,2.25,3.55,2.93,1.81,2.0,1.68,2.11
