Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,vegEoFiJ,17/12/2024,05:30,INDONESIA - LIGA 1,Malut United,PSM Makassar,ROUND 15,2.35,3.0,3.0,1.45,2.4,1.04,7.2,1.42,2.47,2.22,1.52,3.75,1.19,8.7,1.01,1.9,1.7,,,,,7.2,7.8,14.5,40.0,6.4,5.9,11.0,29.0,10.25,9.75,16.0,45.0,24.0,23.0,40.0,90.0,900.0
2,KjW09IqQ,17/12/2024,09:00,INDONESIA - LIGA 1,PSS Sleman,PSIS Semarang,ROUND 15,2.07,3.15,3.45,1.4,2.52,1.04,7.1,1.33,2.8,1.98,1.65,3.2,1.26,6.05,1.06,1.75,1.85,1.98,1.75,,,8.5,9.5,18.0,50.0,7.0,6.1,12.0,32.0,9.75,8.5,14.5,40.0,19.5,17.0,29.0,70.0,600.0
3,YJiFnMOh,17/12/2024,11:00,INDIA - ISL,East Bengal,Punjab,ROUND 13,2.55,3.4,2.45,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,2.6,1.48,1.53,2.43,13.0,10.0,13.0,26.0,10.0,7.0,10.0,19.0,15.0,10.0,12.0,26.0,26.0,19.0,26.0,41.0,151.0
4,K60vlR5e,17/12/2024,14:00,MALTA - PREMIER LEAGUE,Hamrun,Mosta,FIRST STAGE ,1.42,4.2,6.6,1.34,2.99,1.01,10.5,1.24,3.3,1.72,1.88,2.7,1.35,5.5,1.11,1.93,1.7,,,,,11.25,17.0,40.0,150.0,6.6,8.5,21.0,75.0,6.5,8.25,20.0,70.0,9.25,11.75,29.0,100.0,900.0
5,W2BxZJh3,17/12/2024,15:00,SPAIN - LALIGA2,Granada CF,FC Cartagena SAD,ROUND 20,1.4,4.5,8.0,1.4,2.75,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,2.2,1.62,1.4,2.85,1.11,6.6,10.0,17.0,41.0,101.0,6.0,8.5,23.0,51.0,6.0,9.0,21.0,51.0,9.0,13.0,34.0,81.0,1250.0
6,K4Jx4agT,17/12/2024,15:00,SPAIN - LALIGA2,Albacete,Levante,ROUND 20,2.5,3.25,2.7,1.4,2.75,1.06,10.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,1.73,2.0,2.43,1.53,1.45,2.68,10.0,9.0,13.0,26.0,8.5,6.5,10.0,21.0,12.0,10.0,15.0,29.0,23.0,21.0,29.0,51.0,201.0
7,CtcWkmyq,17/12/2024,15:00,MALTA - PREMIER LEAGUE,Floriana,Sliema,FIRST STAGE ,2.6,3.05,2.62,1.5,2.27,1.07,6.8,1.45,2.37,2.32,1.47,4.0,1.16,10.0,1.02,2.0,1.65,,,,,7.0,6.6,11.5,29.0,6.6,6.1,10.75,27.0,11.5,10.5,18.5,45.0,28.0,26.0,45.0,120.0,900.0
8,tU6Y2FO8,17/12/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,GV San Jose,Blooming,CLAUSURA ,1.6,3.75,5.75,1.33,3.25,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.73,2.0,1.63,2.25,1.16,5.25,12.0,17.0,29.0,51.0,7.5,7.0,17.0,41.0,8.0,8.5,15.0,41.0,12.0,13.0,23.0,51.0,201.0
9,Q561rjnD,17/12/2024,16:45,SCOTLAND - LEAGUE TWO,Forfar Athletic,Peterhead,ROUND 14,2.8,3.25,2.2,1.4,2.75,1.03,10.0,1.3,3.4,2.03,1.83,3.5,1.29,6.5,1.1,1.8,1.91,2.85,1.4,1.63,2.25,10.0,8.0,11.0,21.0,9.5,6.5,9.5,19.0,15.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,600.0
10,KYrcr4xp,17/12/2024,16:45,SCOTLAND - LEAGUE ONE,Kelty Hearts,Arbroath,ROUND 15,2.75,3.5,2.2,1.4,2.75,1.05,8.5,1.25,3.75,1.88,1.98,3.25,1.33,5.5,1.13,1.73,2.0,2.68,1.45,1.6,2.3,11.0,8.5,12.0,21.0,10.0,7.0,9.5,19.0,15.0,11.0,15.0,26.0,29.0,23.0,29.0,41.0,151.0
